Tympanuchus_cupido	Syrmaticus_mikado	Phasianus_colchicus	Penelope_pileata	Pavo_cristatus	Oxyura_jamaicensis	Odontophorus_gujanensis	Numida_meleagris	Meleagris_gallopavo	Lyrurus_tetrix	Lagopus_muta	Gallus_gallus	Cygnus_atratus	Coturnix_japonica	Colinus_virginianus	Chrysolophus_pictus	Centrocercus_minimus	Callipepla_squamata	Aythya_fuligula	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	
1.7648e-06	1.4688e-05	4.9809e-06	0.00012468	8.7497e-05	0.00057904	1.1046e-06	8.8122e-07	1.488e-07	3.4501e-06	0.054846	1.5356e-06	0.027689	3.8109e-07	3.2084e-05	8.8281e-05	2.1298e-06	7.7842e-05	0.0026969	0.00092774	5.0196e-07	1.0158e-05	0.034436	
1.7739e-06	1.4174e-05	4.8876e-06	0.00012729	8.8041e-05	0.00058594	1.0826e-06	9.0733e-07	1.5103e-07	3.328e-06	0.05495	1.5232e-06	0.02771	3.9168e-07	3.2178e-05	8.7637e-05	2.1869e-06	7.7469e-05	0.002697	0.00092867	5.3077e-07	1.0461e-05	0.034162	
1.7816e-06	1.363e-05	4.788e-06	0.00012978	8.8525e-05	0.00059272	1.058e-06	9.2861e-07	1.5209e-07	3.1995e-06	0.055053	1.5076e-06	0.027731	3.999e-07	3.2263e-05	8.6954e-05	2.2422e-06	7.7083e-05	0.002697	0.00092957	5.5767e-07	1.0759e-05	0.035701	
1.7878e-06	1.3054e-05	4.6817e-06	0.00013214	8.8946e-05	0.00059937	1.0305e-06	9.4498e-07	1.5199e-07	3.0646e-06	0.055157	1.4887e-06	0.027752	4.0573e-07	3.2337e-05	8.6229e-05	2.2957e-06	7.6684e-05	0.002697	0.00093044	5.8262e-07	1.105e-05	0.037167	
1.7924e-06	1.2513e-05	4.5865e-06	0.00013476	8.73e-05	0.00060635	1.0059e-06	9.6938e-07	1.5074e-07	2.9234e-06	0.05526	1.4731e-06	0.027773	4.1577e-07	3.2422e-05	8.5575e-05	2.3475e-06	7.6302e-05	0.0026971	0.00093136	6.0908e-07	1.1345e-05	0.038786	
1.7956e-06	1.1937e-05	4.4841e-06	0.00013723	8.5557e-05	0.00061318	9.7826e-07	9.882e-07	1.4832e-07	2.7757e-06	0.055364	1.454e-06	0.027793	4.2306e-07	3.2497e-05	8.4875e-05	2.3975e-06	7.5905e-05	0.0026971	0.00093225	6.3341e-07	1.1633e-05	0.04032	
1.7972e-06	1.1324e-05	4.3741e-06	0.00013955	8.3706e-05	0.00061985	9.4748e-07	1.0057e-06	1.4474e-07	2.6217e-06	0.055468	1.4312e-06	0.027814	4.2754e-07	3.256e-05	8.4126e-05	2.4457e-06	7.5494e-05	0.0026971	0.00093311	6.5558e-07	1.1914e-05	0.041766	
1.7973e-06	1.1826e-05	4.2474e-06	0.00014171	8.1736e-05	0.00062636	9.1341e-07	1.0219e-06	1.4e-07	2.4613e-06	0.055572	1.4045e-06	0.027835	4.2913e-07	3.2611e-05	8.3241e-05	2.4922e-06	7.5066e-05	0.002697	0.00093393	6.7554e-07	1.2188e-05	0.043126	
1.7959e-06	1.2364e-05	4.1334e-06	0.00014415	7.9987e-05	0.00063322	8.8259e-07	1.0368e-06	1.341e-07	2.2944e-06	0.055675	1.3814e-06	0.027856	4.3523e-07	3.2675e-05	8.2437e-05	2.5369e-06	7.4658e-05	0.002697	0.0009348	6.9717e-07	1.2467e-05	0.044645	
1.793e-06	1.2865e-05	4.0113e-06	0.00014642	7.8123e-05	0.00063992	8.4852e-07	1.0503e-06	1.2703e-07	2.1212e-06	0.055779	1.3546e-06	0.027877	4.384e-07	3.2726e-05	8.1581e-05	2.5799e-06	7.4233e-05	0.002697	0.00093564	7.1657e-07	1.2739e-05	0.046074	
1.7886e-06	1.3331e-05	3.8813e-06	0.00014855	7.6147e-05	0.00064646	8.1126e-07	1.0626e-06	1.1881e-07	1.9416e-06	0.055884	1.3241e-06	0.027897	4.3881e-07	3.2767e-05	8.0675e-05	2.621e-06	7.3794e-05	0.0026969	0.00093645	7.3382e-07	1.3003e-05	0.047419	
1.7827e-06	1.3836e-05	3.7644e-06	0.00015312	7.4032e-05	0.00064781	7.777e-07	1.0735e-06	1.0942e-07	1.7556e-06	0.055988	1.2892e-06	0.027918	4.35e-07	3.2819e-05	7.9853e-05	2.6604e-06	7.3374e-05	0.0026969	0.00093731	7.254e-07	1.3273e-05	0.047988	
1.7753e-06	1.4381e-05	3.6598e-06	0.00015745	7.2155e-05	0.00064908	7.4093e-07	1.0831e-06	9.8876e-08	1.5633e-06	0.056092	1.2582e-06	0.027939	4.3622e-07	3.2861e-05	7.9112e-05	2.698e-06	7.2939e-05	0.0026969	0.00093814	7.1486e-07	1.3535e-05	0.048503	
1.7693e-06	1.4968e-05	3.5665e-06	0.00016157	7.0152e-05	0.00065029	7.0094e-07	1.0914e-06	1.059e-07	1.3882e-06	0.056093	1.2231e-06	0.02796	4.3444e-07	3.2891e-05	7.845e-05	2.7381e-06	7.2488e-05	0.0026968	0.00093894	7.0221e-07	1.379e-05	0.048965	
1.7608e-06	1.5521e-05	3.4669e-06	0.00016551	6.8046e-05	0.00065143	6.5799e-07	1.0984e-06	1.1041e-07	1.2012e-06	0.056094	1.1846e-06	0.027981	4.3015e-07	3.291e-05	7.7745e-05	2.775e-06	7.2024e-05	0.0026967	0.0009397	6.8761e-07	1.4039e-05	0.049384	
1.7499e-06	1.6041e-05	3.3612e-06	0.00016928	6.5839e-05	0.00065251	6.1218e-07	1.104e-06	1.1253e-07	1.3053e-06	0.056095	1.1427e-06	0.028001	4.2345e-07	3.292e-05	7.6999e-05	2.8088e-06	7.1547e-05	0.0026965	0.00094044	6.711e-07	1.4281e-05	0.049761	
1.7366e-06	1.6595e-05	3.2645e-06	0.00017289	6.3538e-05	0.00065354	5.6361e-07	1.1084e-06	1.1237e-07	1.3996e-06	0.056095	1.0976e-06	0.028022	4.1446e-07	3.292e-05	7.6316e-05	2.8396e-06	7.1057e-05	0.0026963	0.00094115	6.5278e-07	1.4517e-05	0.0501	
1.7238e-06	1.718e-05	3.1756e-06	0.00017682	6.1429e-05	0.00065469	5.1755e-07	1.1114e-06	1.1374e-07	1.4957e-06	0.056097	1.0553e-06	0.028042	4.09e-07	3.2929e-05	7.5689e-05	2.8716e-06	7.0581e-05	0.0026962	0.00094191	6.3549e-07	1.4757e-05	0.050504	
1.7089e-06	1.7737e-05	3.082e-06	0.00018061	5.9244e-05	0.00065579	4.6907e-07	1.1131e-06	1.1304e-07	1.5824e-06	0.056098	1.0101e-06	0.028063	4.0162e-07	3.293e-05	7.5029e-05	2.9008e-06	7.0094e-05	0.0026961	0.00094264	6.1655e-07	1.499e-05	0.050875	
1.6924e-06	1.8324e-05	2.9955e-06	0.00018471	5.7233e-05	0.000657	4.2283e-07	1.1135e-06	1.1374e-07	1.6627e-06	0.056099	9.6752e-07	0.028084	3.9746e-07	3.2938e-05	7.4422e-05	2.9282e-06	6.962e-05	0.002696	0.00094341	5.9853e-07	1.5227e-05	0.051308	
1.6737e-06	1.8882e-05	2.9042e-06	0.00018866	5.5147e-05	0.00065344	3.7415e-07	1.1126e-06	1.1235e-07	1.7335e-06	0.056099	9.2203e-07	0.028105	3.9137e-07	3.2938e-05	7.3781e-05	2.9528e-06	6.9135e-05	0.002696	0.00094422	5.994e-07	1.5467e-05	0.051701	
1.6554e-06	1.9472e-05	2.82e-06	0.00019294	5.323e-05	0.00065003	3.2764e-07	1.1103e-06	1.124e-07	1.8061e-06	0.056101	8.7902e-07	0.028126	3.8845e-07	3.2946e-05	7.3194e-05	2.9785e-06	6.8663e-05	0.002696	0.00094507	6.0097e-07	1.571e-05	0.052159	
1.6376e-06	2.0094e-05	2.7421e-06	0.00019755	5.1464e-05	0.00064678	2.8321e-07	1.1068e-06	1.138e-07	1.8802e-06	0.056103	8.3822e-07	0.028148	3.8849e-07	3.2962e-05	7.2655e-05	3.0051e-06	6.8203e-05	0.0026961	0.00094596	6.0319e-07	1.5957e-05	0.052683	
1.6177e-06	2.0692e-05	2.6607e-06	0.00020205	4.9649e-05	0.00064349	2.3681e-07	1.0999e-06	1.1338e-07	1.9457e-06	0.056106	7.9506e-07	0.02817	3.8705e-07	3.2971e-05	7.2091e-05	3.0293e-06	6.7734e-05	0.0026963	0.00094683	6.0401e-07	1.6198e-05	0.053179	
1.5958e-06	2.1265e-05	2.5756e-06	0.00020645	4.7784e-05	0.00064016	1.8844e-07	1.0899e-06	1.1117e-07	2.0028e-06	0.056108	7.4957e-07	0.028191	3.8418e-07	3.2972e-05	7.1502e-05	3.051e-06	6.7257e-05	0.0026963	0.00094768	6.0343e-07	1.6435e-05	0.053649	
1.574e-06	2.1864e-05	2.4956e-06	0.00021112	4.6041e-05	0.00063695	1.4143e-07	1.0849e-06	1.0993e-07	2.0602e-06	0.056111	7.0567e-07	0.028213	3.837e-07	3.298e-05	7.0953e-05	3.0733e-06	6.6789e-05	0.0026965	0.00094857	6.0326e-07	1.6673e-05	0.054173	
1.5502e-06	2.2438e-05	2.4122e-06	0.0002161	4.4252e-05	0.00063388	9.5655e-08	1.085e-06	1.0691e-07	2.1092e-06	0.056113	6.5947e-07	0.028235	3.8168e-07	3.2993e-05	7.038e-05	3.0931e-06	6.633e-05	0.0026967	0.00094949	6.0348e-07	1.6914e-05	0.054755	
1.5245e-06	2.299e-05	2.3253e-06	0.00022098	4.5243e-05	0.00063077	1.0102e-07	1.082e-06	1.0216e-07	2.1499e-06	0.056116	6.1062e-07	0.028257	3.7829e-07	3.3e-05	6.9783e-05	3.1105e-06	6.5863e-05	0.0026968	0.00095038	6.0235e-07	1.7149e-05	0.055311	
1.499e-06	2.357e-05	2.244e-06	0.00022619	4.4436e-05	0.00062779	1.0604e-07	1.0846e-06	9.8529e-08	2.1916e-06	0.056119	5.6372e-07	0.02828	3.7756e-07	3.3014e-05	6.923e-05	3.1287e-06	6.5406e-05	0.0026971	0.00095132	6.0175e-07	1.7388e-05	0.055932	
1.4716e-06	2.4129e-05	2.1594e-06	0.0002313	4.3599e-05	0.00062478	1.0963e-07	1.0843e-06	9.3221e-08	2.2251e-06	0.056122	5.1465e-07	0.028302	3.7552e-07	3.3021e-05	6.8654e-05	3.1446e-06	6.4941e-05	0.0026973	0.00095224	5.9981e-07	1.7621e-05	0.056527	
1.4444e-06	2.4716e-05	2.08e-06	0.00023677	4.2838e-05	0.00062191	1.1287e-07	1.0894e-06	8.8924e-08	2.2595e-06	0.056126	4.6723e-07	0.028324	3.7604e-07	3.3034e-05	6.812e-05	3.1612e-06	6.4487e-05	0.0026976	0.00095319	5.9837e-07	1.7857e-05	0.057189	
1.4173e-06	2.5335e-05	2.0055e-06	0.0002426	4.215e-05	0.00061916	1.1576e-07	1.1001e-06	8.5549e-08	2.295e-06	0.056131	4.2134e-07	0.028347	3.7913e-07	3.3054e-05	6.7628e-05	3.1785e-06	6.4043e-05	0.0026979	0.00095417	5.9741e-07	1.8096e-05	0.057918	
1.3883e-06	2.593e-05	1.9278e-06	0.00024832	4.1432e-05	0.00061638	1.1722e-07	1.1078e-06	8.0538e-08	2.3223e-06	0.056136	3.7334e-07	0.028369	3.8092e-07	3.3068e-05	6.7113e-05	3.1934e-06	6.359e-05	0.0026982	0.00095514	5.9513e-07	1.833e-05	0.058621	
1.3594e-06	2.6557e-05	1.8549e-06	0.00025443	4.0785e-05	0.00061372	1.1834e-07	1.1212e-06	7.6387e-08	2.3506e-06	0.056141	3.2678e-07	0.028392	3.8533e-07	3.3088e-05	6.664e-05	3.2091e-06	6.3148e-05	0.0026986	0.00095615	5.9333e-07	1.8567e-05	0.059395	
1.3306e-06	2.7213e-05	1.7857e-06	0.00026091	4.0198e-05	0.00061118	1.1905e-07	1.1397e-06	7.2839e-08	2.3794e-06	0.056147	2.8129e-07	0.028415	3.9213e-07	3.3114e-05	6.6201e-05	3.2254e-06	6.2714e-05	0.002699	0.00095718	5.9188e-07	1.8805e-05	0.060237	
1.2997e-06	2.7844e-05	1.7136e-06	0.00032394	3.9582e-05	0.0006086	1.1831e-07	1.1551e-06	6.7664e-08	2.3999e-06	0.056153	2.337e-07	0.028438	3.9757e-07	3.3134e-05	6.574e-05	3.2392e-06	6.2271e-05	0.0026994	0.0009582	5.891e-07	1.9039e-05	0.061048	
1.2674e-06	2.8452e-05	1.6384e-06	0.0003861	3.8936e-05	0.000606	1.1613e-07	1.1676e-06	6.1322e-08	2.4139e-06	0.056159	1.8399e-07	0.028461	4.0166e-07	3.3146e-05	6.5257e-05	3.2513e-06	6.1821e-05	0.0026998	0.0009592	5.8498e-07	1.9268e-05	0.061831	
1.2353e-06	2.9095e-05	1.5678e-06	0.00044642	3.836e-05	0.00060335	1.1365e-07	1.1863e-06	5.5779e-08	2.4294e-06	0.056166	1.3567e-07	0.028484	4.0864e-07	3.3166e-05	6.4815e-05	3.2643e-06	6.1381e-05	0.0027002	0.00096019	5.7945e-07	1.9492e-05	0.062581	
1.2034e-06	2.9777e-05	1.5016e-06	0.00051075	3.7852e-05	0.00060083	1.0939e-07	1.106e-06	5.0945e-08	2.4467e-06	0.056174	8.867e-08	0.028508	3.7722e-07	3.3179e-05	6.4416e-05	3.2783e-06	6.0932e-05	0.0027006	0.00096121	5.7452e-07	1.972e-05	0.063411	
1.1695e-06	3.0432e-05	1.4323e-06	0.00057408	3.7302e-05	0.00059828	1.0366e-07	1.0213e-06	4.4481e-08	2.4554e-06	0.056182	9.4192e-08	0.028531	3.4378e-07	3.3184e-05	6.3993e-05	3.2897e-06	6.0474e-05	0.002701	0.00096221	5.682e-07	1.9942e-05	0.06421	
1.1358e-06	3.1121e-05	1.3666e-06	0.00064115	3.681e-05	0.00059584	9.7559e-08	9.4637e-07	3.8452e-08	2.4657e-06	0.05619	9.9078e-08	0.028554	3.1495e-07	3.3196e-05	6.3607e-05	3.3021e-06	6.0026e-05	0.0027015	0.00096325	5.6229e-07	2.0166e-05	0.065083	
1.1001e-06	3.1784e-05	1.2979e-06	0.00070715	3.6287e-05	0.00059336	8.9977e-08	8.6712e-07	3.08e-08	2.4675e-06	0.056198	1.0224e-07	0.028578	2.8416e-07	3.32e-05	6.3197e-05	3.3121e-06	5.9568e-05	0.002702	0.00096427	5.5499e-07	2.0386e-05	0.065922	
1.0645e-06	3.2485e-05	1.233e-06	0.0007774	3.5828e-05	0.00059101	8.2084e-08	7.9789e-07	2.3624e-08	2.4707e-06	0.056207	1.0484e-07	0.028601	2.5798e-07	3.3212e-05	6.2827e-05	3.3229e-06	5.9121e-05	0.0027025	0.00096532	5.4822e-07	2.0609e-05	0.066846	
1.027e-06	3.3161e-05	1.1652e-06	0.00084662	3.5339e-05	0.00058862	7.2734e-08	7.2472e-07	1.4884e-08	2.4656e-06	0.056216	1.0574e-07	0.028625	2.3004e-07	3.3216e-05	6.2434e-05	3.3313e-06	5.8666e-05	0.002703	0.00096636	5.4009e-07	2.0827e-05	0.067738	
9.8965e-07	3.3878e-05	1.1012e-06	0.00092038	3.4913e-05	0.00058636	6.3067e-08	6.6083e-07	6.5112e-09	2.4621e-06	0.056226	1.061e-07	0.028649	2.063e-07	3.3229e-05	6.2081e-05	3.3406e-06	5.8221e-05	0.0027035	0.00096744	5.3251e-07	2.1047e-05	0.068718	
9.5028e-07	3.4565e-05	1.0341e-06	0.00099281	3.4455e-05	0.00058406	5.1902e-08	5.9269e-07	8.5831e-09	2.4497e-06	0.056236	1.047e-07	0.028672	1.8068e-07	3.3233e-05	6.1703e-05	3.3473e-06	5.7766e-05	0.002704	0.00096849	5.2348e-07	2.1263e-05	0.069661	
9.1113e-07	3.5299e-05	9.709e-07	0.0010703	3.4061e-05	0.00058188	4.0452e-08	5.3365e-07	1.0248e-08	2.4395e-06	0.056246	1.0283e-07	0.028696	1.591e-07	3.3246e-05	6.1368e-05	3.3552e-06	5.7323e-05	0.0027046	0.00096959	5.1509e-07	2.1482e-05	0.070702	
8.7212e-07	3.6077e-05	9.1132e-07	0.0011531	3.3728e-05	0.00056954	2.8652e-08	4.8229e-07	1.1526e-08	2.4312e-06	0.056258	1.0044e-07	0.028721	1.4082e-07	3.3266e-05	6.1074e-05	3.3641e-06	5.6891e-05	0.0027053	0.00097072	5.0725e-07	2.1705e-05	0.071847	
8.335e-07	3.6914e-05	8.559e-07	0.0012324	3.3465e-05	0.00055703	1.6597e-08	4.3913e-07	1.2589e-08	2.4262e-06	0.05627	9.7702e-08	0.028745	1.259e-07	3.3297e-05	6.0829e-05	3.3746e-06	5.6472e-05	0.0027059	0.00097183	4.9781e-07	2.1922e-05	0.072933	
7.9264e-07	3.7711e-05	7.9672e-07	0.0013095	3.3162e-05	0.00054433	1.9825e-08	3.9137e-07	1.2111e-08	2.4111e-06	0.056282	9.3059e-08	0.028769	1.0904e-07	3.3317e-05	6.0551e-05	3.382e-06	5.6041e-05	0.0027065	0.00097291	4.8669e-07	2.2132e-05	0.073961	
7.4947e-07	3.8467e-05	7.3355e-07	0.0013842	3.2815e-05	0.00053142	5.544e-08	3.3853e-07	1.0064e-08	2.3855e-06	0.056294	8.6483e-08	0.028793	9.0031e-08	3.3328e-05	6.0239e-05	3.3864e-06	5.5598e-05	0.0027071	0.00097397	4.7385e-07	2.2336e-05	0.07493	
7.0691e-07	3.9289e-05	6.7514e-07	0.0014657	3.2546e-05	0.00051911	9.2704e-08	2.9447e-07	7.909e-09	2.3644e-06	0.056307	7.9673e-08	0.028817	7.4683e-08	3.3351e-05	5.9982e-05	3.3926e-06	5.5171e-05	0.0027077	0.00097508	4.6204e-07	2.2546e-05	0.076033	
6.6506e-07	4.0189e-05	6.2156e-07	0.0015442	3.2362e-05	0.00050655	1.2747e-07	2.4471e-07	5.6347e-09	2.3485e-06	0.056321	7.2692e-08	0.028841	6.2807e-08	3.3362e-05	5.9786e-05	3.4011e-06	5.4729e-05	0.0027083	0.00097615	4.4837e-07	2.2748e-05	0.077063	
6.2068e-07	4.1176e-05	5.7279e-07	0.0016196	3.2126e-05	0.00049461	1.5973e-07	1.889e-07	6.9586e-09	2.3209e-06	0.056334	6.3669e-08	0.028866	4.8843e-08	3.3362e-05	5.9653e-05	3.406e-06	5.4274e-05	0.002709	0.00097728	4.3646e-07	2.2956e-05	0.077995	
5.7712e-07	4.2255e-05	5.2839e-07	0.0017029	3.1979e-05	0.00048333	1.9413e-07	1.432e-07	8.0919e-09	2.2992e-06	0.056349	5.4529e-08	0.028891	3.7893e-08	3.3376e-05	5.9584e-05	3.4134e-06	5.3837e-05	0.0027098	0.00097847	4.2578e-07	2.3171e-05	0.079083	
5.3433e-07	4.3433e-05	4.8798e-07	0.0017948	3.1918e-05	0.00047266	2.3093e-07	1.0567e-07	9.101e-09	2.2834e-06	0.056366	4.5213e-08	0.028916	2.9286e-08	3.3404e-05	5.9578e-05	3.4233e-06	5.3418e-05	0.0027107	0.00097973	4.163e-07	2.3394e-05	0.08034	
4.9207e-07	4.4706e-05	4.5076e-07	0.0018955	3.1935e-05	0.00046175	2.7009e-07	7.4061e-08	9.9448e-09	2.2724e-06	0.056383	3.5551e-08	0.028941	2.2304e-08	3.3444e-05	5.9629e-05	3.4354e-06	5.3014e-05	0.0027116	0.00098095	4.0849e-07	2.3609e-05	0.081768	
5.3087e-07	4.5915e-05	4.9668e-07	0.0019923	3.1887e-05	0.00045059	3.0642e-07	3.8059e-08	9.1576e-09	2.25e-06	0.0564	4.5986e-08	0.028967	1.3817e-08	3.3473e-05	5.9639e-05	3.4423e-06	5.2596e-05	0.0027124	0.00098213	3.9883e-07	2.3816e-05	0.083105	
5.6721e-07	4.7061e-05	5.3847e-07	0.0020845	3.1785e-05	0.00043915	3.3986e-07	3.6372e-08	1.9465e-08	2.2156e-06	0.056417	5.4393e-08	0.028991	1.5101e-08	3.349e-05	5.9605e-05	3.4455e-06	5.2164e-05	0.0027131	0.00098328	3.8722e-07	2.4015e-05	0.09249	
6.0396e-07	4.8302e-05	5.8388e-07	0.0021282	3.1761e-05	0.00042831	3.7568e-07	3.5265e-08	3.1384e-08	2.1859e-06	0.056435	6.2469e-08	0.029017	1.6821e-08	3.3519e-05	5.9628e-05	3.451e-06	5.1748e-05	0.0027138	0.00098449	3.7906e-07	2.4205e-05	0.096916	
6.3839e-07	4.9487e-05	6.2547e-07	0.0021702	3.1691e-05	0.00041725	4.0881e-07	3.2029e-08	4.0967e-08	2.1453e-06	0.056452	6.8605e-08	0.029042	1.7537e-08	3.3537e-05	5.9614e-05	3.453e-06	5.1318e-05	0.0027144	0.00098566	3.6914e-07	2.4387e-05	0.10114	
6.73e-07	5.0756e-05	6.702e-07	0.0022159	3.1694e-05	0.00040668	4.44e-07	2.9081e-08	5.2052e-08	2.108e-06	0.05647	5.2642e-08	0.029067	1.8596e-08	3.3565e-05	5.9649e-05	3.4568e-06	5.0901e-05	0.0027151	0.00098689	3.5988e-07	2.4574e-05	0.10577	
7.054e-07	5.1974e-05	7.1135e-07	0.00226	3.1655e-05	0.00039592	4.7667e-07	2.4122e-08	6.0876e-08	2.0604e-06	0.056488	3.4679e-08	0.029093	1.8698e-08	3.3584e-05	5.965e-05	3.4574e-06	5.0473e-05	0.0027158	0.00098808	3.4897e-07	2.4754e-05	0.11021	
7.3559e-07	5.3142e-05	7.4902e-07	0.0023029	3.1572e-05	0.00038497	5.0688e-07	3.9013e-08	6.7523e-08	2.0024e-06	0.056506	4.1184e-08	0.029118	1.7856e-08	3.3593e-05	5.9617e-05	3.4549e-06	5.0033e-05	0.0027164	0.00098925	3.3644e-07	2.4928e-05	0.11447	
7.6593e-07	5.4392e-05	7.8972e-07	0.0023493	3.1554e-05	0.00037449	5.3908e-07	5.5532e-08	7.5638e-08	1.9474e-06	0.056524	4.7025e-08	0.029144	1.7327e-08	3.3612e-05	5.9632e-05	3.4539e-06	4.9605e-05	0.0027171	0.00099046	3.245e-07	2.5107e-05	0.11914	
7.9624e-07	5.5601e-05	8.2732e-07	0.0023946	3.1501e-05	0.00036388	5.6908e-07	6.9756e-08	8.0956e-08	1.8942e-06	0.056544	5.1129e-08	0.029169	1.594e-08	3.3622e-05	5.9619e-05	3.4542e-06	4.9167e-05	0.0027178	0.00099165	3.1109e-07	2.528e-05	0.12366	
8.2666e-07	5.6889e-05	8.6781e-07	0.0024433	3.1508e-05	0.0003537	6.0096e-07	8.5677e-08	8.7659e-08	1.8431e-06	0.056565	5.4535e-08	0.029195	1.4789e-08	3.3642e-05	5.9649e-05	3.4559e-06	4.874e-05	0.0027185	0.00099289	2.9815e-07	2.5457e-05	0.12857	
8.5506e-07	5.8137e-05	9.053e-07	0.002491	3.1484e-05	0.00034339	6.3072e-07	9.9324e-08	9.2433e-08	1.783e-06	0.056585	5.6224e-08	0.029221	1.2815e-08	3.3653e-05	5.9653e-05	3.4548e-06	4.8304e-05	0.0027193	0.0009941	2.8379e-07	2.5629e-05	0.13334	
8.8356e-07	5.9466e-05	9.4576e-07	0.0025424	3.1518e-05	0.0003335	6.6241e-07	1.1508e-07	9.8671e-08	1.7249e-06	0.056606	5.7213e-08	0.029247	1.1029e-08	3.3674e-05	5.97e-05	3.4551e-06	4.7879e-05	0.0027201	0.00099536	2.6986e-07	2.5805e-05	0.13853	
9.1e-07	6.0752e-05	9.8308e-07	0.0025925	3.152e-05	0.00032348	6.9188e-07	1.2841e-07	1.029e-07	1.6575e-06	0.056627	5.6467e-08	0.029272	8.4182e-09	3.3686e-05	5.972e-05	3.4527e-06	4.7444e-05	0.0027208	0.0009966	2.5449e-07	2.5975e-05	0.14356	
9.3656e-07	6.2121e-05	1.0235e-06	0.0026465	3.158e-05	0.00031387	7.2339e-07	1.439e-07	1.087e-07	1.592e-06	0.05665	5.5023e-08	0.029299	5.9456e-09	3.3707e-05	5.9783e-05	3.4516e-06	4.7019e-05	0.0027217	0.00099788	2.3952e-07	2.615e-05	0.14903	
9.633e-07	6.358e-05	1.0674e-06	0.0027047	3.17e-05	0.00030465	7.5712e-07	1.6198e-07	1.163e-07	1.5283e-06	0.056673	5.2891e-08	0.029325	3.5382e-09	3.3738e-05	5.9891e-05	3.4519e-06	4.6606e-05	0.0027226	0.0009992	2.2494e-07	2.633e-05	0.15498	
9.9034e-07	6.5139e-05	1.1151e-06	0.0027676	3.1886e-05	0.00029582	7.9342e-07	1.8335e-07	1.2612e-07	1.4666e-06	0.056697	5.0104e-08	0.029352	1.1416e-09	3.3778e-05	6.0046e-05	3.4539e-06	4.6205e-05	0.0027236	0.0010006	2.1077e-07	2.6514e-05	0.16148	
1.015e-06	6.6635e-05	1.1588e-06	0.0028283	3.2028e-05	0.00028682	8.2683e-07	2.0127e-07	1.3326e-07	1.3946e-06	0.056721	4.5466e-08	0.029379	1.3738e-09	3.3809e-05	6.0165e-05	3.4525e-06	4.5792e-05	0.0027245	0.0010019	1.9499e-07	2.6692e-05	0.16771	
1.0405e-06	6.8262e-05	1.2079e-06	0.0028954	3.2255e-05	0.00027831	8.6389e-07	2.2411e-07	1.4373e-07	1.3267e-06	0.056746	4.0366e-08	0.029406	1.3281e-09	3.3852e-05	6.0346e-05	3.4536e-06	4.5394e-05	0.002714	0.0010033	1.7994e-07	2.6889e-05	0.16941	
1.0634e-06	6.9814e-05	1.2523e-06	0.0029598	3.2411e-05	0.00026959	8.9763e-07	2.4282e-07	1.5106e-07	1.2477e-06	0.056771	5.8958e-08	0.029433	4.1889e-09	3.3884e-05	6.0486e-05	3.4511e-06	4.4982e-05	0.0027033	0.0010047	1.6316e-07	2.7077e-05	0.17099	
1.0839e-06	7.1296e-05	1.2922e-06	0.0030217	3.2518e-05	0.00026067	9.2821e-07	2.5769e-07	1.5543e-07	1.158e-06	0.056795	7.5354e-08	0.02946	6.1455e-09	3.3905e-05	6.0585e-05	3.4451e-06	4.4557e-05	0.0026926	0.001006	1.4468e-07	2.7258e-05	0.17247	
1.1052e-06	7.2917e-05	1.338e-06	0.0030404	3.2715e-05	0.00025229	9.6271e-07	2.7793e-07	1.6343e-07	1.0726e-06	0.05682	9.2162e-08	0.029487	8.3791e-09	3.394e-05	6.075e-05	3.4417e-06	4.4149e-05	0.0026821	0.0010074	1.27e-07	2.7446e-05	0.1742	
1.124e-06	7.4465e-05	1.379e-06	0.0030582	3.288e-05	0.0002437	9.9393e-07	2.9408e-07	1.6833e-07	9.7639e-07	0.056845	1.0671e-07	0.029514	9.6674e-09	3.3963e-05	6.0874e-05	3.4348e-06	4.3727e-05	0.0026715	0.0010088	1.0763e-07	2.7625e-05	0.17581	
1.1438e-06	7.6157e-05	1.4263e-06	0.0030782	3.3138e-05	0.0002356	9.6528e-07	2.7634e-07	1.771e-07	8.8432e-07	0.056872	1.22e-07	0.029542	1.1305e-08	3.4001e-05	6.1065e-05	3.4305e-06	4.3322e-05	0.0026611	0.0010102	8.8993e-08	2.7813e-05	0.17768	
1.1644e-06	7.801e-05	1.3893e-06	0.0030973	3.2324e-05	0.00022729	9.3324e-07	2.5418e-07	1.9027e-07	7.9589e-07	0.0569	1.3806e-07	0.029569	1.0397e-08	3.4027e-05	6.1326e-05	3.4289e-06	4.2903e-05	0.0026506	0.0010116	9.5536e-08	2.7993e-05	0.17942	
1.1859e-06	8.0017e-05	1.3576e-06	0.0031185	3.1625e-05	0.00021942	9.0475e-07	2.372e-07	2.0803e-07	7.1013e-07	0.056929	1.5472e-07	0.029597	9.7588e-09	3.4066e-05	6.1651e-05	3.4296e-06	4.2498e-05	0.0026402	0.0010131	1.0212e-07	2.818e-05	0.18141	
