Tyto_alba_alba	Tauraco_erythrolophus	Picoides_pubescens	Nestor_notabilis	Merops_nubicus	Melopsittacus_undulatus	Leptosomus_discolor	Cuculus_canorus	Corythaeola_cristata	Colius_striatus	Chaetura_pelagica	Calypte_anna	Buceros_rhinoceros	Athene_cunicularia	Apaloderma_vittatum	Antrostomus_carolinensis	
0.053454	3.0759e-06	9.1564e-05	5.8968e-07	0.00035858	1.1491e-05	1.3315e-06	9.2833e-08	3.3449e-06	1.4368e-05	4.7627e-05	1.4861e-05	0.0012559	4.1414e-05	8.4769e-06	2.8244e-06	
0.053091	3.1405e-06	8.9685e-05	5.837e-07	0.00037409	1.1511e-05	1.2527e-06	8.2294e-08	3.5853e-06	1.4635e-05	4.8556e-05	1.4815e-05	0.0012394	4.1814e-05	8.5653e-06	2.8667e-06	
0.052754	3.216e-06	8.8217e-05	5.7971e-07	0.00039139	1.1535e-05	1.1784e-06	7.3738e-08	3.8321e-06	1.4997e-05	4.9666e-05	1.479e-05	0.0012254	4.2263e-05	8.6731e-06	2.9174e-06	
0.052413	3.2868e-06	8.6664e-05	5.7288e-07	0.00040832	1.1553e-05	1.0849e-06	6.3897e-08	4.0688e-06	1.5338e-05	5.0732e-05	1.4757e-05	0.0012108	4.2698e-05	8.7749e-06	2.9645e-06	
0.052095	3.3692e-06	8.5474e-05	5.6802e-07	0.00042719	1.1575e-05	9.9532e-07	5.5783e-08	4.3124e-06	1.5792e-05	5.1997e-05	1.4745e-05	0.0011984	4.3184e-05	8.8971e-06	3.0203e-06	
0.051773	3.4466e-06	8.4205e-05	5.603e-07	0.00044565	1.1592e-05	8.866e-07	4.6419e-08	4.5458e-06	1.622e-05	5.3212e-05	1.4725e-05	0.0011855	4.3657e-05	9.013e-06	3.0725e-06	
0.050198	3.5366e-06	8.3268e-05	5.5465e-07	0.00044834	1.1612e-05	7.8181e-07	3.8605e-08	4.7868e-06	1.6165e-05	5.4655e-05	1.4726e-05	0.0011747	4.4185e-05	9.151e-06	2.9426e-06	
0.048597	3.6211e-06	8.2247e-05	5.4598e-07	0.00045089	1.1626e-05	6.5731e-07	2.9505e-08	5.0169e-06	1.6093e-05	5.6035e-05	1.4719e-05	0.0011633	4.4696e-05	9.2817e-06	2.8076e-06	
0.047107	3.7186e-06	8.1522e-05	5.3929e-07	0.00045398	1.1645e-05	5.3552e-07	2.169e-08	5.2549e-06	1.6084e-05	5.7662e-05	1.4732e-05	0.0011538	4.5265e-05	9.4353e-06	2.6861e-06	
0.045718	3.8302e-06	7.6678e-05	5.3455e-07	0.00044934	1.1667e-05	4.1549e-07	1.4876e-08	5.5012e-06	1.6138e-05	5.9609e-05	1.4103e-05	0.0011458	4.5894e-05	9.6148e-06	2.5771e-06	
0.044424	3.9567e-06	7.2735e-05	5.3166e-07	0.00044534	1.1694e-05	2.9575e-07	8.7973e-09	5.7561e-06	1.6256e-05	6.1883e-05	1.3524e-05	0.0011393	4.6587e-05	9.8209e-06	2.4795e-06	
0.04311	4.0772e-06	6.8595e-05	5.2582e-07	0.00044116	1.1715e-05	4.2231e-07	1.2524e-08	5.9999e-06	1.6357e-05	6.4071e-05	1.2931e-05	0.0011325	4.7261e-05	1.0019e-05	2.3774e-06	
0.041884	4.2132e-06	6.5224e-05	5.2176e-07	0.00043758	1.1739e-05	5.4943e-07	1.6565e-08	6.2524e-06	1.6528e-05	6.6614e-05	1.2384e-05	0.0011269	4.8001e-05	1.0244e-05	2.2858e-06	
0.04064	4.3432e-06	6.1685e-05	5.1479e-07	0.00043385	1.1758e-05	6.5759e-07	1.9577e-08	6.4941e-06	1.668e-05	6.9067e-05	1.1825e-05	0.001121	4.8722e-05	1.0462e-05	2.1901e-06	
0.039381	4.4677e-06	5.7996e-05	5.0505e-07	0.00042998	1.1771e-05	7.4732e-07	2.1598e-08	6.7253e-06	1.6816e-05	7.1443e-05	1.1253e-05	0.0011149	4.9427e-05	1.0672e-05	2.0905e-06	
0.038206	4.6083e-06	5.4991e-05	4.9702e-07	0.00042668	1.1787e-05	8.3809e-07	2.3988e-08	6.9654e-06	1.6501e-05	7.4203e-05	1.0726e-05	0.00111	5.0199e-05	1.0911e-05	2.0009e-06	
0.037016	4.7433e-06	5.1855e-05	4.8623e-07	0.00042326	1.1798e-05	9.1032e-07	2.5377e-08	7.1951e-06	1.6164e-05	7.6877e-05	1.0188e-05	0.0011048	5.0955e-05	1.1142e-05	1.9076e-06	
0.035905	4.8955e-06	4.9304e-05	4.7709e-07	0.00042038	1.1813e-05	9.8415e-07	2.7187e-08	7.4339e-06	1.592e-05	7.9979e-05	9.6915e-06	0.0011008	5.1781e-05	1.1404e-05	1.8236e-06	
0.034778	5.0413e-06	4.6623e-05	4.6509e-07	0.00041736	1.1822e-05	1.0388e-06	2.795e-08	7.6617e-06	1.5655e-05	8.2974e-05	9.1829e-06	0.0010966	5.2588e-05	1.1658e-05	1.7357e-06	
0.033727	5.2053e-06	4.4447e-05	4.547e-07	0.00041486	1.1835e-05	1.0956e-06	2.9169e-08	7.8989e-06	1.547e-05	8.6445e-05	8.7137e-06	0.0010934	5.347e-05	1.1945e-05	1.6565e-06	
0.032745	5.3885e-06	4.268e-05	4.4577e-07	0.00041284	1.1851e-05	1.1544e-06	3.0855e-08	8.1457e-06	1.5354e-05	9.0447e-05	8.2799e-06	0.0010912	5.4429e-05	1.2267e-05	1.5852e-06	
0.031828	5.5931e-06	4.1264e-05	4.3833e-07	0.00041129	1.1872e-05	1.2164e-06	3.3095e-08	8.4027e-06	1.447e-05	9.5073e-05	7.88e-06	0.00109	5.5473e-05	1.2629e-05	1.5214e-06	
0.030973	5.8208e-06	4.0143e-05	4.3232e-07	0.00041019	1.1896e-05	1.2818e-06	3.5965e-08	8.6704e-06	1.3785e-05	0.00010042	7.5115e-06	0.0010898	5.6608e-05	1.3035e-05	1.4646e-06	
0.030175	6.0739e-06	3.9271e-05	4.2772e-07	0.00040952	1.1925e-05	1.3515e-06	3.9563e-08	8.9493e-06	1.3258e-05	0.00010658	7.1722e-06	0.0010906	5.784e-05	1.3489e-05	1.4142e-06	
0.029365	6.3188e-06	4.0782e-05	4.2028e-07	0.00040873	1.1947e-05	1.4015e-06	4.2041e-08	9.2167e-06	1.2697e-05	0.00011255	6.8233e-06	0.0010911	5.9046e-05	1.3924e-05	1.3604e-06	
0.028609	6.5901e-06	4.2651e-05	4.1416e-07	0.00040837	1.1973e-05	1.4556e-06	4.5298e-08	9.4954e-06	1.2265e-05	0.00011348	6.5028e-06	0.0010926	6.0353e-05	1.4409e-05	1.3126e-06	
0.027903	6.8903e-06	4.4951e-05	4.093e-07	0.00040842	1.2003e-05	1.5144e-06	4.9444e-08	9.7858e-06	1.1938e-05	0.00011464	6.2074e-06	0.0010951	6.1767e-05	1.495e-05	1.2705e-06	
0.027244	6.8435e-06	4.5065e-05	4.0578e-07	0.00040891	1.2038e-05	1.579e-06	5.4666e-08	1.0091e-05	1.1697e-05	0.00011605	5.9359e-06	0.0010986	6.3299e-05	1.5555e-05	1.2337e-06	
0.026577	6.7913e-06	4.5136e-05	3.9953e-07	0.00040929	1.2066e-05	1.6241e-06	5.8739e-08	1.0384e-05	1.1439e-05	0.0001174	5.6567e-06	0.0011019	6.4805e-05	1.6146e-05	1.194e-06	
0.025901	6.7336e-06	4.5164e-05	3.9057e-07	0.00040956	1.2089e-05	1.6497e-06	6.1665e-08	1.0667e-05	1.1162e-05	0.00011869	5.3697e-06	0.001105	6.6284e-05	1.6722e-05	1.1513e-06	
0.025272	6.6681e-06	4.5376e-05	3.8294e-07	0.00041027	1.2116e-05	1.6815e-06	6.5784e-08	1.0931e-05	9.7385e-06	0.00012026	5.1059e-06	0.0011091	6.6216e-05	1.6728e-05	1.1139e-06	
0.024633	6.5965e-06	4.5539e-05	3.7251e-07	0.00041086	1.2136e-05	1.6932e-06	6.868e-08	1.1184e-05	8.2317e-06	0.00012175	4.8339e-06	0.001113	6.6133e-05	1.6726e-05	1.0734e-06	
0.024037	6.5397e-06	4.5875e-05	3.6325e-07	0.00041188	1.2161e-05	1.7106e-06	7.2784e-08	1.145e-05	7.0504e-06	0.00012353	4.5828e-06	0.0011181	6.6098e-05	1.6748e-05	1.0377e-06	
0.02348	6.4977e-06	4.4539e-05	3.5517e-07	0.00041335	1.219e-05	1.7341e-06	7.8282e-08	1.1728e-05	6.1295e-06	0.00012287	4.3529e-06	0.0011243	6.6112e-05	1.6795e-05	1.0066e-06	
0.022961	6.4695e-06	4.3483e-05	3.4814e-07	0.00041528	1.2223e-05	1.7636e-06	8.5299e-08	1.2019e-05	5.4077e-06	0.00012241	4.141e-06	0.0011319	6.6174e-05	1.6865e-05	9.7974e-07	
0.022435	6.4361e-06	4.2365e-05	3.3844e-07	0.00041709	1.225e-05	1.7735e-06	9.1076e-08	1.23e-05	4.6485e-06	0.00012189	3.9225e-06	0.0011392	6.6222e-05	1.6929e-05	9.5011e-07	
0.021943	6.4164e-06	4.1495e-05	3.2975e-07	0.00041937	1.2281e-05	1.7894e-06	9.8539e-08	1.2593e-05	4.0533e-06	0.00012157	3.7208e-06	0.001148	6.4678e-05	1.7017e-05	9.2448e-07	
0.021445	6.391e-06	4.0561e-05	3.183e-07	0.00042152	1.2305e-05	1.7852e-06	1.0465e-07	1.2875e-05	3.4222e-06	0.0001212	3.5121e-06	0.0011564	6.3103e-05	1.7098e-05	8.9599e-07	
0.020939	6.3601e-06	3.9563e-05	3.0411e-07	0.00042354	1.2324e-05	1.7608e-06	1.0943e-07	1.3145e-05	2.7533e-06	0.00012077	3.2964e-06	0.0011644	6.1496e-05	1.7171e-05	8.6464e-07	
0.020467	6.343e-06	3.8797e-05	2.9094e-07	0.00042605	1.2347e-05	1.7428e-06	1.1606e-07	1.3429e-05	2.2309e-06	0.00012054	3.0972e-06	0.001174	6.0012e-05	1.7269e-05	8.3726e-07	
0.020027	6.3395e-06	3.4375e-05	2.7871e-07	0.00042909	1.2374e-05	1.7312e-06	1.2477e-07	1.3727e-05	1.8234e-06	0.00012048	2.9134e-06	0.00117	5.8642e-05	1.7396e-05	8.1364e-07	
0.019581	6.331e-06	2.977e-05	2.6385e-07	0.000432	1.2396e-05	1.7e-06	1.3214e-07	1.4014e-05	1.3937e-06	0.00012038	2.7235e-06	0.0011657	5.7248e-05	1.7514e-05	7.874e-07	
0.019165	6.3362e-06	2.6e-05	2.4985e-07	0.00043547	1.2421e-05	1.675e-06	1.1302e-07	1.4316e-05	1.058e-06	0.00012047	2.5481e-06	0.0011626	5.5961e-05	1.7661e-05	7.6474e-07	
0.018778	6.3551e-06	2.2913e-05	2.3663e-07	0.00043952	1.2451e-05	1.656e-06	9.7184e-08	1.4634e-05	7.9563e-07	0.00012074	2.386e-06	0.0011605	5.4776e-05	1.7837e-05	7.4547e-07	
0.018416	6.3879e-06	2.039e-05	2.241e-07	0.00044422	1.2485e-05	1.6427e-06	8.4082e-08	1.4968e-05	5.9059e-07	0.00012119	2.2363e-06	0.0011594	5.3684e-05	1.8045e-05	7.2944e-07	
0.018079	6.4351e-06	1.8332e-05	2.122e-07	0.00044961	1.2523e-05	1.6353e-06	7.3287e-08	1.5319e-05	4.3047e-07	0.00012185	2.0983e-06	0.0011594	5.2681e-05	1.8286e-05	7.1654e-07	
0.017766	6.4971e-06	1.6655e-05	2.0084e-07	0.00045578	1.2566e-05	1.6337e-06	6.4425e-08	1.5688e-05	3.0523e-07	0.00012271	1.971e-06	0.0011604	5.1762e-05	1.8564e-05	7.0667e-07	
0.017446	6.5527e-06	1.488e-05	1.8678e-07	0.00046172	1.2602e-05	1.6115e-06	5.4143e-08	1.6043e-05	1.6968e-07	0.00012352	1.8376e-06	0.0011611	5.0818e-05	1.8831e-05	6.9403e-07	
0.017156	6.6293e-06	1.2014e-05	1.74e-07	0.00046876	1.2645e-05	1.6018e-06	4.6267e-08	1.6425e-05	7.126e-08	0.00012463	1.7184e-06	0.0011631	4.9978e-05	1.8947e-05	6.8579e-07	
0.017131	6.6942e-06	8.8067e-06	1.578e-07	0.00047531	1.268e-05	1.5653e-06	3.6403e-08	1.6785e-05	6.2989e-08	0.0001256	1.5896e-06	0.0011646	4.9091e-05	1.9044e-05	6.7347e-07	
0.017104	6.7485e-06	5.2513e-06	1.3826e-07	0.00048143	1.2706e-05	1.5031e-06	2.456e-08	1.7125e-05	5.0416e-08	0.00012645	1.4517e-06	0.0011655	4.8161e-05	1.9126e-05	6.5728e-07	
0.017074	6.7607e-06	4.7474e-06	1.684e-07	0.00052588	1.2715e-05	1.4074e-06	2.6453e-08	1.916e-05	6.8158e-08	0.00012796	1.3502e-06	0.0011657	4.717e-05	1.918e-05	6.2948e-07	
0.017041	6.7604e-06	4.1565e-06	1.9447e-07	0.00056745	1.2715e-05	1.2822e-06	2.6806e-08	2.1133e-05	8.0521e-08	0.00012928	1.239e-06	0.0011652	4.6119e-05	1.9214e-05	5.9682e-07	
0.017006	6.7477e-06	3.4695e-06	2.1654e-07	0.00060635	1.2706e-05	1.1272e-06	2.5629e-08	2.3047e-05	8.7825e-08	0.00013043	1.1178e-06	0.001164	4.5007e-05	1.9229e-05	5.592e-07	
0.016968	6.7224e-06	2.7322e-06	2.3469e-07	0.00064272	1.2686e-05	1.3785e-06	2.2904e-08	2.4903e-05	9.0235e-08	0.00013142	9.8974e-07	0.0011621	4.383e-05	1.9225e-05	5.1646e-07	
0.016936	6.7209e-06	2.1996e-06	2.555e-07	0.00068561	1.2676e-05	1.6641e-06	2.1289e-08	2.6883e-05	9.8353e-08	0.00013279	8.765e-07	0.0011619	4.2797e-05	1.9262e-05	4.8049e-07	
0.016911	6.7435e-06	1.8182e-06	2.7942e-07	0.00073631	1.2675e-05	1.9914e-06	2.0667e-08	2.8997e-05	1.1355e-07	0.00013464	7.7659e-07	0.0011632	4.1897e-05	1.9341e-05	4.5061e-07	
0.016884	6.7553e-06	1.6143e-06	2.9953e-07	0.00078437	1.2666e-05	2.2839e-06	1.8703e-08	3.1058e-05	1.2371e-07	0.00013616	8.1157e-07	0.001164	4.095e-05	1.9535e-05	4.1645e-07	
0.016855	6.7567e-06	1.3734e-06	3.159e-07	0.00082998	1.2648e-05	2.5429e-06	1.5385e-08	3.3066e-05	1.2904e-07	0.00013753	8.4065e-07	0.0011643	3.9955e-05	1.9711e-05	3.7814e-07	
0.016832	6.7813e-06	1.2031e-06	3.3532e-07	0.00088356	1.2638e-05	2.8437e-06	1.2948e-08	3.5208e-05	1.4165e-07	0.00013935	8.7626e-07	0.0011662	3.9084e-05	1.9936e-05	3.4547e-07	
0.016806	6.7954e-06	9.9995e-07	3.5092e-07	0.0009344	1.2621e-05	3.1095e-06	9.209e-09	3.7295e-05	1.4917e-07	0.00014101	9.0583e-07	0.0011674	3.8169e-05	2.0143e-05	3.0994e-07	
0.016787	6.8332e-06	8.5585e-07	3.6983e-07	0.00099421	1.2612e-05	3.4218e-06	6.1836e-09	3.9522e-05	1.6502e-07	0.00014318	9.4235e-07	0.0011588	3.7369e-05	2.0403e-05	2.7949e-07	
0.016774	6.8965e-06	7.624e-07	3.9252e-07	0.0010121	1.2613e-05	3.7909e-06	3.6357e-09	4.1905e-05	1.4924e-07	0.00014597	9.8664e-07	0.0011524	3.6677e-05	2.0322e-05	2.5361e-07	
0.016758	6.9479e-06	6.444e-07	4.1121e-07	0.0010289	1.2605e-05	4.1211e-06	5.3261e-09	4.4217e-05	1.2776e-07	0.00014705	1.1096e-06	0.0011453	3.5946e-05	2.0225e-05	2.5152e-07	
0.016748	7.0216e-06	5.5907e-07	4.3319e-07	0.0010485	1.2605e-05	4.5014e-06	7.1194e-09	4.6671e-05	1.1416e-07	0.00014849	1.2466e-06	0.0011401	3.5305e-05	2.0166e-05	2.5161e-07	
0.016742	7.1171e-06	4.9727e-07	4.5843e-07	0.0010712	1.2612e-05	4.9336e-06	9.0733e-09	4.9266e-05	1.0618e-07	0.00015032	1.3984e-06	0.0011363	3.474e-05	2.0141e-05	2.5365e-07	
0.016741	6.9532e-06	4.5594e-07	4.8718e-07	0.0010972	1.2627e-05	5.4234e-06	1.1298e-08	5.2027e-05	1.0283e-07	0.0001526	1.5665e-06	0.0011339	3.4246e-05	1.9603e-05	2.5763e-07	
0.016745	6.8145e-06	4.2985e-07	5.1969e-07	0.0011271	1.2648e-05	5.9761e-06	1.391e-08	5.4943e-05	1.0366e-07	0.00015539	1.7524e-06	0.0011328	3.3814e-05	1.9135e-05	2.6354e-07	
0.016753	6.6989e-06	4.1719e-07	5.5629e-07	0.001133	1.2677e-05	6.5997e-06	1.7057e-08	5.8021e-05	1.0873e-07	0.00015877	1.958e-06	0.0011329	3.3442e-05	1.8728e-05	2.7145e-07	
0.01676	6.575e-06	3.9004e-07	5.8913e-07	0.0011386	1.2698e-05	7.1856e-06	1.9062e-08	6.1048e-05	1.1021e-07	0.00016199	2.1545e-06	0.0011327	3.3049e-05	1.8305e-05	2.7674e-07	
0.016771	6.4722e-06	3.7479e-07	6.2613e-07	0.0011453	1.2726e-05	7.8439e-06	2.1665e-08	6.4237e-05	1.1599e-07	0.00016586	2.3714e-06	0.0011179	3.2711e-05	1.7937e-05	2.8396e-07	
0.01678	6.3613e-06	3.4527e-07	6.5931e-07	0.0011517	1.2747e-05	8.4632e-06	2.3101e-08	6.7373e-05	1.181e-07	0.00016954	2.5789e-06	0.0011023	3.2354e-05	1.7554e-05	2.8857e-07	
0.016795	6.2712e-06	3.2944e-07	6.9711e-07	0.0011595	1.2774e-05	8.2517e-06	2.5264e-08	7.0684e-05	8.0098e-08	0.00016986	2.8113e-06	0.0010894	3.2049e-05	1.7223e-05	2.9528e-07	
0.016808	6.1732e-06	2.9957e-07	7.3104e-07	0.0011669	1.2795e-05	8.0084e-06	2.6241e-08	7.3939e-05	9.2969e-08	0.0001701	3.0339e-06	0.0010758	3.1727e-05	1.6878e-05	2.9936e-07	
0.016825	6.0922e-06	2.7751e-07	7.6876e-07	0.0011755	1.282e-05	7.8046e-06	2.776e-08	7.7346e-05	1.1042e-07	0.00017058	3.2765e-06	0.0010643	3.1447e-05	1.6575e-05	3.0501e-07	
0.016841	6.0047e-06	2.4275e-07	8.03e-07	0.0011838	1.2839e-05	7.5728e-06	2.8183e-08	8.071e-05	1.2425e-07	0.00017099	3.5109e-06	0.0010523	3.1154e-05	1.6261e-05	3.0826e-07	
0.016861	5.933e-06	2.143e-07	8.4103e-07	0.0011933	1.2863e-05	7.3774e-06	2.9129e-08	8.4224e-05	1.4326e-07	0.00017165	3.7656e-06	0.0010421	3.09e-05	1.5986e-05	3.1299e-07	
0.016884	5.8759e-06	1.9063e-07	8.8299e-07	0.0012042	1.2891e-05	7.2153e-06	3.0607e-08	8.7891e-05	1.6858e-07	0.00017255	4.0421e-06	0.0010335	3.0683e-05	1.5747e-05	3.1919e-07	
0.016907	5.8127e-06	1.5481e-07	9.2136e-07	0.0012148	1.2913e-05	7.026e-06	3.0974e-08	9.1513e-05	1.897e-07	0.00017338	4.3095e-06	0.0010246	3.0453e-05	1.5497e-05	3.2298e-07	
0.016928	5.743e-06	1.0649e-07	9.5608e-07	0.0012249	1.2929e-05	6.8086e-06	3.0209e-08	9.5087e-05	2.0661e-07	0.00017414	4.5677e-06	0.0010152	3.0209e-05	1.5236e-05	3.243e-07	
0.016954	5.6898e-06	6.384e-08	9.9568e-07	0.0012366	1.295e-05	6.6302e-06	3.0161e-08	9.884e-05	2.3176e-07	0.00017519	4.8518e-06	0.0010075	3.0007e-05	1.5013e-05	3.2752e-07	
0.016979	5.6278e-06	9.4325e-08	1.0307e-06	0.0012477	1.2963e-05	7.7188e-06	5.4836e-08	0.00010252	2.5107e-07	0.00017613	5.1226e-06	0.00099914	2.9785e-05	1.4769e-05	3.2781e-07	
0.017001	5.5567e-06	1.1188e-07	1.061e-06	0.0012581	1.2968e-05	8.7453e-06	7.6769e-08	0.00010612	2.647e-07	0.00017694	5.3799e-06	0.00099014	2.9542e-05	1.4508e-05	3.2516e-07	
0.01703	5.5073e-06	1.3537e-07	1.0984e-06	0.0012707	1.2982e-05	9.9276e-06	1.0558e-07	0.00010997	2.905e-07	0.00017815	5.6727e-06	0.00098329	2.9354e-05	1.4296e-05	3.2542e-07	
0.017038	5.4468e-06	3.7044e-07	1.1463e-06	0.0012825	1.3013e-05	1.1027e-05	1.3047e-07	0.00011371	3.087e-07	0.00018016	6.0564e-06	0.00097562	2.9785e-05	1.4058e-05	3.1991e-07	
0.017053	5.4098e-06	6.9494e-07	1.2038e-06	0.0012968	1.3055e-05	1.2317e-05	1.3365e-07	0.00011772	3.4309e-07	0.00018285	6.124e-06	0.00097011	2.964e-05	1.3223e-05	3.178e-07	
0.017065	5.362e-06	9.7419e-07	1.2551e-06	0.0013102	1.3087e-05	1.3518e-05	1.3451e-07	0.00012163	3.6888e-07	0.00018529	6.1799e-06	0.00096387	2.9471e-05	1.2333e-05	3.1232e-07	
0.017076	5.3031e-06	1.2118e-06	1.3002e-06	0.0013226	1.311e-05	1.4632e-05	1.3307e-07	0.00012544	3.8657e-07	0.00018749	6.2243e-06	0.00095686	2.9276e-05	1.1385e-05	3.0346e-07	
0.017084	5.233e-06	1.4107e-06	1.3393e-06	0.0013342	1.3123e-05	1.5663e-05	1.2931e-07	0.00012915	5.9637e-07	0.00018947	6.2573e-06	0.00096502	2.9056e-05	1.0375e-05	2.9117e-07	
0.01709	5.4866e-06	1.8134e-06	1.3719e-06	0.0014162	1.3127e-05	1.6588e-05	1.6111e-07	0.0001325	7.7117e-07	0.00019118	6.2758e-06	0.00097215	2.8806e-05	9.7608e-06	3.4623e-07	
0.017093	5.5127e-06	2.3784e-06	1.3984e-06	0.0015176	1.312e-05	1.7692e-05	2.0477e-07	0.00013613	8.2189e-07	0.00019089	6.3187e-06	0.00098173	2.8521e-05	9.2483e-06	4.1026e-07	
0.017094	5.5281e-06	2.8703e-06	1.4192e-06	0.001613	1.3105e-05	1.8712e-05	2.4296e-07	0.00013967	8.6052e-07	0.00019045	6.3501e-06	0.0009904	2.8208e-05	8.7004e-06	4.6884e-07	
0.0171	5.5669e-06	3.5693e-06	1.4491e-06	0.0017275	1.3099e-05	1.9931e-05	2.9602e-07	0.00014348	9.3109e-07	0.00018786	6.4378e-06	0.0010019	2.7959e-05	8.245e-06	4.7577e-07	
0.017113	5.6303e-06	4.5577e-06	1.4887e-06	0.001865	1.3105e-05	2.1382e-05	3.6933e-07	0.00014757	9.2673e-07	0.00018594	6.5515e-06	0.0010169	2.683e-05	7.8677e-06	4.8747e-07	
0.017064	5.5101e-06	4.8489e-06	1.5386e-06	0.0019106	1.312e-05	2.31e-05	3.8949e-07	0.00015203	9.46e-07	0.00018457	6.6924e-06	0.0010199	2.5845e-05	7.5584e-06	5.0408e-07	
0.017013	5.381e-06	5.1024e-06	1.5837e-06	0.0019545	1.3128e-05	2.474e-05	4.068e-07	0.00015642	9.5766e-07	0.00018307	6.8238e-06	0.0010225	2.4826e-05	7.2339e-06	5.1761e-07	
0.01696	5.2452e-06	5.3293e-06	1.625e-06	0.0019973	1.313e-05	2.6326e-05	4.2205e-07	0.00016075	9.6377e-07	0.0001815	6.9483e-06	0.0010249	2.3785e-05	6.8989e-06	5.2859e-07	
0.016913	5.1262e-06	5.6279e-06	1.6718e-06	0.002045	1.3136e-05	2.8073e-05	4.4229e-07	0.00016528	9.8356e-07	0.00018022	7.0887e-06	0.0010283	2.2822e-05	6.599e-06	5.4196e-07	
0.016864	5.001e-06	5.8986e-06	1.7149e-06	0.0020915	1.3136e-05	2.9765e-05	4.6041e-07	0.00016975	9.9778e-07	0.00017887	7.2221e-06	0.0010314	2.1838e-05	6.2894e-06	5.5279e-07	
0.016814	4.8696e-06	6.1421e-06	1.7542e-06	0.002137	1.313e-05	3.1403e-05	4.7645e-07	0.00017418	1.0065e-06	0.00017745	7.3486e-06	0.0010342	2.0833e-05	5.9701e-06	5.6109e-07	
0.016769	4.7539e-06	6.4613e-06	1.7991e-06	0.0021875	1.3128e-05	3.3206e-05	4.9769e-07	0.0001788	8.8456e-07	0.00017631	7.491e-06	0.0010381	1.9901e-05	5.6833e-06	5.7175e-07	
0.016723	4.6321e-06	6.7516e-06	1.8402e-06	0.0022368	1.312e-05	3.4953e-05	5.1676e-07	0.00018337	7.5303e-07	0.0001751	7.6264e-06	0.0010418	1.8949e-05	5.3874e-06	5.7987e-07	
0.016676	4.5049e-06	7.0163e-06	1.8694e-06	0.0022851	1.4393e-05	3.665e-05	5.3386e-07	0.00018789	6.126e-07	0.00017382	7.7554e-06	0.0010452	1.798e-05	5.0833e-06	5.856e-07	
0.016628	4.3721e-06	7.2557e-06	1.8951e-06	0.0023324	1.5657e-05	3.8298e-05	5.4903e-07	0.00019238	4.6298e-07	0.00017248	7.8782e-06	0.0010483	1.6992e-05	4.7709e-06	5.8893e-07	
0.016585	4.2545e-06	7.5747e-06	1.9262e-06	0.0023851	1.6949e-05	4.0116e-05	5.6962e-07	0.00019705	3.4518e-07	0.00017142	8.0171e-06	0.0010526	1.6075e-05	4.4896e-06	5.9462e-07	
0.016545	4.1512e-06	7.9854e-06	1.9629e-06	0.0024436	1.8272e-05	4.2122e-05	5.38e-07	0.00020193	2.5231e-07	0.00017062	7.7735e-06	0.0010579	1.5224e-05	4.2367e-06	6.0273e-07	
0.016505	4.0426e-06	8.3665e-06	1.996e-06	0.0025009	1.9585e-05	4.4073e-05	5.0407e-07	0.00020676	1.5268e-07	0.00016977	7.5224e-06	0.001063	1.4357e-05	3.9764e-06	6.0843e-07	
0.016469	3.9154e-06	8.8543e-06	2.035e-06	0.0025647	2.0929e-05	4.6229e-05	4.7708e-07	0.00021117	7.3864e-08	0.00016916	7.2933e-06	0.0010694	1.3553e-05	3.7429e-06	6.1668e-07	
0.016433	3.7827e-06	9.3061e-06	2.0702e-06	0.0026271	2.2262e-05	4.832e-05	4.4772e-07	0.00021554	7.4068e-08	0.00016848	7.0561e-06	0.0010754	1.2731e-05	3.5016e-06	6.2237e-07	
0.016395	3.644e-06	9.7231e-06	2.1016e-06	0.002688	2.3584e-05	5.0348e-05	4.1594e-07	0.00021986	7.1359e-08	0.00016775	6.811e-06	0.0010811	1.1892e-05	3.2525e-06	6.2552e-07	
0.016361	3.5204e-06	1.0256e-05	2.1391e-06	0.0027558	2.4939e-05	5.2591e-05	3.9045e-07	0.00022436	7.0848e-08	0.00016725	6.5868e-06	0.0010881	1.1113e-05	3.0285e-06	6.3123e-07	
0.016332	3.4105e-06	1.0924e-05	2.1826e-06	0.0028312	2.6325e-05	5.5063e-05	3.7025e-07	0.00022907	7.2411e-08	0.00016696	6.3819e-06	0.0010965	1.0389e-05	2.8268e-06	6.3947e-07	
0.016301	3.295e-06	1.1548e-05	2.2223e-06	0.0029048	2.77e-05	5.7465e-05	3.4797e-07	0.00023372	7.1077e-08	0.00016662	6.1695e-06	0.0011046	9.6495e-06	2.6181e-06	6.4515e-07	
0.016274	3.1925e-06	1.2325e-05	2.2683e-06	0.0029865	2.9108e-05	6.0111e-05	3.3044e-07	0.00023857	7.1822e-08	0.00016649	5.9753e-06	0.0011141	8.9617e-06	2.4301e-06	6.5339e-07	
0.016247	3.085e-06	1.3059e-05	2.3106e-06	0.0030666	3.0506e-05	6.2691e-05	3.1112e-07	0.00024338	6.9797e-08	0.00016631	5.7745e-06	0.0011233	8.2601e-06	2.2362e-06	6.5919e-07	
0.016223	2.99e-06	1.3974e-05	2.3596e-06	0.0031558	3.1938e-05	6.5539e-05	2.9616e-07	0.0002484	6.991e-08	0.00016635	5.5914e-06	0.0011342	7.6085e-06	2.0617e-06	6.677e-07	
