Rhinolophus_ferrumequinum	Pteropus_vampyrus	Pteropus_alecto	Pipistrellus_kuhlii	Phyllostomus_discolor	Myotis_myotis	Myotis_lucifugus	Myotis_brandtii	Miniopterus_natalensis	Hipposideros_armiger	Eptesicus_fuscus	Desmodus_rotundus	Artibeus_jamaicensis	
9.6955e-06	0.074353	0.0039124	1.5729e-07	4.5551e-06	0.0029683	0.01	0.00053428	3.8188e-05	8.97e-07	7.1711e-05	0.00013628	5.0089e-07	
9.5019e-06	0.074233	0.0039109	1.5763e-07	5.0139e-06	0.0029654	0.01	0.00053744	3.8162e-05	9.7118e-07	7.2498e-05	0.00013527	5.0301e-07	
9.3232e-06	0.074115	0.0039095	1.5888e-07	5.4899e-06	0.0029627	0.01	0.00054062	3.8184e-05	1.0492e-06	7.332e-05	0.00013435	5.0482e-07	
9.1587e-06	0.073999	0.0039082	1.6106e-07	5.9841e-06	0.0029603	0.01	0.00054382	3.8255e-05	1.1313e-06	7.4179e-05	0.00013351	5.0635e-07	
9.0081e-06	0.073885	0.0039071	1.6419e-07	6.4973e-06	0.0029581	0.01	0.00054704	3.8376e-05	1.218e-06	7.5076e-05	0.0001298	5.0759e-07	
8.8707e-06	0.073774	0.0039061	1.6831e-07	7.0304e-06	0.0029561	0.01	0.00055028	3.8548e-05	1.3095e-06	7.6011e-05	0.00012631	5.0855e-07	
8.7238e-06	0.073662	0.003905	1.7348e-07	7.5512e-06	0.0029543	0.01	0.00055354	3.8652e-05	1.3951e-06	7.6987e-05	0.00012273	5.065e-07	
8.5897e-06	0.073552	0.0039041	1.7973e-07	8.0922e-06	0.0029528	0.01	0.00055683	3.8806e-05	1.4858e-06	7.8004e-05	0.00011935	5.0415e-07	
8.4463e-06	0.073441	0.0039031	1.8426e-07	8.6214e-06	0.0029512	0.01	0.00056009	3.8935e-05	1.5706e-06	7.9e-05	0.0001159	4.9885e-07	
8.2937e-06	0.07333	0.003902	1.8708e-07	9.1389e-06	0.0029495	0.01	0.00056335	3.9038e-05	1.6497e-06	7.9977e-05	0.00011237	4.906e-07	
8.1536e-06	0.073221	0.0039011	1.9097e-07	9.6766e-06	0.002948	0.01	0.00056662	3.9191e-05	1.7337e-06	8.0993e-05	0.00010903	4.8202e-07	
8.0043e-06	0.073111	0.0039002	1.9315e-07	1.0202e-05	0.0029464	0.01	0.00056988	3.9319e-05	1.812e-06	8.199e-05	0.00010562	4.705e-07	
7.8459e-06	0.073001	0.0038991	1.936e-07	1.0716e-05	0.0029447	0.01	0.00057313	3.9421e-05	1.8844e-06	8.2966e-05	0.00010213	4.5602e-07	
7.6778e-06	0.07289	0.0038981	1.923e-07	1.1218e-05	0.0029429	0.01	0.00057636	4.1825e-05	1.9509e-06	8.392e-05	9.8556e-05	4.3855e-07	
7.5224e-06	0.072781	0.0038971	1.9209e-07	1.1741e-05	0.0029413	0.01	0.00057961	4.4442e-05	2.0225e-06	8.4916e-05	9.5184e-05	4.2078e-07	
7.3574e-06	0.072671	0.0038961	1.9012e-07	1.2248e-05	0.0029397	0.01	0.00058285	4.6968e-05	2.0881e-06	8.5891e-05	9.1726e-05	5.0919e-07	
7.1829e-06	0.07256	0.003895	1.8639e-07	1.2743e-05	0.0029379	0.01	0.00058607	4.9406e-05	2.1477e-06	8.6844e-05	8.8183e-05	5.9385e-07	
7.021e-06	0.072452	0.0038941	1.8375e-07	1.3258e-05	0.0029364	0.01	0.00058932	5.2062e-05	2.2124e-06	8.7838e-05	8.4841e-05	6.8032e-07	
6.8711e-06	0.072346	0.0038933	1.8217e-07	1.3795e-05	0.0029351	0.01	0.00059258	5.4956e-05	2.2825e-06	8.8875e-05	8.169e-05	7.6877e-07	
6.7118e-06	0.072239	0.0038924	1.7885e-07	1.4319e-05	0.0029337	0.01	0.00059583	5.7749e-05	2.3465e-06	8.9889e-05	7.846e-05	8.5336e-07	
6.5643e-06	0.072134	0.0038917	1.7657e-07	1.4865e-05	0.0029325	0.01	0.0005991	6.0792e-05	2.416e-06	9.0947e-05	7.5414e-05	9.4002e-07	
6.535e-06	0.072029	0.0038909	1.726e-07	1.5434e-05	0.0029313	0.01	0.00060236	6.3566e-05	2.5693e-06	9.1983e-05	7.2546e-05	1.0289e-06	
6.4982e-06	0.071923	0.00389	1.6699e-07	1.5992e-05	0.0029299	0.01	0.0006056	6.626e-05	2.7159e-06	9.3e-05	6.9616e-05	1.1141e-06	
6.4689e-06	0.071818	0.0038893	1.6219e-07	1.657e-05	0.0029287	0.01	0.00060886	6.9161e-05	2.8704e-06	9.4055e-05	6.6835e-05	1.2011e-06	
6.4329e-06	0.071713	0.0038885	1.5588e-07	1.7137e-05	0.0029275	0.01	0.00061211	7.1993e-05	3.0186e-06	9.5093e-05	6.4001e-05	1.2847e-06	
6.3901e-06	0.071608	0.0038877	1.4807e-07	1.7694e-05	0.0029262	0.01	0.00061535	7.4762e-05	3.1608e-06	9.6114e-05	6.1118e-05	1.3648e-06	
6.3541e-06	0.071505	0.0038869	1.4092e-07	1.827e-05	0.0029251	0.01	0.0006186	7.7722e-05	3.3102e-06	9.7171e-05	5.8369e-05	1.4465e-06	
6.3114e-06	0.071401	0.0038862	1.3228e-07	1.8836e-05	0.0029239	0.01	0.00062185	8.0618e-05	3.4535e-06	9.8212e-05	5.5572e-05	1.5247e-06	
6.2751e-06	0.071299	0.0038855	1.2424e-07	1.942e-05	0.0029229	0.01	0.00062511	8.371e-05	3.6042e-06	9.9287e-05	5.2903e-05	1.6045e-06	
6.2451e-06	0.071198	0.003885	1.167e-07	2.0025e-05	0.002922	0.01	0.00062838	8.4185e-05	3.7625e-06	0.0001004	5.0355e-05	1.6859e-06	
6.2087e-06	0.071097	0.0038844	1.0775e-07	2.0622e-05	0.0029211	0.01	0.00063165	8.4633e-05	3.9147e-06	0.00010149	4.7764e-05	1.7638e-06	
6.1781e-06	0.070998	0.0038839	9.9212e-08	2.1238e-05	0.0029204	0.01	0.00063493	8.5144e-05	4.0744e-06	0.00010262	4.5285e-05	1.8433e-06	
6.1531e-06	0.0709	0.0038835	9.1003e-08	2.1874e-05	0.0029198	0.01	0.00063822	8.5718e-05	4.2417e-06	0.00010379	4.2912e-05	1.9243e-06	
6.1335e-06	0.070803	0.0038831	8.3052e-08	2.253e-05	0.0029194	0.01	0.00064153	8.6357e-05	4.417e-06	0.00010499	4.0637e-05	2.0068e-06	
6.1081e-06	0.070707	0.0038828	7.3808e-08	2.3176e-05	0.002919	0.01	0.00064483	8.6972e-05	4.5865e-06	0.00010617	4.0779e-05	2.086e-06	
6.0878e-06	0.070611	0.0038825	6.475e-08	2.3841e-05	0.0029186	0.01	0.00064815	8.7652e-05	4.7639e-06	0.00010739	4.0945e-05	2.1667e-06	
6.0619e-06	0.070516	0.0038822	5.4436e-08	2.4498e-05	0.0029183	0.01	0.00065145	8.8308e-05	4.9356e-06	0.0001086	4.1097e-05	2.2443e-06	
6.0304e-06	0.07042	0.0038819	4.2854e-08	2.5145e-05	0.0029179	0.01	0.00065475	8.8941e-05	5.1016e-06	0.00010979	4.1236e-05	2.3187e-06	
6.0037e-06	0.070326	0.0038817	3.1397e-08	2.5812e-05	0.0029176	0.01	0.00065806	8.9638e-05	5.2753e-06	0.00011102	4.1399e-05	2.3945e-06	
5.9715e-06	0.070231	0.0038814	3.9406e-08	2.6469e-05	0.0029173	0.01	0.00066136	9.0312e-05	5.4434e-06	0.00011221	4.1548e-05	2.4672e-06	
5.944e-06	0.070137	0.0038813	4.7317e-08	2.7146e-05	0.0029172	0.01	0.00066467	9.105e-05	5.6192e-06	0.00011345	4.172e-05	2.5412e-06	
5.921e-06	0.070045	0.0038812	5.5168e-08	2.7842e-05	0.0029171	0.01	0.000668	9.1855e-05	5.8032e-06	0.00011471	4.1916e-05	2.6167e-06	
5.8927e-06	0.069953	0.003881	6.1827e-08	2.853e-05	0.0029171	0.01	0.00067132	9.2637e-05	5.9815e-06	0.00011596	4.2099e-05	2.689e-06	
5.859e-06	0.069861	0.0038809	6.7295e-08	2.9209e-05	0.002917	0.01	0.00067463	9.3397e-05	6.1544e-06	0.00011721	4.2269e-05	2.7583e-06	
5.8299e-06	0.069769	0.0038808	7.2718e-08	2.9908e-05	0.002917	0.01	0.00067795	9.4225e-05	6.3354e-06	0.00011848	4.2462e-05	2.8291e-06	
5.8053e-06	0.06968	0.0038809	7.8127e-08	3.0627e-05	0.0029172	0.01	0.00068129	9.5123e-05	6.525e-06	0.00011979	4.268e-05	2.9013e-06	
5.7753e-06	0.06959	0.0038808	8.2326e-08	3.1337e-05	0.0029174	0.01	0.00068462	9.5998e-05	6.7089e-06	0.00012108	4.2884e-05	2.9704e-06	
5.7399e-06	0.069499	0.0038808	8.531e-08	3.2038e-05	0.0029175	0.01	0.00068794	9.6847e-05	6.887e-06	0.00012237	4.3075e-05	3.0364e-06	
5.7092e-06	0.06941	0.0038809	8.8665e-08	3.276e-05	0.0029177	0.01	0.00069127	9.7772e-05	7.0742e-06	0.00012181	4.3291e-05	3.104e-06	
5.6739e-06	0.069321	0.0038809	9.0774e-08	3.3473e-05	0.0029179	0.01	0.0006946	9.867e-05	7.2552e-06	0.00012123	4.3493e-05	3.1684e-06	
5.6433e-06	0.069233	0.003881	9.2937e-08	3.4208e-05	0.0029183	0.01	0.00069794	9.9645e-05	7.4456e-06	0.00012069	4.372e-05	3.2345e-06	
5.6072e-06	0.069145	0.0038811	9.3863e-08	3.4933e-05	0.0029186	0.01	0.00070127	0.00010059	7.6299e-06	0.00012013	4.3933e-05	3.2974e-06	
5.5655e-06	0.069056	0.0038811	9.3537e-08	3.5648e-05	0.0029188	0.01	0.00070459	0.00010151	7.808e-06	0.00011956	4.4132e-05	3.357e-06	
5.5286e-06	0.068969	0.0038813	9.3283e-08	3.6386e-05	0.0029192	0.01	0.00070792	0.00010252	7.9959e-06	0.00011901	4.4358e-05	3.4184e-06	
5.486e-06	0.068881	0.0038814	9.1775e-08	3.7113e-05	0.0029196	0.01	0.00071125	0.00010349	8.1774e-06	0.00011846	4.4568e-05	3.4765e-06	
5.4485e-06	0.068795	0.0038816	9.0369e-08	3.7865e-05	0.0029201	0.01	0.00071459	0.00010455	8.3695e-06	0.00011793	4.4807e-05	3.5366e-06	
5.4163e-06	0.068711	0.0038818	8.9085e-08	3.8643e-05	0.0029208	0.01	0.00071794	0.0001057	8.573e-06	0.00011742	4.5073e-05	3.5989e-06	
5.3896e-06	0.068628	0.0038822	8.7959e-08	3.9448e-05	0.0029216	0.01	0.00072132	0.00010696	8.789e-06	0.00011695	4.5371e-05	3.6636e-06	
5.3563e-06	0.068544	0.0038826	8.5466e-08	4.0239e-05	0.0029224	0.01	0.00072468	0.00010817	8.9967e-06	0.00011645	4.565e-05	3.7245e-06	
5.3158e-06	0.06846	0.0038829	8.1537e-08	4.1015e-05	0.0029231	0.01	0.00072803	0.00010933	9.1951e-06	0.00011594	4.5908e-05	3.7812e-06	
5.2835e-06	0.068377	0.0038833	1.031e-07	4.1772e-05	0.0029237	0.01	0.00073136	0.00011163	9.4107e-06	0.00011529	4.6141e-05	3.8335e-06	
5.2434e-06	0.068297	0.0038839	1.2268e-07	4.2566e-05	0.0029242	0.01	0.00073468	0.00011384	9.6157e-06	0.00011462	4.6417e-05	3.8895e-06	
5.2112e-06	0.068218	0.0038846	1.4409e-07	4.3397e-05	0.0029249	0.01	0.00073802	0.00011627	9.8383e-06	0.00011398	4.6734e-05	3.9493e-06	
5.1714e-06	0.068139	0.0038852	1.6346e-07	4.421e-05	0.0029255	0.01	0.00074135	0.00011861	1.005e-05	0.00011333	5.0324e-05	4.0045e-06	
5.1394e-06	0.068062	0.003886	1.848e-07	4.506e-05	0.0029264	0.01	0.0007447	0.00012117	1.028e-05	0.00011271	5.4133e-05	4.0637e-06	
5.1151e-06	0.067986	0.0038868	2.0838e-07	4.5951e-05	0.0029275	0.01	0.00074808	0.00012398	1.053e-05	0.00011213	5.8174e-05	4.1267e-06	
5.0831e-06	0.06791	0.0038877	2.2971e-07	4.6822e-05	0.0029285	0.01	0.00075144	0.00012669	1.0767e-05	0.00011153	6.2117e-05	4.1852e-06	
5.0587e-06	0.067835	0.0038886	2.5345e-07	4.7733e-05	0.0029297	0.01	0.00075482	0.00012966	1.1025e-05	0.00011097	6.6302e-05	4.2477e-06	
5.042e-06	0.067762	0.0038897	2.7988e-07	4.8688e-05	0.0029311	0.01	0.00075823	0.00013291	1.1303e-05	0.00011044	7.0743e-05	4.3143e-06	
5.0177e-06	0.067689	0.0038907	3.0392e-07	4.9622e-05	0.0029324	0.01	0.00076162	0.00013605	1.1569e-05	0.0001099	7.508e-05	4.3763e-06	
5.5181e-06	0.067615	0.0038917	3.2554e-07	5.0535e-05	0.0029337	0.01	0.000765	0.00013906	1.182e-05	0.00010933	7.9308e-05	4.4336e-06	
6.0523e-06	0.06754	0.0038926	3.4998e-07	5.1491e-05	0.0029351	0.01	0.0007684	0.00014237	1.2096e-05	0.0001088	8.3801e-05	4.4952e-06	
6.57e-06	0.067464	0.0038935	3.7192e-07	5.2426e-05	0.0029365	0.01	0.00077178	0.00014556	1.2358e-05	0.00010825	8.8181e-05	4.5521e-06	
7.1185e-06	0.067391	0.0038944	3.9686e-07	5.3406e-05	0.0029381	0.01	0.00077519	0.00014905	1.2644e-05	0.00010774	8.9427e-05	4.6132e-06	
7.6506e-06	0.067316	0.0038954	4.1929e-07	5.4365e-05	0.0029396	0.01	0.00077859	0.00015242	1.2916e-05	0.00010721	9.0631e-05	4.6697e-06	
8.2147e-06	0.067244	0.0038964	4.4491e-07	5.5369e-05	0.0029413	0.01	0.00078201	0.00015323	1.3212e-05	0.00010671	9.1928e-05	4.7307e-06	
8.762e-06	0.067171	0.0038974	4.6787e-07	5.6345e-05	0.002943	0.01	0.00078541	0.00015398	1.3495e-05	0.0001062	9.3177e-05	5.4134e-06	
9.2921e-06	0.067097	0.0038983	4.9421e-07	5.7367e-05	0.0029448	0.01	0.00078884	0.00015383	1.3765e-05	0.00010572	9.4523e-05	6.1245e-06	
9.7936e-06	0.067023	0.0038992	5.179e-07	5.8368e-05	0.0029466	0.01	0.00079225	0.00015362	1.5785e-05	0.00010522	9.5825e-05	6.8221e-06	
1.0279e-05	0.066948	0.0039	5.3507e-07	5.9347e-05	0.0029482	0.01	0.00079565	0.00015338	1.7753e-05	0.00010658	9.7084e-05	7.5064e-06	
1.0795e-05	0.066875	0.003901	5.5542e-07	6.0373e-05	0.0029501	0.01	0.00079907	0.00015323	1.9852e-05	0.000108	9.8439e-05	8.2192e-06	
1.1981e-05	0.066803	0.0039021	5.732e-07	6.1377e-05	0.0029519	0.01	0.00080248	0.00015304	2.0986e-05	0.00010939	9.9749e-05	8.9184e-06	
1.3239e-05	0.066733	0.0039033	5.5089e-07	6.2429e-05	0.0029539	0.01	0.00080591	0.00015296	2.2198e-05	0.00011085	0.00010116	9.6469e-06	
1.4572e-05	0.066665	0.0039046	5.3191e-07	6.3532e-05	0.0029562	0.01	0.00080937	0.00015107	2.3491e-05	0.00011237	0.00010267	1.0406e-05	
1.5985e-05	0.066599	0.0039061	5.1598e-07	6.4687e-05	0.0029587	0.01	0.00081286	0.00014938	2.487e-05	0.00011395	0.0001043	1.1197e-05	
1.7363e-05	0.066532	0.0039075	4.976e-07	6.5818e-05	0.0029611	0.01	0.00081633	0.0001476	2.6213e-05	0.0001155	0.00010587	1.1973e-05	
1.8707e-05	0.066465	0.0039089	4.7675e-07	6.6926e-05	0.0029634	0.01	0.00081978	0.00014575	2.7521e-05	0.00011703	0.0001074	1.2735e-05	
2.0132e-05	0.066399	0.0039104	4.5887e-07	6.8086e-05	0.0029659	0.01	0.00082326	0.00014409	2.8916e-05	0.00011862	0.00010904	1.3529e-05	
2.33e-05	0.066335	0.003912	4.3857e-07	6.9223e-05	0.0029684	0.01	0.00082672	0.00014234	2.9631e-05	0.00012017	0.00011063	1.4308e-05	
2.6657e-05	0.066272	0.0039138	4.2108e-07	7.0412e-05	0.002971	0.01	0.00083021	0.00014077	3.0397e-05	0.0001218	0.00011233	1.5119e-05	
3.0212e-05	0.066211	0.0039157	4.0619e-07	7.1657e-05	0.0029739	0.01	0.00083373	0.00013936	3.1217e-05	0.00012348	0.00011415	1.5965e-05	
3.3689e-05	0.066149	0.0039175	3.8903e-07	7.2877e-05	0.0029768	0.01	0.00083722	0.00013789	3.2014e-05	0.00012514	0.00011592	1.6795e-05	
3.7373e-05	0.066089	0.0039195	3.7433e-07	7.4153e-05	0.0029798	0.01	0.00084075	0.00013657	3.2866e-05	0.00012686	0.00011781	1.766e-05	
4.1275e-05	0.066031	0.0039216	3.6192e-07	7.5488e-05	0.0029831	0.01	0.0008443	0.00013539	3.3778e-05	0.00012865	0.00011983	1.8561e-05	
4.5091e-05	0.065972	0.0039236	3.4734e-07	7.6797e-05	0.0029863	0.01	0.00084783	0.00013415	3.4664e-05	0.00013041	0.00012179	1.9445e-05	
4.9135e-05	0.065914	0.0039258	3.3498e-07	7.8166e-05	0.0029897	0.01	0.00085139	0.00013305	3.5612e-05	0.00013225	0.00012389	2.0368e-05	
5.3424e-05	0.065858	0.0039281	3.2469e-07	7.9599e-05	0.0029933	0.01	0.00085498	0.00013208	3.6639e-05	0.00013415	0.00012613	2.1329e-05	
5.7973e-05	0.065804	0.0039305	3.1637e-07	8.1097e-05	0.0029973	0.01	0.0008586	0.00013124	3.7738e-05	0.00013613	0.00012852	2.2332e-05	
6.2799e-05	0.065751	0.0039331	3.0993e-07	8.2664e-05	0.0030014	0.01	0.00086224	0.00013051	3.8913e-05	0.00013819	0.00013107	2.3377e-05	
6.7919e-05	0.0657	0.0039358	3.0531e-07	8.42e-05	0.0030058	0.01	0.00086591	0.0001299	4.0171e-05	0.00014032	0.00013354	2.4403e-05	
6.9506e-05	0.06565	0.0039386	3.0249e-07	8.5807e-05	0.0030101	0.01	0.00086956	0.0001294	4.1521e-05	0.00014255	0.00013619	2.5473e-05	
7.1196e-05	0.065601	0.0039416	3.014e-07	8.7488e-05	0.0030147	0.01	0.00087324	0.000129	4.2964e-05	0.00014487	0.00013901	2.659e-05	
7.2842e-05	0.065552	0.0039445	3.7115e-07	8.9137e-05	0.0030191	0.01	0.0008769	0.00012856	4.4369e-05	0.00014711	0.00014175	2.7687e-05	
7.4445e-05	0.065503	0.0039473	4.3685e-07	9.0754e-05	0.0030234	0.01	0.00088055	0.00012807	4.5734e-05	0.00014931	0.00014442	2.8764e-05	
7.6153e-05	0.065455	0.0039503	5.0997e-07	9.2446e-05	0.003028	0.01	0.00088422	0.00012769	4.7195e-05	0.00015161	0.00014728	2.9888e-05	
