Theropithecus_gelada	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Homo_sapiens	Gorilla_gorilla	Colobus_angolensis	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_imitator	Callithrix_jacchus	Aotus_nancymaae	
1.8176e-06	8.5888e-08	0.040629	0.00023461	2.4877e-06	0.00013398	1.3068e-06	0.01	0.01	2.087e-06	0.00077667	7.0918e-07	0.0086518	0.0064839	0.023688	0.0013645	0.0023118	0.00025368	2.3127e-06	2.1347e-05	6.561e-06	
1.7773e-06	5.8864e-08	0.040646	0.00024373	2.4948e-06	0.0001337	1.2691e-06	0.01	0.01	2.0348e-06	0.00077758	6.7561e-07	0.0086518	0.0064842	0.023716	0.0013688	0.0023138	0.00025296	2.3247e-06	2.0333e-05	6.5909e-06	
1.7342e-06	6.5362e-08	0.040661	0.00025145	2.4984e-06	0.0001334	1.2293e-06	0.01	0.01	1.9801e-06	0.00077848	6.3965e-07	0.0086519	0.0064844	0.023744	0.0013731	0.0023159	0.00025224	2.3159e-06	1.9316e-05	6.618e-06	
1.6884e-06	7.5769e-08	0.040679	0.00026362	2.4984e-06	0.00013311	1.1873e-06	0.01	0.01	1.9226e-06	0.0007794	6.0132e-07	0.0086519	0.0064847	0.023772	0.0013775	0.0023179	0.00025151	2.3422e-06	1.8293e-05	6.6422e-06	
1.6399e-06	8.1601e-08	0.040698	0.00026783	2.4949e-06	0.0001328	1.1432e-06	0.01	0.01	1.8624e-06	0.00078036	5.606e-07	0.008652	0.0064851	0.023801	0.0013818	0.0023201	0.00025077	2.3507e-06	1.7267e-05	6.6637e-06	
1.5885e-06	9.4307e-08	0.040717	0.00027158	2.488e-06	0.00013249	1.0969e-06	0.01	0.01	1.7996e-06	0.00078129	5.1751e-07	0.008652	0.0064854	0.02383	0.0013861	0.0023222	0.00025003	2.4059e-06	1.6236e-05	6.6824e-06	
1.5344e-06	1.2729e-07	0.040737	0.00027243	2.4775e-06	0.00013218	1.0484e-06	0.01	0.01	1.7341e-06	0.00078226	4.7203e-07	0.0086521	0.0064858	0.02386	0.0013904	0.0023243	0.00024929	2.3757e-06	1.52e-05	6.6983e-06	
1.4776e-06	1.5346e-07	0.04076	0.00027132	2.4635e-06	0.00013185	9.9779e-07	0.01	0.01	1.666e-06	0.00078325	4.2418e-07	0.0086521	0.0064862	0.02389	0.0013947	0.0023265	0.00024854	2.3274e-06	1.4161e-05	6.7114e-06	
1.418e-06	1.9082e-07	0.040782	0.00027474	2.446e-06	0.00013153	9.4501e-07	0.01	0.01	1.5951e-06	0.00078423	3.7394e-07	0.0086522	0.0064866	0.02392	0.001399	0.0023287	0.00024778	2.316e-06	1.3116e-05	6.7217e-06	
1.3556e-06	2.2056e-07	0.040805	0.00027542	2.425e-06	0.00013119	8.9007e-07	0.01	0.01	1.5216e-06	0.00078524	3.2133e-07	0.0086522	0.006487	0.023951	0.0014033	0.0023309	0.00024702	2.2874e-06	1.2068e-05	6.7292e-06	
1.2904e-06	2.6361e-07	0.040831	0.00027411	2.4005e-06	0.00013085	8.3297e-07	0.01	0.01	1.4454e-06	0.00078627	2.6633e-07	0.0086523	0.0064875	0.023982	0.0014076	0.0023332	0.00024626	2.294e-06	1.1015e-05	6.7339e-06	
1.2225e-06	3.2685e-07	0.040859	0.00027371	2.2123e-06	0.00013058	7.7372e-07	0.01	0.01	1.3914e-06	0.00078734	2.4951e-07	0.0086524	0.006488	0.024014	0.001412	0.0023355	0.00024551	2.3366e-06	1.0191e-05	6.8168e-06	
1.1518e-06	3.7998e-07	0.040886	0.00027299	1.9795e-06	0.00013028	7.123e-07	0.01	0.01	1.3258e-06	0.00078839	2.2326e-07	0.0086524	0.0064885	0.024046	0.0014163	0.0023378	0.00024476	2.3626e-06	9.2824e-06	6.8665e-06	
1.0784e-06	4.2375e-07	0.040912	0.00027193	1.6619e-06	0.00012994	6.4873e-07	0.01	0.01	1.2481e-06	0.00078942	1.8681e-07	0.0086525	0.0064889	0.024078	0.0014206	0.0023401	0.00024398	2.3722e-06	8.2809e-06	6.8839e-06	
1.0022e-06	4.8797e-07	0.040938	0.00027088	8.1787e-07	0.00012956	5.83e-07	0.01	0.01	1.1678e-06	0.00079044	1.4795e-07	0.0086525	0.0064894	0.02411	0.0014249	0.0023423	0.0002432	2.4195e-06	7.5126e-06	6.9854e-06	
9.2325e-07	5.3109e-07	0.040967	0.0002667	4.3554e-07	0.00012915	5.1511e-07	0.01	0.01	1.1088e-06	0.0007915	3.5291e-08	0.0086526	0.0064899	0.024142	0.001429	0.0023446	0.00024244	2.4328e-06	7.2955e-06	6.9709e-06	
3.0675e-07	1.3344e-06	0.041417	0.00027762	1.4886e-08	0.00012484	7.5405e-09	0.01	0.01	3.2557e-07	0.00080842	7.8071e-09	0.0086549	0.0064989	0.024668	0.0015003	0.0023821	0.00023046	2.9877e-06	4.6312e-06	7.7535e-06	
3.2455e-07	1.3968e-06	0.041448	0.00027628	2.3781e-08	0.00012475	1.304e-08	0.01	0.01	2.9961e-07	0.00080955	8.1464e-09	0.0086552	0.0064995	0.024703	0.0015052	0.0023845	0.00022975	3.0475e-06	4.4879e-06	7.8686e-06	
3.3148e-07	1.4461e-06	0.041477	0.00027454	2.6631e-08	0.00012464	1.4888e-08	0.01	0.01	2.6666e-07	0.00081065	4.2028e-09	0.0086554	0.0065002	0.024739	0.00151	0.002387	0.00022903	3.0879e-06	4.3153e-06	7.9469e-06	
3.5903e-07	1.5263e-06	0.041509	0.00027388	1.1105e-08	0.00012449	5.8875e-09	0.01	0.01	2.4183e-07	0.00081179	2.2268e-09	0.0086556	0.0065009	0.024774	0.0015147	0.0023894	0.00022834	3.1753e-06	4.2042e-06	8.1252e-06	
3.7476e-07	1.5917e-06	0.04154	0.00027288	1.5468e-08	0.0001244	8.1806e-09	0.01	0.01	2.1037e-07	0.00081291	5.9791e-09	0.0086558	0.0065016	0.02481	0.0015196	0.0023919	0.00022762	3.2415e-06	4.066e-06	8.2618e-06	
4.1456e-07	1.6434e-06	0.041575	0.00026887	1.3226e-08	0.00012428	2.043e-09	0.01	0.01	1.8611e-07	0.00080895	1.9994e-09	0.0086561	0.0065022	0.024846	0.0015243	0.0023944	0.00022693	3.2877e-06	3.8996e-06	8.3595e-06	
4.4101e-07	1.6818e-06	0.041609	0.00026439	3.6037e-08	0.00012423	2.3124e-09	0.01	0.01	1.5554e-07	0.00080496	3.4548e-09	0.0086564	0.0065029	0.024881	0.0015293	0.0023969	0.00022622	3.3143e-06	3.7082e-06	8.4228e-06	
4.5498e-07	1.7077e-06	0.041643	0.00025905	2.1949e-07	0.00012424	1.0605e-08	0.01	0.01	1.1848e-07	0.00080095	1.9006e-08	0.0086566	0.0065035	0.024915	0.0015343	0.0023994	0.0002255	3.3221e-06	3.4862e-06	8.4624e-06	
4.569e-07	1.7216e-06	0.041675	0.00025273	3.707e-07	0.00012422	1.5095e-08	0.01	0.01	1.3743e-07	0.00079692	1.4124e-07	0.0086568	0.0065041	0.02495	0.0015393	0.0024018	0.00022476	3.3113e-06	3.2322e-06	8.4667e-06	
2.2693e-07	6.0034e-07	0.042668	3.459e-05	1.7315e-07	0.00012106	7.1019e-08	0.01	0.01	3.3944e-07	0.00067534	1.7051e-06	0.0086652	0.0065293	0.025934	0.0016927	0.0024807	0.00020229	8.9472e-07	9.2897e-07	3.9004e-06	
2.0109e-07	5.5513e-07	0.04262	2.9884e-05	1.3914e-07	0.00012091	5.8341e-08	0.01	0.01	3.3617e-07	0.00067152	1.7211e-06	0.0086655	0.0065302	0.025966	0.0016977	0.0024833	0.00020158	8.1756e-07	7.6957e-07	3.7091e-06	
1.8905e-07	5.2495e-07	0.042575	2.6698e-05	1.2751e-07	0.00012082	5.5414e-08	0.01	0.01	3.3872e-07	0.00066774	1.7347e-06	0.0086657	0.0065311	0.025999	0.0017028	0.002486	0.00020088	7.6546e-07	6.0485e-07	3.5151e-06	
1.9033e-07	5.0901e-07	0.042531	2.4655e-05	6.6469e-08	0.0001207	2.9249e-08	0.01	0.01	3.4815e-07	0.000664	1.746e-06	0.008666	0.0065321	0.026032	0.0017078	0.0024888	0.00020021	7.36e-07	4.3482e-07	3.3182e-06	
1.829e-07	4.8525e-07	0.042487	2.2238e-05	7.1103e-08	0.00012064	3.3562e-08	0.01	0.01	3.5114e-07	0.00066024	1.7549e-06	0.0086662	0.0065331	0.026066	0.001713	0.0024915	0.00019952	6.9532e-07	2.4263e-07	3.0819e-06	
1.8888e-07	4.7493e-07	0.042445	2.0719e-05	4.833e-08	0.00012055	2.3275e-08	0.01	0.01	3.6149e-07	0.00065652	1.7615e-06	0.0086665	0.0065341	0.026099	0.0017181	0.0024943	0.00019885	6.7537e-07	8.7682e-08	2.9348e-06	
1.8611e-07	4.5707e-07	0.042402	1.8912e-05	6.7669e-08	0.00012052	3.5663e-08	0.01	0.01	3.6526e-07	0.00065277	1.7657e-06	0.0086667	0.0065351	0.026133	0.0017234	0.002497	0.00019816	6.4487e-07	7.1512e-08	2.7537e-06	
1.9701e-07	4.5172e-07	0.042361	1.7785e-05	6.0878e-08	0.00012046	3.2704e-08	0.01	0.01	3.7663e-07	0.00064907	1.7675e-06	0.008667	0.0065361	0.026168	0.0017286	0.0024998	0.0001975	6.3312e-07	5.8161e-08	2.6457e-06	
1.9895e-07	4.3917e-07	0.04232	1.6438e-05	4.385e-08	0.00012039	2.3839e-08	0.01	0.01	3.8134e-07	0.00064535	1.767e-06	0.0086673	0.0065371	0.026202	0.0017337	0.0025026	0.00019682	6.1151e-07	3.759e-08	2.5097e-06	
1.9199e-07	4.1914e-07	0.042278	1.4836e-05	6.6949e-08	0.00012394	3.8264e-08	0.01	0.01	3.7943e-07	0.0006416	1.7642e-06	0.0086675	0.0065381	0.026236	0.0017385	0.0025054	0.00019612	5.7955e-07	5.6342e-08	2.3416e-06	
1.9873e-07	4.1121e-07	0.042238	1.3833e-05	6.3123e-08	0.00012749	3.6431e-08	0.01	0.01	3.8511e-07	0.0006379	1.759e-06	0.0086678	0.0065391	0.02627	0.0017432	0.0025082	0.00019545	5.6553e-07	4.1337e-08	2.2408e-06	
1.9659e-07	3.9615e-07	0.042197	1.2635e-05	4.9336e-08	0.00013104	2.8642e-08	0.01	0.01	3.8415e-07	0.00063417	1.7514e-06	0.008668	0.0065401	0.026305	0.001748	0.0025109	0.00019476	5.4183e-07	6.8719e-08	2.1129e-06	
1.8547e-07	3.7384e-07	0.042155	1.1209e-05	2.7583e-08	0.00013458	1.6084e-08	0.01	0.01	3.7654e-07	0.00063042	1.7415e-06	0.0086683	0.0065411	0.026339	0.0017527	0.0025137	0.00019405	5.0816e-07	8.7479e-08	1.9562e-06	
1.6508e-07	3.44e-07	0.042113	9.5192e-06	3.7887e-08	0.00013812	2.2532e-08	0.01	0.01	3.6226e-07	0.00062665	1.7292e-06	0.0086685	0.0065421	0.026373	0.0017574	0.0025164	0.00019333	4.6403e-07	1.0077e-07	1.7966e-06	
1.5857e-07	3.267e-07	0.042073	8.452e-06	2.82e-08	0.00014166	1.6831e-08	0.01	0.01	3.5562e-07	0.00062292	1.7146e-06	0.0086688	0.0065431	0.026407	0.0017621	0.0025192	0.00019263	4.3851e-07	1.0858e-07	1.6342e-06	
1.4363e-07	3.0254e-07	0.042032	7.1879e-06	9.5008e-09	0.00014519	5.6747e-09	0.01	0.01	3.4249e-07	0.00061917	1.6976e-06	0.008669	0.0065441	0.026442	0.0017668	0.0025219	0.00019192	4.0366e-07	1.0795e-07	1.4404e-06	
1.1978e-07	2.712e-07	0.04199	5.6948e-06	1.1367e-08	0.00014872	6.8557e-09	0.01	0.01	3.228e-07	0.00061539	1.6783e-06	0.0086693	0.0065451	0.026476	0.0017716	0.0025247	0.00019119	3.5893e-07	9.886e-08	1.2115e-06	
1.0848e-07	2.512e-07	0.04195	4.741e-06	1.7357e-08	0.00015225	1.0516e-08	0.01	0.01	3.104e-07	0.00061166	1.6566e-06	0.0086695	0.0065461	0.026511	0.0017763	0.0025274	0.00019048	3.3091e-07	9.2171e-08	1.0597e-06	
1.0705e-07	2.4054e-07	0.041913	4.138e-06	8.4417e-09	0.00015577	5.0474e-09	0.01	0.01	3.0474e-07	0.00060797	1.6326e-06	0.0086697	0.0065472	0.026546	0.001781	0.0025303	0.00018979	3.1629e-07	8.756e-08	9.6206e-07	
9.8261e-08	2.2384e-07	0.041875	3.4166e-06	1.5104e-08	0.00015929	9.0046e-09	0.01	0.01	2.928e-07	0.00060425	1.6062e-06	0.00867	0.0065482	0.026582	0.0017857	0.002533	0.00018908	2.9371e-07	7.4659e-08	8.427e-07	
9.869e-08	2.1572e-07	0.041838	2.9647e-06	3.0618e-08	0.0001628	1.8181e-08	0.01	0.01	2.8743e-07	0.00060058	1.5774e-06	0.0086702	0.0065493	0.026618	0.0017904	0.0025359	0.0001884	2.8325e-07	6.3617e-08	7.6754e-07	
1.0839e-07	2.1982e-07	0.041804	2.6887e-06	2.6933e-08	0.00016631	1.5758e-08	0.01	0.01	2.8832e-07	0.00059694	1.5463e-06	0.0086705	0.0065504	0.026655	0.001795	0.0025388	0.00018773	2.2159e-07	5.3889e-08	7.2492e-07	
1.1065e-07	2.7176e-07	0.04177	2.3488e-06	6.1003e-08	0.00016982	3.5565e-08	0.01	0.01	2.8308e-07	0.00059329	1.5129e-06	0.0086707	0.0065515	0.026692	0.0017997	0.0025417	0.00018705	2.1552e-07	3.5843e-08	6.6648e-07	
1.2321e-07	2.7647e-07	0.041737	2.1455e-06	6.4835e-08	0.00017332	3.7458e-08	0.01	0.01	2.8407e-07	0.00058967	1.4771e-06	0.008671	0.0065527	0.026729	0.0018044	0.0025446	0.00018639	2.1903e-07	1.86e-08	6.3565e-07	
1.2499e-07	2.7546e-07	0.041604	1.0925e-06	2.0105e-08	0.0001873	8.5256e-09	0.01	0.01	2.4711e-07	0.00057509	1.3103e-06	0.0086719	0.0065572	0.026878	0.0018231	0.0025561	0.00018365	2.0913e-07	2.0361e-08	4.3626e-07	
1.1334e-07	2.6611e-07	0.04157	7.6238e-07	2.9803e-08	0.00019079	1.1786e-08	0.01	0.01	2.2757e-07	0.00057141	1.2627e-06	0.0086721	0.0065583	0.026915	0.0018277	0.002559	0.00018295	1.9631e-07	4.1496e-08	3.6714e-07	
1.1193e-07	2.655e-07	0.041538	5.5279e-07	2.1357e-08	0.00019427	5.5265e-09	0.01	0.01	2.1409e-07	0.00056778	1.2127e-06	0.0086724	0.0065594	0.026953	0.0018324	0.0025619	0.00018226	1.9232e-07	6.4343e-08	3.2363e-07	
1.0308e-07	2.59e-07	0.041505	2.975e-07	4.08e-08	0.00019775	9.2919e-09	0.01	0.01	1.9466e-07	0.00056412	1.1604e-06	0.0086726	0.0065606	0.026991	0.001837	0.0025648	0.00018156	1.8191e-07	7.8877e-08	2.6771e-07	
1.0366e-07	2.505e-07	0.041474	1.3255e-07	8.3715e-08	0.00020123	1.7696e-08	0.01	0.01	1.8074e-07	0.0005605	9.7937e-07	0.0086729	0.0065617	0.027029	0.0018417	0.0025677	0.00018088	1.691e-07	9.5781e-08	2.3249e-07	
1.1382e-07	2.4003e-07	0.041445	2.4367e-08	9.0319e-08	0.0002047	1.4762e-08	0.01	0.01	1.7164e-07	0.00055692	4.9594e-07	0.0086732	0.0065629	0.027069	0.0018463	0.0025707	0.00018021	1.539e-07	1.16e-07	2.1249e-07	
1.1644e-07	2.2756e-07	0.041416	1.0588e-08	8.6288e-08	0.00020817	6.9467e-09	0.01	0.01	1.5702e-07	0.00055332	4.4245e-07	0.0086735	0.0065641	0.027107	0.0018509	0.0025737	0.00017953	1.3631e-07	1.2734e-07	1.8333e-07	
1.116e-07	2.2329e-07	0.041386	1.7479e-08	7.8641e-08	0.00021164	1.0809e-08	0.01	0.01	1.3677e-07	0.0005497	3.6418e-07	0.0086738	0.0065653	0.027146	0.0018556	0.0025766	0.00017884	1.2653e-07	1.4261e-07	1.6701e-07	
1.1653e-07	2.2674e-07	0.041358	2.5664e-08	8.7813e-08	0.0002151	1.9777e-08	0.01	0.01	1.2113e-07	0.00054612	3.3684e-07	0.0086741	0.0065665	0.027186	0.0018602	0.0025796	0.00017817	1.2334e-07	1.626e-07	1.6091e-07	
1.3253e-07	2.3834e-07	0.041331	3.6878e-08	6.8044e-08	0.00021856	1.686e-08	0.01	0.01	1.0935e-07	0.00054257	2.3932e-07	0.0086744	0.0065678	0.027226	0.0018648	0.0025826	0.00017751	1.2639e-07	1.885e-07	1.6416e-07	
1.4033e-07	2.4411e-07	0.041304	3.8443e-08	9.9619e-08	0.00022201	3.6508e-08	0.01	0.01	9.2416e-08	0.00053901	1.0604e-07	0.0086748	0.006569	0.027266	0.0018694	0.0025856	0.00017684	1.2384e-07	2.0454e-07	1.5994e-07	
1.6111e-07	2.586e-07	0.041279	4.3871e-08	9.7959e-08	0.00022546	3.8191e-08	0.01	0.01	7.8869e-08	0.00053548	4.6726e-08	0.0086751	0.0065703	0.027307	0.001874	0.0025887	0.00017619	1.2756e-07	2.2724e-07	1.6501e-07	
1.7289e-07	2.6702e-07	0.041254	3.9491e-08	8.8105e-08	0.00022891	3.5456e-08	0.01	0.01	6.034e-08	0.00053888	4.4954e-08	0.0086755	0.0065716	0.027347	0.0018786	0.0025917	0.00017553	1.2565e-07	2.3983e-07	1.626e-07	
1.7609e-07	2.6951e-07	0.041227	2.5223e-08	6.6554e-08	0.00023236	2.6743e-08	0.01	0.01	7.9953e-08	0.00054226	3.6379e-08	0.0086758	0.0065728	0.027388	0.0018832	0.0025947	0.00017485	1.1813e-07	2.4245e-07	1.527e-07	
1.7082e-07	2.8089e-07	0.0412	4.5717e-08	3.1721e-08	0.0002358	1.1417e-08	0.01	0.01	9.4547e-08	0.00054562	2.0344e-08	0.0086761	0.0065741	0.027428	0.0018878	0.0025977	0.00017415	1.1674e-07	2.5188e-07	1.5191e-07	
1.5691e-07	2.8619e-07	0.041173	5.5656e-08	3.6934e-08	0.00023924	1.3953e-08	0.01	0.01	1.0422e-07	0.00054895	2.7293e-08	0.0086764	0.0065753	0.027468	0.0018924	0.0026007	0.00017344	1.0986e-07	2.5127e-07	1.4383e-07	
1.5539e-07	3.0081e-07	0.041147	7.2492e-08	5.38e-08	0.00024267	2.1489e-08	0.01	0.01	1.1702e-07	0.00055233	3.1808e-08	0.0086767	0.0065765	0.027508	0.001897	0.0026037	0.00017275	1.0871e-07	2.5746e-07	1.4429e-07	
1.6588e-07	3.2627e-07	0.041123	9.9593e-08	4.6545e-08	0.0002461	1.6768e-08	0.01	0.01	1.3359e-07	0.00055574	3.3888e-08	0.008677	0.0065778	0.02755	0.0019016	0.0026067	0.00017208	1.1315e-07	2.7078e-07	1.5337e-07	
1.6806e-07	3.4483e-07	0.041098	1.1425e-07	2.9896e-08	0.00024953	6.8425e-09	0.01	0.01	1.449e-07	0.00055913	3.3533e-08	0.0086773	0.0065791	0.027591	0.0019062	0.0026098	0.00017139	1.1224e-07	2.7393e-07	1.5519e-07	
1.6194e-07	3.5669e-07	0.041073	1.1677e-07	4.5811e-08	0.00025295	9.4066e-09	0.01	0.01	1.51e-07	0.0005625	3.0744e-08	0.0086776	0.0065803	0.027632	0.0019107	0.0026128	0.00017069	1.0593e-07	2.6691e-07	1.4974e-07	
1.6812e-07	3.8004e-07	0.041049	1.3052e-07	8.4194e-08	0.00025637	1.6309e-08	0.01	0.01	1.6107e-07	0.0005659	2.5521e-08	0.0086779	0.0065816	0.027674	0.0019153	0.0026158	0.00017001	1.0526e-07	2.6717e-07	1.5308e-07	
1.8804e-07	4.1724e-07	0.041028	1.5823e-07	8.8008e-08	0.00025979	3.1647e-08	0.01	0.01	1.7561e-07	0.00056935	1.7862e-08	0.0086782	0.006583	0.027717	0.0019199	0.0026189	0.00016935	1.1009e-07	2.7469e-07	1.657e-07	
2.2679e-07	4.4619e-07	0.041008	1.3291e-07	8.1178e-08	0.0002632	3.1284e-08	0.01	0.01	1.9537e-07	0.00057283	1.6688e-08	0.0086786	0.0065843	0.027759	0.0019244	0.0026221	0.0001687	1.0953e-07	2.7192e-07	1.7066e-07	
2.5399e-07	4.6728e-07	0.040988	9.316e-08	6.6272e-08	0.00026661	2.6669e-08	0.01	0.01	2.0928e-07	0.00057629	1.0335e-08	0.0086789	0.0065856	0.027801	0.001929	0.0026253	0.00016804	1.0356e-07	2.5885e-07	1.6805e-07	
2.7053e-07	5.0317e-07	0.040967	1.2534e-07	3.9509e-08	0.00027002	1.6216e-08	0.01	0.01	2.1743e-07	0.00057973	1.8983e-08	0.0086792	0.0065868	0.027843	0.0019335	0.0026284	0.00016737	1.0314e-07	2.5315e-07	1.7505e-07	
2.7692e-07	5.3055e-07	0.040945	1.4396e-07	5.1932e-08	0.00027343	2.4384e-08	0.01	0.01	2.1988e-07	0.00058314	2.2047e-08	0.0086795	0.0065881	0.027884	0.0019381	0.0026314	0.00016668	9.7421e-08	2.3729e-07	1.7443e-07	
3.0188e-07	5.7494e-07	0.040926	1.7889e-07	4.1582e-08	0.00027683	1.9899e-08	0.01	0.01	2.2756e-07	0.0005866	3.2827e-08	0.0086798	0.0065894	0.027927	0.0019426	0.0026346	0.00016601	9.7055e-08	2.2842e-07	1.8377e-07	
3.158e-07	6.0979e-07	0.041034	1.9754e-07	2.3868e-08	0.00028022	1.1261e-08	0.01	0.01	2.2946e-07	0.00059003	3.7053e-08	0.0086801	0.0065907	0.027969	0.0019471	0.0026377	0.00016532	9.1406e-08	3.5455e-07	1.8511e-07	
3.1915e-07	6.3576e-07	0.041141	2.0202e-07	3.5066e-08	0.00028362	1.7788e-08	0.01	0.01	2.2562e-07	0.00059344	1.0114e-07	0.0086804	0.006592	0.02801	0.0019517	0.0026408	0.00016462	8.0446e-08	4.6368e-07	1.7872e-07	
3.4196e-07	6.7962e-07	0.041252	2.2351e-07	2.6764e-08	0.00028701	1.3189e-08	0.01	0.01	2.27e-07	0.00059689	1.2008e-07	0.0086808	0.0065933	0.028053	0.0019562	0.0026439	0.00016394	7.462e-08	6.008e-07	1.8227e-07	
3.5367e-07	7.1396e-07	0.041362	2.3051e-07	5.1366e-08	0.00029039	2.6366e-08	0.01	0.01	2.2272e-07	0.00060032	3.0786e-07	0.0086811	0.0065946	0.028095	0.0019607	0.002647	0.00016324	6.3777e-08	7.1967e-07	1.7826e-07	
3.6255e-07	7.6708e-07	0.041373	2.5457e-07	7.2356e-08	0.00029377	3.7317e-08	0.01	0.01	2.2305e-07	0.00060379	4.9338e-07	0.0086814	0.0065959	0.028139	0.0019652	0.0026502	0.00016256	5.6962e-08	8.68e-07	1.8318e-07	
3.6861e-07	8.426e-07	0.041385	2.9695e-07	8.9734e-08	0.00029715	4.6041e-08	0.01	0.01	2.276e-07	0.00060729	6.7664e-07	0.0086817	0.0065973	0.028182	0.0019697	0.0026534	0.0001619	5.3158e-08	1.0507e-06	1.9695e-07	
3.7184e-07	9.4691e-07	0.041399	3.6357e-07	1.035e-07	0.00030053	5.2539e-08	0.01	0.01	2.3648e-07	0.00061082	8.5765e-07	0.008682	0.0065987	0.028227	0.0019743	0.0026567	0.00016125	5.1973e-08	1.2755e-06	2.2121e-07	
3.7225e-07	1.0378e-06	0.041413	4.1342e-07	1.1365e-07	0.0003039	5.681e-08	0.01	0.01	2.4014e-07	0.00061434	1.0364e-06	0.0086823	0.0066	0.028272	0.0019788	0.0026599	0.00016059	4.6676e-08	1.4778e-06	2.377e-07	
3.6983e-07	1.1163e-06	0.041426	4.4729e-07	1.202e-07	0.00030727	5.8855e-08	0.01	0.01	2.3859e-07	0.00061783	1.2129e-06	0.0086827	0.0066014	0.028316	0.0019833	0.0026631	0.00015992	3.7201e-08	1.6585e-06	2.4665e-07	
3.6459e-07	1.1806e-06	0.041441	5.0861e-07	1.2313e-07	0.00031064	5.8674e-08	0.01	0.01	2.416e-07	0.00062137	1.3871e-06	0.008683	0.0066028	0.02836	0.0019877	0.0026664	0.00015926	5.7058e-08	1.8176e-06	2.4793e-07	
3.5652e-07	1.2023e-06	0.041457	4.6741e-07	1.2245e-07	0.000314	5.6266e-08	0.01	0.01	2.4939e-07	0.00062493	1.5591e-06	0.0086833	0.0066042	0.02834	0.0019922	0.0026697	0.00015862	6.3896e-08	2.0244e-06	2.6082e-07	
3.4563e-07	1.2415e-06	0.041475	4.4782e-07	1.1816e-07	0.00031736	5.1632e-08	0.01	0.01	2.6126e-07	0.00062853	1.7288e-06	0.0086836	0.0066057	0.028322	0.0019967	0.002673	0.00015799	7.3733e-08	2.2767e-06	2.8408e-07	
3.3191e-07	1.2729e-06	0.041493	4.1469e-07	1.1025e-07	0.00032072	4.4772e-08	0.01	0.01	2.6831e-07	0.00063212	1.8963e-06	0.0086839	0.0066071	0.028302	0.0020012	0.0026763	0.00015735	7.9499e-08	2.5078e-06	3.0033e-07	
3.3192e-07	1.3224e-06	0.041511	4.0014e-07	1.1541e-07	0.00032407	4.4289e-08	0.01	0.01	2.7938e-07	0.00063573	1.8987e-06	0.0086842	0.0066086	0.028284	0.0020057	0.0026797	0.00015672	8.845e-08	2.7883e-06	3.2771e-07	
3.4575e-07	1.3936e-06	0.041532	4.0292e-07	1.3567e-07	0.00032742	5.0053e-08	0.01	0.01	2.9488e-07	0.00063937	1.7408e-06	0.0086846	0.0066101	0.028266	0.0020102	0.0026831	0.00015611	1.013e-07	3.1282e-06	3.6896e-07	
3.5146e-07	1.455e-06	0.041552	3.9254e-07	1.4613e-07	0.00033077	5.0889e-08	0.01	0.01	3.053e-07	0.000643	1.5497e-06	0.008685	0.0066116	0.028248	0.0020146	0.0026865	0.00015548	1.0967e-07	3.4412e-06	4.0162e-07	
3.7668e-07	1.5476e-06	0.041574	4.0553e-07	1.17e-07	0.00033411	3.0983e-08	0.01	0.01	3.2225e-07	0.00064667	9.8132e-07	0.0086854	0.0066132	0.02823	0.0020191	0.00269	0.00015487	1.2421e-07	3.8396e-06	4.5566e-07	
4.2864e-07	1.6827e-06	0.041597	4.4599e-07	2.0268e-08	0.00033745	2.3295e-08	0.01	0.01	3.4698e-07	0.00065038	7.3525e-07	0.0086858	0.0066147	0.028213	0.0020235	0.0026935	0.00015428	1.4708e-07	4.3488e-06	5.4039e-07	
4.6591e-07	1.7974e-06	0.04162	4.6749e-07	8.7399e-09	0.00034078	9.3578e-09	0.01	0.01	3.6488e-07	0.00065406	4.4008e-07	0.0086862	0.0066163	0.028196	0.002028	0.0026969	0.00015367	1.6322e-07	4.806e-06	6.0852e-07	
4.8968e-07	1.8942e-06	0.041642	4.7062e-07	1.3654e-08	0.00034412	1.1419e-08	0.01	0.01	3.7608e-07	0.00065772	4.1494e-07	0.0086866	0.0066178	0.028179	0.0020324	0.0027004	0.00015305	1.7298e-07	5.2153e-06	6.6152e-07	
5.4299e-07	2.0366e-06	0.041667	5.0269e-07	4.9975e-09	0.00034744	3.7897e-09	0.01	0.01	3.9537e-07	0.00066143	3.1787e-07	0.008687	0.0066194	0.028162	0.0020369	0.0027039	0.00015244	1.9166e-07	5.7428e-06	7.4829e-07	
5.8068e-07	2.1582e-06	0.04169	5.1557e-07	8.0135e-09	0.00035077	5.0785e-09	0.01	0.01	4.0777e-07	0.00066511	1.847e-07	0.0086874	0.006621	0.028146	0.0020413	0.0027074	0.00015545	2.0356e-07	6.2165e-06	8.1748e-07	
