Pygoscelis_adeliae	Phalacrocorax_carbo	Phaethon_lepturus	Pelecanus_crispus	Nipponia_nippon	Haliaeetus_leucocephalus	Gavia_stellata	Fulmarus_glacialis	Falco_peregrinus	Falco_cherrug	Egretta_garzetta	Charadrius_vociferus	Calidris_pugnax	Buteo_japonicus	Aquila_chrysaetos_chrysaetos	Aptenodytes_forsteri	
0.00017413	4.98e-07	2.127e-07	1.6443e-06	0.0062714	0.00024436	1.5936e-06	0.00018347	0.01	0.01	0.00011404	7.3402e-08	0.00011225	2.6933e-05	2.5692e-05	0.0034399	
0.00017533	5.6268e-07	2.1197e-07	1.6577e-06	0.0063592	0.00024322	1.5568e-06	0.00018938	0.01	0.01	0.00011432	6.0488e-08	0.00011177	2.6936e-05	2.4951e-05	0.0034706	
0.00018273	1.2324e-06	2.0923e-07	1.6656e-06	0.0064459	0.00024207	1.5134e-06	0.00021484	0.01	0.01	0.00011458	7.7812e-08	0.00011116	2.6933e-05	2.4201e-05	0.0034893	
0.00019008	1.8841e-06	2.0455e-07	1.6681e-06	0.0065316	0.00024092	1.465e-06	0.00023987	0.01	0.01	0.00011481	9.3393e-08	0.00011047	2.6922e-05	2.344e-05	0.0035079	
0.00019758	2.5852e-06	2.0039e-07	1.6743e-06	0.0066211	0.00023977	1.4238e-06	0.00026651	0.01	0.01	0.00011511	1.0931e-07	0.00011004	2.6915e-05	2.2701e-05	0.0035269	
0.00020523	3.3428e-06	1.968e-07	1.6845e-06	0.0067147	0.00023864	1.3896e-06	0.00029495	0.01	0.01	0.00011548	1.2572e-07	0.00010986	2.691e-05	2.1983e-05	0.0035462	
0.00021304	4.1581e-06	1.9363e-07	1.6981e-06	0.0068125	0.00023751	1.3616e-06	0.00032519	0.01	0.01	0.00011591	1.4261e-07	0.0001099	2.6908e-05	2.1284e-05	0.0035658	
0.0002208	4.9559e-06	1.8868e-07	1.707e-06	0.0069093	0.00023638	1.3295e-06	0.00035504	0.01	0.01	0.00011632	1.5781e-07	0.00010989	2.6899e-05	2.0578e-05	0.0035854	
0.00022872	5.8153e-06	1.8413e-07	1.7194e-06	0.00692	0.00023526	1.3034e-06	0.00038677	0.01	0.01	0.00011681	1.7357e-07	0.0001074	2.6893e-05	1.989e-05	0.0036053	
0.00023659	6.6544e-06	1.7774e-07	1.7267e-06	0.0069304	0.00023413	1.273e-06	0.00041806	0.01	0.01	0.00011726	1.8757e-07	0.00010477	2.688e-05	1.9195e-05	0.0036252	
0.00024441	7.4741e-06	1.6951e-07	1.7291e-06	0.0069404	0.00023299	1.2384e-06	0.0004489	0.01	0.01	0.0001177	1.9982e-07	0.00010199	2.6861e-05	1.8491e-05	0.0036449	
0.00025239	8.3598e-06	1.6173e-07	1.7352e-06	0.0069517	0.00023187	1.2098e-06	0.00048175	0.01	0.01	0.0001182	2.1273e-07	9.9774e-05	2.6844e-05	1.7806e-05	0.003665	
0.00026054	9.3174e-06	1.5434e-07	1.7452e-06	0.0069643	0.00023075	1.187e-06	0.00051674	0.01	0.01	0.00011878	2.2634e-07	9.8022e-05	2.683e-05	1.714e-05	0.0036855	
0.00026864	1.0256e-05	1.452e-07	1.7505e-06	0.0069765	0.00022963	1.1603e-06	0.00055131	0.01	0.01	0.00011933	2.3825e-07	9.6179e-05	2.681e-05	1.6466e-05	0.0037059	
0.00027692	1.1271e-05	1.3642e-07	1.7596e-06	0.0069901	0.00022852	1.1391e-06	0.00058814	0.01	0.01	0.00011996	2.5098e-07	8.7074e-05	2.6792e-05	1.5811e-05	0.0037267	
0.00028537	1.2371e-05	1.2797e-07	1.7728e-06	0.0070051	0.00022742	1.1234e-06	0.00062739	0.01	0.01	0.00012067	2.6458e-07	7.9696e-05	2.6778e-05	1.5174e-05	0.0037478	
0.00029399	1.3564e-05	1.1979e-07	1.7901e-06	0.0070214	0.00022633	1.1129e-06	0.00066922	0.01	0.01	0.00012146	2.7915e-07	7.3728e-05	2.6766e-05	1.4554e-05	0.0037693	
0.00030281	1.4859e-05	1.1187e-07	1.8117e-06	0.0070392	0.00022523	1.1077e-06	0.00067756	0.01	0.01	0.00012234	2.9483e-07	6.8917e-05	2.6748e-05	1.3927e-05	0.0037912	
0.0003118	1.6259e-05	1.0405e-07	1.8374e-06	0.0070585	0.00022413	1.1073e-06	0.00068648	0.01	0.01	0.0001233	3.1158e-07	6.4996e-05	2.6732e-05	1.3315e-05	0.0038135	
0.00032075	1.7631e-05	9.4499e-08	1.8581e-06	0.0070774	0.00022304	1.103e-06	0.00069526	0.01	0.01	0.00012423	3.2649e-07	6.0891e-05	2.671e-05	1.2696e-05	0.0038357	
0.00032991	1.9122e-05	8.5113e-08	1.8833e-06	0.0070978	0.00022195	1.1041e-06	0.00069534	0.01	0.01	0.00012525	3.427e-07	5.7592e-05	2.6691e-05	1.2094e-05	0.0038329	
0.00033901	2.0578e-05	7.3943e-08	1.9033e-06	0.0071178	0.00022086	1.101e-06	0.00069535	0.01	0.01	0.00012625	3.5696e-07	5.411e-05	2.6665e-05	1.1485e-05	0.0038301	
0.00034806	2.2003e-05	6.1037e-08	1.9182e-06	0.0071374	0.00021975	1.0941e-06	0.0006953	0.01	0.01	0.00012721	3.6937e-07	5.0461e-05	2.6633e-05	1.0868e-05	0.0038272	
0.00035705	2.3394e-05	8.2514e-08	1.9278e-06	0.0073778	0.00021865	1.0831e-06	0.00069518	0.01	0.01	0.00012814	3.7984e-07	4.6606e-05	2.6593e-05	1.0243e-05	0.0038243	
0.00036599	2.4755e-05	1.0211e-07	1.9322e-06	0.0076158	0.00021753	1.068e-06	0.00069499	0.01	0.01	0.00012904	3.8844e-07	4.2547e-05	2.6547e-05	9.6102e-06	0.0038213	
0.00037488	2.6086e-05	1.1985e-07	1.9316e-06	0.0078516	0.0002164	1.0491e-06	0.00069474	0.01	0.01	0.00012992	3.9519e-07	3.8282e-05	2.6495e-05	8.9702e-06	0.0038183	
0.00038372	2.7391e-05	1.3576e-07	1.9259e-06	0.0080852	0.00021527	1.0263e-06	0.00069443	0.01	0.01	0.00013077	4.0012e-07	3.3805e-05	2.6436e-05	8.3229e-06	0.0038152	
0.00039273	2.8796e-05	1.5213e-07	1.924e-06	0.0083285	0.00021415	1.0079e-06	0.00069434	0.01	0.01	0.0001317	4.0601e-07	3.0126e-05	2.6379e-05	7.6906e-06	0.0038123	
0.00040192	3.0315e-05	1.6915e-07	1.926e-06	0.0085822	0.00021304	9.942e-07	0.00069447	0.01	0.01	0.00013271	4.13e-07	2.7135e-05	2.6324e-05	7.0734e-06	0.0038096	
0.00041107	3.1809e-05	1.8438e-07	1.9233e-06	0.0088341	0.00021192	9.7692e-07	0.00069455	0.01	0.01	0.0001337	4.1825e-07	2.4016e-05	2.6264e-05	6.4499e-06	0.0038068	
0.00042018	3.3276e-05	1.9781e-07	1.9158e-06	0.0090841	0.00021079	9.5609e-07	0.00069458	0.01	0.01	0.00013467	4.2175e-07	2.0765e-05	2.6197e-05	5.8199e-06	0.003804	
0.00042947	3.4857e-05	2.1185e-07	1.912e-06	0.0093443	0.00020968	9.3943e-07	0.00069482	0.01	0.01	0.00013572	4.2626e-07	1.8092e-05	2.6132e-05	5.2039e-06	0.0038013	
0.00043871	3.641e-05	2.2408e-07	1.9035e-06	0.0096025	0.00020855	9.1924e-07	0.00069501	0.01	0.01	0.00013674	4.2901e-07	1.5303e-05	2.6061e-05	4.5816e-06	0.0037986	
0.00044813	3.8084e-05	2.3697e-07	1.8985e-06	0.0098714	0.00020744	9.0311e-07	0.00069542	0.01	0.01	0.00013786	4.3279e-07	1.3012e-05	2.5993e-05	3.9729e-06	0.0037961	
0.00045775	3.9896e-05	2.5071e-07	1.8976e-06	0.010152	0.00020633	8.9125e-07	0.00069605	0.01	0.01	0.00013906	4.3774e-07	1.1151e-05	2.5926e-05	3.3785e-06	0.0037938	
0.00046756	4.0064e-05	2.6531e-07	1.9004e-06	0.010444	0.0002052	8.8328e-07	0.00069692	0.01	0.01	0.00014036	4.438e-07	9.6266e-06	2.5848e-05	3.3973e-06	0.0037916	
0.00047757	4.0274e-05	2.8094e-07	1.9072e-06	0.010749	0.00020408	8.7942e-07	0.00069802	0.01	0.01	0.00014177	4.5111e-07	8.3907e-06	2.5772e-05	3.4171e-06	0.0037896	
0.00048778	4.0527e-05	2.9757e-07	1.9178e-06	0.011067	0.00020297	8.7929e-07	0.00069934	0.01	0.01	0.00014328	4.5958e-07	7.3778e-06	2.5699e-05	3.4376e-06	0.0037878	
0.0004982	4.0822e-05	3.153e-07	1.9321e-06	0.011398	0.00020187	8.8288e-07	0.00070091	0.01	0.01	0.00014489	4.6923e-07	6.5481e-06	2.5628e-05	3.4588e-06	0.0037861	
0.00050883	4.1164e-05	3.3436e-07	1.9505e-06	0.011743	0.00020077	8.9057e-07	0.00069517	0.01	0.01	0.00014662	4.8027e-07	5.8775e-06	2.5559e-05	3.481e-06	0.0037846	
0.00051969	4.1556e-05	3.5486e-07	1.9732e-06	0.012103	0.00019969	9.0242e-07	0.00068985	0.01	0.01	0.00014847	4.9275e-07	5.3368e-06	2.5493e-05	3.5043e-06	0.0037833	
0.00053049	4.1933e-05	3.7341e-07	1.9911e-06	0.01246	0.0001986	9.1076e-07	0.00068444	0.01	0.01	0.0001503	5.034e-07	4.766e-06	2.542e-05	3.5233e-06	0.003782	
0.00054151	4.2359e-05	3.9336e-07	2.0129e-06	0.012832	0.00019752	9.2302e-07	0.00067941	0.01	0.01	0.00015224	5.154e-07	4.3008e-06	2.535e-05	3.543e-06	0.0037808	
0.00055248	4.277e-05	4.1133e-07	2.0299e-06	0.013202	0.00019643	9.3175e-07	0.00067429	0.01	0.01	0.00015415	5.2556e-07	3.8085e-06	2.5273e-05	3.5585e-06	0.0037796	
0.00056368	4.3234e-05	4.3095e-07	2.0513e-06	0.013272	0.00019535	9.4485e-07	0.00066956	0.01	0.01	0.0001562	5.3727e-07	3.4123e-06	2.5199e-05	3.5751e-06	0.0037785	
0.00057482	4.3682e-05	4.4849e-07	2.0676e-06	0.013341	0.00019426	9.5419e-07	0.00066477	0.01	0.01	0.0001582	5.4705e-07	2.989e-06	2.5119e-05	3.5873e-06	0.0037774	
0.00058619	4.4185e-05	4.6772e-07	2.0882e-06	0.013414	0.00019318	9.679e-07	0.00066034	0.01	0.01	0.00016035	5.5839e-07	2.6472e-06	2.5041e-05	3.6004e-06	0.0037765	
0.0005975	4.467e-05	4.8486e-07	2.1039e-06	0.013486	0.0001921	9.7789e-07	0.00065583	0.01	0.01	0.00016246	5.6781e-07	2.2818e-06	2.4956e-05	3.6093e-06	0.0037755	
0.00060905	4.5213e-05	5.0377e-07	2.1239e-06	0.013562	0.00019102	9.9228e-07	0.00065166	0.01	0.01	0.00016471	5.7881e-07	1.9858e-06	2.4874e-05	3.619e-06	0.0037747	
0.00062082	4.5812e-05	5.2438e-07	2.148e-06	0.01364	0.00018995	1.0109e-06	0.00064781	0.01	0.01	0.00016709	5.9129e-07	1.7438e-06	2.4793e-05	3.6295e-06	0.0037741	
0.00063254	4.6393e-05	5.4288e-07	2.1671e-06	0.013719	0.00018888	1.0257e-06	0.00064387	0.01	0.01	0.00016944	6.0184e-07	1.483e-06	2.4706e-05	3.6357e-06	0.0037734	
0.0006442	4.6957e-05	5.5927e-07	2.1811e-06	0.013796	0.00018779	1.0368e-06	0.00063985	0.01	0.01	0.00017175	6.1046e-07	1.203e-06	2.4613e-05	3.6376e-06	0.0037726	
0.00065609	4.7582e-05	5.7759e-07	2.1996e-06	0.013877	0.00018672	1.0525e-06	0.00063615	0.01	0.01	0.00017421	6.2075e-07	9.7434e-07	2.4522e-05	3.6403e-06	0.0037721	
0.00066794	4.8191e-05	5.9388e-07	2.2133e-06	0.013957	0.00018564	1.0647e-06	0.00063239	0.01	0.01	0.00017664	6.2919e-07	7.2984e-07	2.4425e-05	3.6389e-06	0.0037715	
0.00067974	4.8784e-05	6.0815e-07	2.2222e-06	0.014037	0.00018455	1.0733e-06	0.00062855	0.01	0.01	0.00017903	6.3578e-07	4.6909e-07	2.4322e-05	3.6333e-06	0.0037708	
0.00069178	4.9441e-05	6.2441e-07	2.2357e-06	0.01412	0.00018348	1.0866e-06	0.00062503	0.01	0.01	0.00018158	6.4406e-07	2.5352e-07	2.4221e-05	3.6287e-06	0.0037703	
0.00070377	5.0081e-05	6.3863e-07	2.2443e-06	0.014203	0.00018239	1.0963e-06	0.00062144	0.01	0.01	0.00018409	6.5042e-07	2.6088e-07	2.4114e-05	3.6198e-06	0.0037698	
0.000716	5.0784e-05	6.5476e-07	2.2571e-06	0.014289	0.00018131	1.1105e-06	0.00061813	0.01	0.01	0.00018676	6.5837e-07	2.734e-07	2.4009e-05	3.6117e-06	0.0037695	
0.00072817	5.1471e-05	6.6882e-07	2.2651e-06	0.014375	0.00018023	1.1211e-06	0.00061476	0.01	0.01	0.00018938	6.6444e-07	2.7787e-07	2.3897e-05	3.5994e-06	0.003769	
0.00074063	5.2139e-05	6.8081e-07	2.2682e-06	0.014459	0.00017914	1.128e-06	0.00061106	0.01	0.01	0.00019197	6.6864e-07	2.7427e-07	2.3779e-05	3.5828e-06	0.0037689	
0.00075304	5.279e-05	6.9074e-07	2.2664e-06	0.014543	0.00017804	1.1313e-06	0.00060729	0.01	0.01	0.00019452	6.7095e-07	2.6259e-07	2.3655e-05	3.562e-06	0.0037686	
0.00076539	5.3421e-05	6.9848e-07	2.2594e-06	0.014626	0.00017694	1.1307e-06	0.00060345	0.01	0.01	0.00019703	6.7121e-07	4.6476e-07	2.5383e-05	3.5357e-06	0.0037683	
0.00077798	5.4118e-05	7.0817e-07	2.2567e-06	0.014714	0.00017584	1.1347e-06	0.00059989	0.01	0.01	0.0001997	6.7309e-07	7.0708e-07	2.7132e-05	3.5101e-06	0.0037682	
0.00079052	5.4796e-05	7.158e-07	2.2492e-06	0.014801	0.00017474	1.135e-06	0.00059627	0.01	0.01	0.00020232	6.7309e-07	9.3367e-07	2.8872e-05	3.4803e-06	0.003768	
0.00080333	5.5546e-05	7.2555e-07	2.2463e-06	0.014891	0.00017365	1.1402e-06	0.00059295	0.01	0.01	0.00020512	6.7484e-07	1.2102e-06	3.0633e-05	3.4515e-06	0.003768	
0.0008164	5.6372e-05	7.3749e-07	2.248e-06	0.014986	0.00017256	1.1502e-06	0.00058992	0.01	0.01	0.0002081	6.7834e-07	1.5483e-06	3.2417e-05	3.4237e-06	0.0037682	
0.00082973	5.7273e-05	7.5149e-07	2.2538e-06	0.015085	0.00017148	1.1649e-06	0.00058714	0.01	0.01	0.00021126	6.8346e-07	1.5594e-06	3.4222e-05	3.3965e-06	0.0037686	
0.00084299	5.8152e-05	7.633e-07	2.2546e-06	0.015183	0.0001704	1.1757e-06	0.00058429	0.01	0.01	0.00021437	6.8662e-07	1.5587e-06	3.6017e-05	3.365e-06	0.0037688	
0.0008562	5.9012e-05	7.7304e-07	2.2505e-06	0.015281	0.00016931	1.1829e-06	0.00058139	0.01	0.01	0.00021744	6.8793e-07	1.5469e-06	3.7804e-05	3.3293e-06	0.0037691	
0.00086967	5.995e-05	7.8487e-07	2.2506e-06	0.015382	0.00016822	1.1948e-06	0.00057873	0.01	0.01	0.00022069	6.9084e-07	1.5554e-06	3.9612e-05	3.2942e-06	0.0037695	
0.00088308	6.0866e-05	7.945e-07	2.2457e-06	0.015483	0.00016713	1.2028e-06	0.00057601	0.01	0.01	0.00022389	6.918e-07	1.5521e-06	4.141e-05	3.2549e-06	0.0037699	
0.00089642	6.1759e-05	8.0194e-07	2.2356e-06	0.015583	0.00016604	1.2069e-06	0.00057323	0.01	0.01	0.00022705	6.908e-07	1.537e-06	4.32e-05	3.2112e-06	0.0037702	
0.00091003	6.2732e-05	8.1149e-07	2.2298e-06	0.015687	0.00016495	1.2158e-06	0.00057068	0.01	0.01	0.00023039	6.9142e-07	1.542e-06	4.501e-05	3.1681e-06	0.0037707	
0.00092357	6.3683e-05	8.1885e-07	2.2189e-06	0.015789	0.00016385	1.2208e-06	0.00056808	0.01	0.01	0.00023368	6.9008e-07	1.5353e-06	4.6812e-05	3.1208e-06	0.0037711	
0.00093706	6.4613e-05	8.2412e-07	2.2031e-06	0.015892	0.00016274	1.2221e-06	0.00056541	0.01	0.01	0.00023693	6.8688e-07	1.5175e-06	4.8605e-05	3.0692e-06	0.0037715	
0.00095049	6.5522e-05	8.2732e-07	2.1826e-06	0.015993	0.00016163	1.2199e-06	0.00056268	0.01	0.01	0.00024014	6.8182e-07	1.4888e-06	5.0389e-05	3.0135e-06	0.0037718	
0.00096419	6.6515e-05	8.3264e-07	2.1662e-06	0.016099	0.00016053	1.2223e-06	0.0005602	0.01	0.01	0.00024354	6.7837e-07	1.4801e-06	5.2195e-05	2.9584e-06	0.0037723	
0.00097816	6.7596e-05	8.4011e-07	2.1538e-06	0.016209	0.00015944	1.2294e-06	0.00055796	0.01	0.01	0.00024714	6.765e-07	1.491e-06	5.4023e-05	2.9039e-06	0.003773	
0.00099207	6.8655e-05	8.455e-07	2.1367e-06	0.016318	0.00015833	1.2329e-06	0.00055565	0.01	0.01	0.00025069	6.7278e-07	1.491e-06	5.5842e-05	2.8452e-06	0.0037736	
0.0010063	6.9813e-05	8.5326e-07	2.1239e-06	0.016433	0.00015724	1.2415e-06	0.00055359	0.01	0.01	0.00025447	6.7079e-07	1.5122e-06	5.7685e-05	2.7873e-06	0.0037744	
0.0010204	7.0944e-05	8.5881e-07	2.1062e-06	0.016546	0.00015614	1.2463e-06	0.00055147	0.01	0.01	0.00025819	6.6686e-07	1.5216e-06	5.9519e-05	2.7251e-06	0.0037752	
0.0010345	7.2049e-05	8.6215e-07	2.0834e-06	0.016658	0.00015503	1.2472e-06	0.00054928	0.01	0.01	0.00026186	6.6098e-07	1.5193e-06	6.1343e-05	2.6586e-06	0.0037759	
0.0010488	7.3256e-05	8.6788e-07	2.065e-06	0.016775	0.00015393	1.2532e-06	0.00054733	0.01	0.01	0.00026575	6.5681e-07	1.5384e-06	6.3191e-05	2.5928e-06	0.0037767	
0.0010635	7.4567e-05	8.7585e-07	2.0504e-06	0.016898	0.00015284	1.264e-06	0.0005456	0.01	0.01	0.00026548	6.542e-07	1.5783e-06	6.5062e-05	2.5275e-06	0.0037778	
0.0010781	7.5849e-05	8.8159e-07	2.0309e-06	0.017019	0.00015174	1.271e-06	0.0005438	0.01	0.01	0.00026517	6.4965e-07	1.6061e-06	6.6923e-05	2.4579e-06	0.0037787	
0.001093	7.724e-05	8.896e-07	2.0153e-06	0.017145	0.00015065	1.2829e-06	0.00054222	0.01	0.01	0.00026496	6.4663e-07	1.6557e-06	6.8808e-05	2.3888e-06	0.0037799	
0.0011078	7.8605e-05	8.955e-07	1.9949e-06	0.017271	0.00014955	1.291e-06	0.00054059	0.01	0.01	0.00026472	6.4169e-07	2.6038e-06	7.0684e-05	2.3155e-06	0.003781	
0.0011229	8.0091e-05	9.0389e-07	1.9786e-06	0.017402	0.00014846	1.3046e-06	0.00053917	0.01	0.01	0.00026458	6.3843e-07	3.764e-06	7.2585e-05	2.2428e-06	0.0037823	
0.001138	8.1549e-05	9.1016e-07	1.9577e-06	0.017532	0.00014736	1.3144e-06	0.00053771	0.01	0.01	0.00026442	6.3332e-07	4.8735e-06	7.4477e-05	2.1659e-06	0.0037835	
0.001153	8.298e-05	9.1431e-07	1.9319e-06	0.017661	0.00014626	1.3205e-06	0.00053619	0.01	0.01	0.00026423	6.2637e-07	5.9341e-06	7.636e-05	2.0849e-06	0.0037847	
0.0011683	8.2753e-05	9.2078e-07	1.91e-06	0.017795	0.00014516	1.3317e-06	0.00053488	0.01	0.01	0.00026414	6.2093e-07	7.2218e-06	7.8267e-05	2.0043e-06	0.0037861	
0.0011839	8.2583e-05	9.2961e-07	1.8917e-06	0.017935	0.00014407	1.348e-06	0.00053377	0.01	0.01	0.00026414	6.1696e-07	8.7854e-06	8.0199e-05	1.924e-06	0.0037876	
0.0011994	8.2395e-05	9.3618e-07	1.8684e-06	0.018074	0.00014297	1.3603e-06	0.0005326	0.01	0.01	0.00026411	6.1108e-07	1.0273e-05	8.2121e-05	1.8394e-06	0.0037891	
0.0012153	8.2267e-05	9.4534e-07	1.8492e-06	0.018219	0.00014188	1.3782e-06	0.00053164	0.01	0.01	0.00026418	6.0679e-07	1.21e-05	8.4068e-05	1.7553e-06	0.0037907	
0.0012315	8.2199e-05	9.5714e-07	1.8338e-06	0.018371	0.0001408	1.4019e-06	0.00053088	0.01	0.01	0.00026435	6.0409e-07	1.4342e-05	8.6043e-05	1.6716e-06	0.0037925	
0.001248	8.2188e-05	9.7166e-07	1.8222e-06	0.018529	0.00013973	1.4317e-06	0.00053032	0.01	0.01	0.00026462	6.0299e-07	1.4735e-05	8.8044e-05	1.5882e-06	0.0037945	
0.0012645	8.2163e-05	9.8402e-07	1.806e-06	0.018686	0.00013865	1.4576e-06	0.00052972	0.01	0.01	0.00026486	6.0005e-07	1.51e-05	9.0036e-05	1.5007e-06	0.0037965	
0.0012813	8.2193e-05	9.9894e-07	1.7932e-06	0.018849	0.00013757	1.4893e-06	0.0005293	0.01	0.01	0.0002652	5.9854e-07	1.5575e-05	9.2055e-05	1.4133e-06	0.0037986	
0.001298	8.2205e-05	1.0116e-06	1.7755e-06	0.019012	0.00013649	1.5169e-06	0.00052883	0.01	0.01	0.00026551	5.9511e-07	1.6015e-05	9.4063e-05	1.3216e-06	0.0038007	
0.0013147	8.2202e-05	1.022e-06	1.7532e-06	0.019172	0.00013902	1.5406e-06	0.00052831	0.01	0.01	0.0002658	5.8985e-07	1.6426e-05	9.6061e-05	1.2259e-06	0.0038027	
0.0013313	8.2182e-05	1.0301e-06	1.7259e-06	0.019332	0.00014154	1.5601e-06	0.00052774	0.01	0.01	0.00026605	5.8267e-07	1.6804e-05	9.8046e-05	1.3839e-06	0.0038047	
0.0013478	8.2144e-05	1.0359e-06	1.6936e-06	0.01949	0.00014406	1.5756e-06	0.00052711	0.01	0.01	0.00026628	5.7357e-07	1.7151e-05	0.00010002	1.5374e-06	0.0038066	
0.0013642	8.2088e-05	1.0394e-06	1.6565e-06	0.019646	0.00014656	1.587e-06	0.00052642	0.01	0.01	0.00026648	5.6254e-07	1.7466e-05	0.00010198	1.6864e-06	0.0038085	
0.001381	8.2091e-05	1.0457e-06	1.6231e-06	0.01981	0.00014909	1.6046e-06	0.00052594	0.01	0.01	0.00026677	5.5309e-07	1.7896e-05	0.00010398	1.8371e-06	0.0038105	
0.0013981	8.215e-05	1.0547e-06	1.5932e-06	0.01998	0.00015163	1.6282e-06	0.00052564	0.01	0.01	0.00026293	5.4503e-07	1.845e-05	0.00010599	1.9894e-06	0.0038127	
0.0014152	8.2192e-05	1.0613e-06	1.5583e-06	0.020149	0.00015416	1.6476e-06	0.00052529	0.01	0.01	0.00025903	5.3506e-07	1.8966e-05	0.000108	2.1371e-06	0.0038149	
0.0014321	8.2215e-05	1.0655e-06	1.5185e-06	0.020316	0.00015668	1.6628e-06	0.00052489	0.01	0.01	0.00025507	5.2318e-07	1.9445e-05	0.00011	2.2803e-06	0.003817	
0.0014494	8.2295e-05	1.0725e-06	1.482e-06	0.02049	0.00015922	1.6841e-06	0.00052467	0.01	0.01	0.00025133	5.1269e-07	1.911e-05	0.00011202	2.4252e-06	0.0038193	
0.0014667	8.2359e-05	1.0772e-06	1.4409e-06	0.020663	0.00016176	1.7015e-06	0.0005244	0.01	0.01	0.00024754	5.0037e-07	1.8745e-05	0.00011404	2.5657e-06	0.0038216	
0.0014843	8.2484e-05	1.0848e-06	1.4033e-06	0.020844	0.00016431	1.7257e-06	0.00052434	0.01	0.01	0.00024398	4.8954e-07	1.849e-05	0.00011608	2.7082e-06	0.003824	
0.0015018	8.2589e-05	1.0901e-06	1.3608e-06	0.021023	0.00016685	1.7455e-06	0.00052421	0.01	0.01	0.00024037	4.7678e-07	1.8203e-05	0.00011812	2.8461e-06	0.0038264	
0.0015197	8.2757e-05	1.0984e-06	1.3219e-06	0.02121	0.00016941	1.584e-06	0.00052429	0.01	0.01	0.00023697	4.6553e-07	1.802e-05	0.00012018	2.9863e-06	0.0038289	
0.001538	8.2989e-05	1.1099e-06	1.2865e-06	0.021406	0.00017196	1.4382e-06	0.00052458	0.01	0.01	0.00023379	4.5574e-07	1.7932e-05	0.00012223	3.1218e-06	0.0038316	
0.0015567	8.3282e-05	1.1244e-06	1.2541e-06	0.021611	0.00017453	1.3058e-06	0.00052506	0.01	0.01	0.0002308	4.4722e-07	1.7929e-05	0.00012431	3.2594e-06	0.0038346	
0.0015758	8.3643e-05	1.1422e-06	1.2249e-06	0.021825	0.00017712	1.1863e-06	0.00052576	0.01	0.01	0.000228	4.4008e-07	1.8018e-05	0.00012643	3.3997e-06	0.0038377	
0.0015953	8.4072e-05	1.1634e-06	1.1987e-06	0.022048	0.00017972	1.078e-06	0.00052666	0.01	0.01	0.00022538	4.342e-07	1.8199e-05	0.00012857	3.5426e-06	0.003841	
0.0016153	8.4574e-05	1.1881e-06	1.1754e-06	0.022282	0.00018235	9.8014e-07	0.00052777	0.01	0.01	0.00022294	4.2961e-07	1.8482e-05	0.00013075	3.6884e-06	0.0038445	
0.0016351	8.5051e-05	1.2101e-06	1.147e-06	0.022513	0.00018496	8.7678e-07	0.00052882	0.01	0.01	0.00022044	4.2303e-07	1.873e-05	0.00013291	3.8291e-06	0.0038479	
0.0016548	8.5499e-05	1.2291e-06	1.1132e-06	0.022741	0.00018756	9.3557e-07	0.00052979	0.01	0.01	0.00021788	4.143e-07	1.8939e-05	0.00013506	3.9642e-06	0.0038513	
0.0016751	8.6044e-05	1.2532e-06	1.084e-06	0.022983	0.00019001	8.9561e-07	0.00053103	0.01	0.01	0.00021554	4.0758e-07	1.9286e-05	0.00013707	5.1395e-06	0.0038549	
0.0016952	8.6552e-05	1.2738e-06	1.049e-06	0.02322	0.00019244	8.5028e-07	0.00053218	0.01	0.01	0.00021312	3.9852e-07	1.9582e-05	0.00013906	6.298e-06	0.0038584	
0.0017158	8.7153e-05	1.2992e-06	1.0179e-06	0.02347	0.00019489	8.1176e-07	0.00053359	0.01	0.01	0.0002109	3.9117e-07	2.0018e-05	0.00014108	7.495e-06	0.0038621	
0.001737	8.7851e-05	1.3296e-06	9.9057e-07	0.023734	0.00019737	7.7943e-07	0.00053528	0.01	0.01	0.00020886	3.8548e-07	2.0621e-05	0.00014315	8.732e-06	0.0038661	
0.0017587	8.8655e-05	1.3653e-06	9.668e-07	0.024012	0.00019986	7.5286e-07	0.00053726	0.01	0.01	0.00020699	3.8139e-07	2.1431e-05	0.00014525	1.0011e-05	0.0038703	
0.001781	8.958e-05	1.4072e-06	9.4688e-07	0.024306	0.00020239	7.3216e-07	0.00053955	0.01	0.01	0.0002053	3.7907e-07	2.2524e-05	0.0001474	1.1336e-05	0.0038748	
0.0018032	9.0463e-05	1.4455e-06	9.215e-07	0.024596	0.0002049	7.0691e-07	0.00054174	0.01	0.01	0.00020355	3.7456e-07	2.3521e-05	0.00014953	1.2644e-05	0.0038792	
0.0018252	9.1304e-05	1.48e-06	8.9049e-07	0.024881	0.0002074	6.7688e-07	0.00054382	0.01	0.01	0.00020174	3.678e-07	2.4426e-05	0.00015164	1.3934e-05	0.0038835	
0.0018478	9.2287e-05	1.5219e-06	8.642e-07	0.025185	0.00020993	6.5367e-07	0.00054627	0.01	0.01	0.00020012	3.6318e-07	2.4475e-05	0.0001538	1.5277e-05	0.003888	
0.0018703	9.3216e-05	1.5594e-06	1.0417e-06	0.025482	0.00021244	6.2678e-07	0.00054858	0.01	0.01	0.00019844	3.5615e-07	2.4468e-05	0.00015594	1.6599e-05	0.0038925	
