Trachypithecus_francoisi	Theropithecus_gelada	Sapajus_apella	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Propithecus_coquereli	Prolemur_simus	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Otolemur_garnettii	Nomascus_leucogenys	Microcebus_murinus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Hylobates_moloch	Homo_sapiens	Gorilla_gorilla	Colobus_angolensis	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_imitator	Carlito_syrichta	Callithrix_jacchus	Aotus_nancymaae	
0.00026782	0.00010245	9.1656e-05	6.78e-07	0.00069904	0.008963	0.001512	2.2314e-05	0.00048788	0.0040933	0.0017364	0.0099878	0.0099878	1.2432e-07	0.00010473	4.2037e-07	0.0024676	0.013892	0.01	0.01	0.00070016	0.00028575	0.0032704	0.0084362	3.1769e-05	0.00068624	0.00034218	9.7611e-05	0.00073544	0.00023899	
0.00026523	0.0001007	9.0434e-05	7.1499e-07	0.00069671	0.0089629	0.0016017	2.2485e-05	0.00047633	0.0040928	0.0017368	0.0099878	0.0099878	1.2612e-07	0.00010467	4.197e-07	0.0024635	0.013879	0.01	0.01	0.00069632	0.00028274	0.0032897	0.008436	3.2485e-05	0.0006835	0.00034124	0.00010406	0.0007391	0.00023695	
0.00026266	9.8961e-05	8.9231e-05	7.5487e-07	0.0006944	0.0089628	0.001689	2.2643e-05	0.000465	0.0040923	0.0017372	0.0099878	0.0099878	1.226e-07	0.00010462	4.1176e-07	0.0024594	0.013866	0.01	0.01	0.00069249	0.0002798	0.0033092	0.0084358	3.3225e-05	0.00068077	0.00034033	0.00011288	0.00074305	0.00023495	
0.00026012	9.7233e-05	8.8047e-05	7.9797e-07	0.0006921	0.0089627	0.0017844	2.2833e-05	0.00045387	0.0040918	0.0017377	0.0099878	0.0099878	1.2089e-07	0.00010457	4.0454e-07	0.0024555	0.013852	0.01	0.01	0.00068869	0.00027692	0.0033289	0.0084357	3.3988e-05	0.00067805	0.00033945	0.00012414	0.00074729	0.00023299	
0.00025756	9.5495e-05	8.6849e-05	8.3602e-07	0.0006898	0.0089626	0.0018773	2.3009e-05	0.00044269	0.0040913	0.0017382	0.0099878	0.0099878	1.1569e-07	0.00010452	3.8997e-07	0.0024516	0.013839	0.01	0.01	0.00068487	0.00027401	0.0033486	0.0084355	3.4736e-05	0.00067532	0.00033856	0.00013458	0.00075144	0.00023102	
0.00025498	9.3747e-05	8.5636e-05	8.688e-07	0.00068748	0.0089625	0.0019673	2.3168e-05	0.00043143	0.0040908	0.0017387	0.0099878	0.0099878	1.068e-07	0.00010446	3.6777e-07	0.0024476	0.013826	0.01	0.01	0.00068103	0.00027108	0.0033681	0.0084354	3.5468e-05	0.00067258	0.00033764	0.00014417	0.00075546	0.00022902	
0.00025239	9.1987e-05	8.4405e-05	8.9569e-07	0.00068514	0.0089623	0.0020538	2.3309e-05	0.00042008	0.0040903	0.0017391	0.0099878	0.0099878	9.3757e-08	0.00010439	3.3865e-07	0.0024435	0.013812	0.01	0.01	0.00067718	0.00026811	0.0033876	0.0084352	3.6181e-05	0.00066983	0.00033671	0.0001528	0.00075935	0.00022701	
0.00024983	9.0247e-05	8.324e-05	9.287e-07	0.00068283	0.0089622	0.0021362	2.3421e-05	0.00040904	0.0040898	0.0017396	0.0099878	0.0099878	9.7352e-08	0.00010434	3.0058e-07	0.0024396	0.013799	0.01	0.01	0.00067335	0.00026523	0.0034073	0.0084351	3.6931e-05	0.0006671	0.00033142	0.00015704	0.00076367	0.00022505	
0.0002473	8.8529e-05	8.2102e-05	9.6764e-07	0.00068055	0.0089621	0.0022295	2.3031e-05	0.00039789	0.0040894	0.0017401	0.0099878	0.0099878	1.0421e-07	0.00010427	2.6584e-07	0.0024357	0.013786	0.01	0.01	0.00066951	0.00026231	0.0034269	0.0084349	3.7842e-05	0.00066435	0.00032624	0.00015828	0.00076844	0.00022316	
0.00024481	8.6827e-05	8.0987e-05	1.0118e-06	0.00067828	0.0089621	0.0023332	2.2693e-05	0.00038698	0.004089	0.0017408	0.0099878	0.0099878	1.1359e-07	0.00010422	2.3266e-07	0.0024318	0.013773	0.01	0.01	0.00066568	0.00025947	0.0034468	0.0084348	3.8788e-05	0.00066162	0.00032114	0.00016008	0.0007736	0.00022132	
0.00024229	8.5113e-05	7.9857e-05	1.0502e-06	0.00067599	0.008962	0.0024319	2.2334e-05	0.000376	0.0040887	0.0017414	0.0099878	0.0099878	1.1918e-07	0.00010415	3.1933e-07	0.002428	0.01376	0.01	0.01	0.00066185	0.0002566	0.0034666	0.0084347	3.9715e-05	0.00065887	0.00031602	0.0001617	0.00077863	0.00021947	
0.00023976	8.3391e-05	7.8712e-05	1.0834e-06	0.0006737	0.0089619	0.0025282	2.1957e-05	0.00036496	0.0040883	0.001742	0.0099878	0.0099878	1.2124e-07	0.00010408	3.9763e-07	0.002424	0.013746	0.01	0.01	0.00065799	0.0002537	0.0034863	0.0084346	4.0625e-05	0.00065612	0.00031086	0.00016315	0.00078354	0.00021759	
0.00023726	8.1681e-05	7.7587e-05	1.1211e-06	0.00067143	0.0089618	0.0026337	2.1625e-05	0.00035413	0.0040879	0.0017426	0.0099878	0.0099878	1.2541e-07	0.00010402	4.807e-07	0.0024202	0.013733	0.01	0.01	0.00065416	0.00025087	0.0035062	0.0084345	4.1567e-05	0.00065337	0.00030578	0.00016516	0.00078883	0.00021576	
0.00023478	7.9963e-05	7.6448e-05	1.1536e-06	0.00066916	0.0089617	0.0027367	2.1277e-05	0.00034325	0.0040876	0.0017432	0.0099878	0.0099878	1.2615e-07	0.00010395	5.5555e-07	0.0024164	0.01372	0.01	0.01	0.00065031	0.00024801	0.0035261	0.0084344	4.2494e-05	0.00065062	0.00030068	0.00016702	0.000794	0.00021391	
0.00023228	7.8235e-05	7.5297e-05	1.1811e-06	0.00066689	0.0089617	0.0028376	2.0914e-05	0.00033232	0.0040872	0.0017438	0.0099878	0.0099878	1.235e-07	0.00010388	6.223e-07	0.0024125	0.013707	0.01	0.01	0.00064645	0.00024514	0.0035459	0.0084342	4.3405e-05	0.00064786	0.00029556	0.00016872	0.00079908	0.00021205	
0.00022981	7.652e-05	7.4164e-05	1.2129e-06	0.00066463	0.0089616	0.0029476	2.0591e-05	0.00032159	0.0040868	0.0017445	0.0099878	0.0099878	1.228e-07	0.00010381	6.9373e-07	0.0024087	0.013694	0.01	0.01	0.0006426	0.00024232	0.0035659	0.0084341	4.4347e-05	0.00064511	0.0002905	0.00017101	0.00080451	0.00021023	
0.00022732	7.4796e-05	7.3018e-05	1.2397e-06	0.00066237	0.0089615	0.0030553	2.0254e-05	0.00031082	0.0040865	0.0017451	0.0099878	0.0099878	2.143e-07	0.00010373	7.5702e-07	0.0024049	0.013681	0.01	0.01	0.00063874	0.00023948	0.0035858	0.008434	4.5273e-05	0.00064235	0.00028543	0.00017313	0.00080984	0.00020839	
0.00022482	7.3064e-05	7.1859e-05	1.2615e-06	0.00066009	0.0089614	0.0031608	1.9903e-05	0.00029999	0.0040861	0.0017457	0.0099878	0.0099878	2.9947e-07	0.00010365	8.1219e-07	0.0024011	0.013668	0.01	0.01	0.00063487	0.00023662	0.0036057	0.0084339	4.6184e-05	0.00063958	0.00028033	0.00017509	0.00081507	0.00020654	
0.00022233	7.1342e-05	7.0717e-05	1.2872e-06	0.00065782	0.0089614	0.0032752	1.9588e-05	0.00028935	0.0040858	0.0017463	0.0099878	0.0099878	3.9837e-07	0.00010358	8.7165e-07	0.0023973	0.013655	0.01	0.01	0.00063102	0.00023382	0.0036258	0.0084338	4.7125e-05	0.00063682	0.0002753	0.00017765	0.00082064	0.00020473	
0.00021984	6.9612e-05	6.9562e-05	1.3078e-06	0.00065555	0.0089613	0.0033871	1.9259e-05	0.00027866	0.0040855	0.001747	0.0099878	0.0099878	4.903e-07	0.0001035	9.2279e-07	0.0023936	0.013642	0.01	0.01	0.00062715	0.00023099	0.0036458	0.0084337	4.8049e-05	0.00063405	0.00027024	0.00018003	0.00082611	0.00020291	
0.00021732	6.7872e-05	6.8393e-05	1.323e-06	0.00065327	0.0089613	0.0034964	1.8913e-05	0.00026791	0.0040851	0.0017475	0.0099878	0.0099878	5.7505e-07	0.00010341	9.6532e-07	0.0023897	0.013629	0.01	0.01	0.00062327	0.00022814	0.0036657	0.0084336	4.8956e-05	0.00063128	0.00026516	0.00018221	0.00083145	0.00020106	
0.00021484	6.6147e-05	6.7246e-05	1.344e-06	0.000651	0.0089612	0.0035222	1.8614e-05	0.00025739	0.0040848	0.0017482	0.0099878	0.0099878	6.7875e-07	0.00010333	1.0156e-06	0.002386	0.013617	0.01	0.01	0.0006194	0.00022536	0.0036859	0.0084335	4.9902e-05	0.00062851	0.00026017	0.00018521	0.00083724	0.00019927	
0.00021233	6.4411e-05	6.6083e-05	1.3588e-06	0.00064872	0.0089611	0.003523	1.8359e-05	0.0002468	0.0040844	0.0017488	0.0099878	0.0099878	8.0573e-07	0.00010324	1.0746e-06	0.0023823	0.013604	0.01	0.01	0.00061553	0.00022255	0.003706	0.0084334	5.0826e-05	0.00062574	0.00025514	0.00018937	0.00084286	0.00019746	
0.00020986	6.2691e-05	6.4944e-05	1.3803e-06	0.00064646	0.0089611	0.0035254	1.8148e-05	0.00023646	0.0040842	0.0017495	0.0099878	0.0099878	8.2522e-07	0.00010317	1.1435e-06	0.0023787	0.013591	0.01	0.01	0.00061167	0.00021982	0.0037263	0.0084333	5.1794e-05	0.00062298	0.0002502	0.00019039	0.00084898	0.0001957	
0.00021207	6.096e-05	6.383e-05	1.4087e-06	0.00064419	0.008961	0.0035273	1.7919e-05	0.00022604	0.0040839	0.0017502	0.0099878	0.0099878	8.3788e-07	0.00010308	1.2018e-06	0.002375	0.013578	0.01	0.01	0.0006078	0.00021705	0.0037466	0.0084332	5.2739e-05	0.00062021	0.00024535	0.00019122	0.00085571	0.00019399	
0.00021426	5.9218e-05	6.2699e-05	1.4309e-06	0.0006419	0.008961	0.0035287	1.7671e-05	0.00021553	0.0040835	0.0017508	0.0099878	0.0099878	8.4404e-07	0.00010299	1.2497e-06	0.0023713	0.013565	0.01	0.01	0.00060391	0.00021426	0.0037668	0.0084331	5.3664e-05	0.00061743	0.00024047	0.00019189	0.00086226	0.00019227	
0.00021644	5.7465e-05	6.1552e-05	1.4468e-06	0.00063961	0.0089609	0.0035295	1.7405e-05	0.00020495	0.0040832	0.0017514	0.0099878	0.0099878	8.4383e-07	0.00010289	1.2875e-06	0.0023676	0.013553	0.01	0.01	0.0006	0.00021144	0.0037868	0.008433	5.4567e-05	0.00061463	0.00023556	0.0001924	0.00086864	0.00019052	
0.00021864	5.5727e-05	6.0428e-05	1.4693e-06	0.00063733	0.0089608	0.0035318	1.7181e-05	0.00019462	0.0040829	0.0017521	0.0099877	0.0099877	8.5438e-07	0.0001028	1.3344e-06	0.0023639	0.01354	0.01	0.01	0.00059612	0.00020868	0.0038072	0.0084329	5.5511e-05	0.00061185	0.00023073	0.0001934	0.00087554	0.00018883	
0.00022087	5.4004e-05	5.9324e-05	1.4979e-06	0.00063506	0.0089608	0.0035337	1.6934e-05	0.0001845	0.0040827	0.0017528	0.0099877	0.0099877	9.2918e-07	0.00010272	1.3709e-06	0.0023604	0.013527	0.01	0.01	0.00059226	0.00020599	0.0038278	0.0084328	5.6495e-05	0.00060909	0.00022599	0.00019319	0.00088294	0.00018718	
0.00022308	5.2269e-05	5.8204e-05	1.5203e-06	0.00063279	0.0089607	0.0035349	1.667e-05	0.0001743	0.0040824	0.0017535	0.0099877	0.0099877	9.9541e-07	0.00010263	1.3973e-06	0.0023569	0.013515	0.01	0.01	0.00058838	0.00020328	0.0038483	0.0084327	5.7457e-05	0.00060632	0.00022121	0.00019283	0.00089017	0.00018551	
0.00022527	5.0524e-05	5.7069e-05	1.5365e-06	0.0006305	0.0089607	0.0035357	1.6387e-05	0.00016404	0.0040821	0.0017541	0.0099877	0.0099877	1.0534e-06	0.00010253	1.4136e-06	0.0023533	0.013502	0.01	0.01	0.00058448	0.00020053	0.0038687	0.0084326	5.8399e-05	0.00060353	0.00021639	0.00019233	0.00089722	0.00018382	
0.00022744	4.8768e-05	5.5918e-05	1.5464e-06	0.0006282	0.0089606	0.0035379	1.6144e-05	0.00016303	0.0040818	0.0017548	0.0099877	0.0099877	1.1319e-06	0.00010232	1.438e-06	0.0023496	0.01349	0.01	0.01	0.00058799	0.00019776	0.003889	0.0084325	5.9319e-05	0.00060073	0.00021155	0.00019135	0.00090409	0.00018211	
0.00022959	4.9088e-05	5.4752e-05	1.5503e-06	0.00062589	0.0089606	0.0035397	1.5883e-05	0.00016201	0.0040815	0.0017552	0.0099877	0.0099877	1.2017e-06	0.00010209	1.4526e-06	0.0023459	0.013477	0.01	0.01	0.00059148	0.00019496	0.0039092	0.0084324	6.0219e-05	0.00059792	0.00020667	0.00019022	0.00091081	0.00018038	
0.00023177	4.9412e-05	5.3605e-05	1.5602e-06	0.0006236	0.0089605	0.0035429	1.5661e-05	0.00016102	0.0040812	0.0017558	0.0099877	0.0099877	1.2904e-06	0.00010188	1.4754e-06	0.0023423	0.013464	0.01	0.01	0.00059499	0.00019222	0.0039297	0.0084323	6.1159e-05	0.00059512	0.00020188	0.00018955	0.00091001	0.00017869	
0.00023393	4.9728e-05	5.2446e-05	1.5646e-06	0.0006213	0.0089605	0.0035476	1.5471e-05	0.00016002	0.0040809	0.0017563	0.0099877	0.0099877	1.4044e-06	0.00010166	1.506e-06	0.0023387	0.013452	0.01	0.01	0.00059848	0.00018947	0.00395	0.0084322	6.208e-05	0.00059231	0.00019705	0.00018842	0.00090913	0.00017699	
0.00023608	5.0036e-05	5.1273e-05	1.5639e-06	0.00061898	0.0089604	0.0035519	1.527e-05	0.00015899	0.0040805	0.0017568	0.0099877	0.0099877	1.5104e-06	0.00010143	1.528e-06	0.0023351	0.013439	0.01	0.01	0.00060196	0.00018669	0.0039704	0.0084321	6.2986e-05	0.00058949	0.00019221	0.00018717	0.00090819	0.00017527	
0.00023821	5.0338e-05	5.0089e-05	1.5582e-06	0.00061666	0.0089603	0.0035559	1.5057e-05	0.00015796	0.0040802	0.0017573	0.0099877	0.0099877	1.6089e-06	0.00010119	1.5417e-06	0.0023314	0.013427	0.01	0.01	0.00060543	0.00018389	0.0039906	0.008432	6.3877e-05	0.00058666	0.00018734	0.00018579	0.00090718	0.00017354	
0.00024037	5.064e-05	4.892e-05	1.557e-06	0.00061435	0.0089603	0.0035611	1.4872e-05	0.00015695	0.0040799	0.0017578	0.0099877	0.0099877	1.7274e-06	0.00010096	1.5615e-06	0.0023278	0.013414	0.01	0.01	0.00060891	0.00018115	0.0040111	0.0084319	6.4799e-05	0.00058385	0.00018254	0.00018484	0.00090639	0.00017185	
0.0002425	5.0936e-05	4.7739e-05	1.5509e-06	0.00061203	0.0089602	0.003566	1.4676e-05	0.00015593	0.0040796	0.0017583	0.0099877	0.0099877	1.8384e-06	0.00010072	1.5732e-06	0.0023242	0.013402	0.01	0.01	0.00061238	0.00017839	0.0040315	0.0084318	6.5707e-05	0.00058102	0.00017772	0.00018379	0.00090554	0.00017015	
0.00024466	5.1233e-05	4.6573e-05	1.5492e-06	0.00060973	0.0089602	0.0035722	1.4505e-05	0.00015493	0.0040793	0.0017588	0.0099877	0.0099877	1.8109e-06	0.0001005	1.5902e-06	0.0023207	0.013389	0.01	0.01	0.00061586	0.00017568	0.0040521	0.0084318	6.6647e-05	0.00057821	0.00017296	0.00018315	0.00090491	0.00016848	
0.00024681	5.1523e-05	4.5396e-05	1.5427e-06	0.00060741	0.0089601	0.0036686	1.4324e-05	0.00015392	0.004079	0.0017593	0.0099877	0.0099877	1.7777e-06	0.00010027	1.5973e-06	0.0023171	0.013377	0.01	0.01	0.00061933	0.00017295	0.0040727	0.0084317	6.7572e-05	0.00057539	0.00016818	0.00018241	0.00090422	0.0001668	
0.00024894	5.1805e-05	4.6349e-05	1.5314e-06	0.00060509	0.0089601	0.0037632	1.4132e-05	0.0001529	0.0040787	0.0017598	0.0099877	0.0099877	1.7388e-06	0.00010003	1.5963e-06	0.0023136	0.013364	0.01	0.01	0.00062279	0.00017021	0.0040932	0.0084316	6.8484e-05	0.00057256	0.00016324	0.00018159	0.00090347	0.0001651	
0.00025108	5.2089e-05	4.7315e-05	1.5242e-06	0.00060278	0.00896	0.0038658	1.3966e-05	0.0001519	0.0040785	0.0017604	0.0099877	0.0099877	1.7124e-06	9.9793e-05	1.601e-06	0.0023101	0.013352	0.01	0.01	0.00062626	0.00016751	0.0041139	0.0084315	6.9425e-05	0.00056973	0.00015835	0.00018111	0.00090293	0.00016344	
0.00025325	5.2374e-05	4.8291e-05	1.5208e-06	0.00060048	0.00896	0.003977	1.3822e-05	0.00015093	0.0040783	0.001761	0.0099877	0.0099877	1.6977e-06	9.957e-05	1.6113e-06	0.0023067	0.01334	0.01	0.01	0.00062975	0.00016486	0.0041348	0.0084314	7.0398e-05	0.00056692	0.00015353	0.00017669	0.0009026	0.00016182	
0.0002554	5.2652e-05	4.9257e-05	1.513e-06	0.00059817	0.0089599	0.0040864	1.367e-05	0.00014994	0.004078	0.0017616	0.0099877	0.0099877	1.6779e-06	9.934e-05	1.6139e-06	0.0023033	0.013327	0.01	0.01	0.00063322	0.0001622	0.0041556	0.0084314	7.1357e-05	0.00056411	0.00014868	0.00017206	0.00090221	0.00016018	
0.00025754	5.2923e-05	5.0213e-05	1.5006e-06	0.00059586	0.0089599	0.0041939	1.3508e-05	0.00014894	0.0040778	0.0017621	0.0099877	0.0099877	1.6529e-06	9.9103e-05	1.6086e-06	0.0022998	0.013315	0.01	0.01	0.00063669	0.00015952	0.0041765	0.0084313	7.2304e-05	0.00056128	0.00014382	0.00016721	0.00090178	0.00015853	
0.0002597	5.3195e-05	5.1179e-05	1.4915e-06	0.00059355	0.0089599	0.0043098	1.3368e-05	0.00014796	0.0040776	0.0017627	0.0099877	0.0099877	1.6383e-06	9.8874e-05	1.6081e-06	0.0022965	0.013303	0.01	0.01	0.00064016	0.00015688	0.0041975	0.0084312	7.3278e-05	0.00055846	0.00013901	0.00016326	0.00090153	0.00015691	
0.00026185	5.346e-05	5.2134e-05	1.4779e-06	0.00059124	0.0089598	0.0044236	1.3218e-05	0.00014697	0.0040774	0.0017633	0.0099877	0.0099877	1.6186e-06	9.8637e-05	1.5998e-06	0.0022931	0.013291	0.01	0.01	0.00064362	0.00015422	0.0042184	0.0084312	7.4239e-05	0.00055563	0.00013419	0.00015912	0.00090123	0.00015528	
0.00026401	5.3725e-05	5.31e-05	1.4676e-06	0.00058893	0.0089598	0.0045464	1.3089e-05	0.000146	0.0040772	0.0017639	0.0099877	0.0099877	1.6092e-06	9.8409e-05	1.5964e-06	0.0022898	0.013279	0.01	0.01	0.0006471	0.00015161	0.0042396	0.0084311	7.5229e-05	0.00055281	0.00012942	0.00015577	0.00090112	0.00015368	
0.00026615	5.3983e-05	5.4055e-05	1.4527e-06	0.00058662	0.0089597	0.0046669	1.2951e-05	0.00014502	0.004077	0.0017645	0.0099877	0.0099877	1.5945e-06	9.8173e-05	1.585e-06	0.0022865	0.013267	0.01	0.01	0.00065056	0.00014898	0.0042606	0.008431	7.6205e-05	0.00054999	0.00012463	0.00015224	0.00090095	0.00015207	
0.00026829	5.4234e-05	5.4998e-05	1.4328e-06	0.0005843	0.0089597	0.0047849	1.2803e-05	0.00014402	0.0040768	0.0017651	0.0099877	0.0099877	1.5739e-06	9.793e-05	1.5651e-06	0.0022831	0.013255	0.01	0.01	0.00065401	0.00014634	0.0042817	0.008431	7.7166e-05	0.00054715	0.00011983	0.00014847	0.00090072	0.00015045	
0.0002704	5.4478e-05	5.5928e-05	1.4075e-06	0.00058197	0.0089597	0.0048996	1.2642e-05	0.00014301	0.0040765	0.0017657	0.0099877	0.0099877	1.5462e-06	9.7678e-05	1.5359e-06	0.0022797	0.013242	0.01	0.01	0.00065745	0.00014367	0.0043026	0.0084309	7.8108e-05	0.0005443	0.00011499	0.00014438	0.0009004	0.00014881	
0.0002725	5.4712e-05	5.6776e-05	1.3749e-06	0.00057962	0.0089596	0.0050091	1.2462e-05	0.00014198	0.0040763	0.0017662	0.0099877	0.0099877	1.5114e-06	9.7414e-05	1.4949e-06	0.0022762	0.01323	0.01	0.01	0.00066086	0.00014097	0.0043234	0.0084308	7.9023e-05	0.00054144	0.00011468	0.00013996	0.00089995	0.00014714	
0.00027457	5.4937e-05	5.7607e-05	1.3351e-06	0.00057726	0.0089596	0.0050438	1.2327e-05	0.00014092	0.004076	0.0017666	0.0099877	0.0099877	1.4989e-06	9.7167e-05	1.4696e-06	0.0022727	0.013218	0.01	0.01	0.00066431	0.00013824	0.0043441	0.0084307	7.9911e-05	0.00053856	0.00011436	0.00012971	0.00089937	0.00014545	
0.00027661	5.5153e-05	5.8421e-05	1.2879e-06	0.00057489	0.0089595	0.0050767	1.2173e-05	0.00013984	0.0040756	0.0017671	0.0099877	0.0099877	1.4765e-06	9.6908e-05	1.4325e-06	0.0022692	0.013206	0.01	0.01	0.00066773	0.00013547	0.0043646	0.0084306	8.0771e-05	0.00053567	0.00011402	0.00011805	0.00089865	0.00014374	
0.00027869	5.5373e-05	5.8052e-05	1.2484e-06	0.00057253	0.0089595	0.0050814	1.2055e-05	0.00013879	0.0040754	0.0017676	0.0099877	0.0099877	1.3259e-06	9.6664e-05	1.4071e-06	0.0022657	0.013194	0.01	0.01	0.00067118	0.00013277	0.0043855	0.0084305	8.1682e-05	0.0005328	0.0001137	0.00010973	0.00089825	0.00014207	
0.00028075	5.5584e-05	5.7668e-05	1.2018e-06	0.00057016	0.0089594	0.0050852	1.1919e-05	0.00013773	0.0040751	0.0017681	0.0099877	0.0099877	1.157e-06	9.6409e-05	1.3699e-06	0.0022622	0.013181	0.01	0.01	0.00067461	0.00013004	0.0044062	0.0084305	8.2565e-05	0.00052991	0.00011337	0.00010027	0.00089771	0.00014038	
0.00028279	5.5785e-05	5.7269e-05	1.1479e-06	0.00056778	0.0089593	0.0050882	1.1766e-05	0.00013664	0.0040747	0.0017685	0.0099877	0.0099877	9.6851e-07	9.6142e-05	1.321e-06	0.0022587	0.013169	0.01	0.01	0.00067802	0.00012728	0.0044268	0.0084304	8.3421e-05	0.00052701	0.00011302	8.952e-05	0.00089704	0.00013867	
0.00028485	5.5991e-05	5.6885e-05	1.1015e-06	0.00056542	0.0089593	0.0050934	1.1052e-05	0.00013559	0.0040745	0.001769	0.0099877	0.0099877	8.2038e-07	9.5889e-05	1.2829e-06	0.0022552	0.013157	0.01	0.01	0.00068145	0.00012458	0.0044477	0.0084303	8.4327e-05	0.00052412	0.00011269	8.1837e-05	0.00089669	0.00013701	
0.00028689	5.6187e-05	5.6485e-05	1.0481e-06	0.00056304	0.0089592	0.0050977	1.0299e-05	0.00013451	0.0040742	0.0017695	0.0099877	0.0099877	6.542e-07	9.5625e-05	1.2333e-06	0.0022517	0.013145	0.01	0.01	0.00068487	0.00012186	0.0044684	0.0084302	8.5206e-05	0.00052122	0.00011234	7.311e-05	0.0008962	0.00013532	
0.00028897	5.6388e-05	5.61e-05	1.0018e-06	0.00056068	0.0089592	0.0051042	9.6307e-06	0.00013348	0.0040739	0.00177	0.0099877	0.0099877	5.2289e-07	9.5376e-05	1.1938e-06	0.0022484	0.013133	0.01	0.01	0.0006883	0.0001192	0.0044895	0.0084301	8.6135e-05	0.00051834	0.00011201	6.6868e-05	0.00089603	0.00013368	
0.00029102	5.6579e-05	5.5699e-05	9.485e-07	0.00055831	0.0089592	0.0051098	8.9263e-06	0.00013242	0.0040737	0.0017705	0.0099877	0.0099877	3.7608e-07	9.5115e-05	1.1457e-06	0.002245	0.013121	0.01	0.01	0.00069172	0.00011651	0.0045105	0.00843	8.7036e-05	0.00051544	0.00011166	5.9773e-05	0.00089573	0.00013202	
0.00029311	5.6776e-05	5.5314e-05	9.0268e-07	0.00055595	0.0089591	0.0051178	8.3054e-06	0.0001314	0.0040735	0.0017711	0.0099877	0.0099877	2.6137e-07	9.487e-05	1.1083e-06	0.0022417	0.013109	0.01	0.01	0.00069517	0.00011389	0.0045318	0.00843	8.7993e-05	0.00051257	0.00011133	5.4818e-05	0.00089575	0.00013041	
0.00029523	5.6977e-05	5.4945e-05	8.6371e-07	0.00055362	0.0089591	0.0051283	7.7587e-06	0.00013041	0.0040733	0.0017717	0.0099877	0.0099877	1.7145e-07	9.4641e-05	1.0809e-06	0.0022386	0.013097	0.01	0.01	0.00069864	0.00011134	0.0045534	0.0084299	8.9008e-05	0.00050971	0.00011103	5.1365e-05	0.00088968	0.00012885	
0.00029733	5.7169e-05	5.4561e-05	8.1813e-07	0.00055128	0.0089591	0.0051378	7.1815e-06	0.00012941	0.0040732	0.0017723	0.0099877	0.0099877	1.6968e-07	9.44e-05	1.0425e-06	0.0022354	0.013085	0.01	0.01	0.0007021	0.00010876	0.0045749	0.0084299	8.9994e-05	0.00050684	0.0001107	4.7422e-05	0.00088339	0.00012727	
0.00029946	5.7366e-05	5.4192e-05	7.7906e-07	0.00054895	0.0089591	0.0051465	6.5732e-06	0.00012845	0.0040731	0.001773	0.0099877	0.0099877	1.6286e-07	9.4176e-05	9.9309e-07	0.0022324	0.013074	0.01	0.01	0.00070558	0.00010625	0.0045968	0.0084299	9.1038e-05	0.00050399	0.0001104	4.2364e-05	0.00086177	0.00012575	
0.00030163	5.7567e-05	5.3837e-05	7.4534e-07	0.00054664	0.0089591	0.0051575	6.0318e-06	0.00012752	0.0040731	0.0017738	0.0099877	0.0099877	1.6027e-07	9.3965e-05	9.5245e-07	0.0022294	0.013062	0.01	0.01	0.00070908	0.0001038	0.004619	0.0084299	9.2139e-05	0.00050116	0.00011012	3.8749e-05	0.0008417	0.00012427	
0.00030377	5.7759e-05	5.3467e-05	7.0533e-07	0.00054432	0.0089591	0.0051475	5.5549e-06	0.00012656	0.004073	0.0017745	0.0099877	0.0099877	1.6211e-07	9.3743e-05	9.217e-07	0.0022265	0.013051	0.01	0.01	0.00071257	0.00010133	0.0046411	0.0084298	9.321e-05	0.00049831	0.00010982	3.6357e-05	0.00082105	0.00012277	
0.00030589	5.7942e-05	5.3081e-05	6.5896e-07	0.00054199	0.008959	0.0051365	5.0515e-06	0.00012559	0.0040729	0.0017752	0.0099877	0.0099877	1.5927e-07	9.351e-05	8.804e-07	0.0022234	0.013039	0.01	0.01	0.00071603	9.8819e-05	0.004663	0.0084298	9.4252e-05	0.00049544	0.0001095	3.3632e-05	0.00079981	0.00012124	
0.00030805	5.813e-05	5.2711e-05	6.1837e-07	0.00053967	0.008959	0.0051281	4.6068e-06	0.00012465	0.0040729	0.001776	0.0099877	0.0099877	1.609e-07	9.3292e-05	8.476e-07	0.0022205	0.013028	0.01	0.01	0.00071953	9.6377e-05	0.0046853	0.0084298	9.5355e-05	0.0004926	0.0001092	3.1738e-05	0.00078018	0.00011976	
0.00031024	5.8322e-05	5.2326e-05	5.7156e-07	0.00053738	0.0089591	0.0051187	4.1373e-06	0.00012375	0.0040729	0.0017768	0.0099877	0.0099877	1.5785e-07	9.3089e-05	8.0439e-07	0.0022178	0.013017	0.01	0.01	0.00072305	9.3996e-05	0.0047079	0.0084298	9.6516e-05	0.00048977	0.00010888	2.9557e-05	0.00075998	0.00011826	
0.00031246	5.8518e-05	5.3957e-05	5.1842e-07	0.0005351	0.0089591	0.0051118	3.7238e-06	0.00012288	0.004073	0.0017777	0.0099877	0.0099877	1.4793e-07	9.2899e-05	7.693e-07	0.0022151	0.013006	0.01	0.01	0.00072659	9.1674e-05	0.0047309	0.0084298	9.7737e-05	0.00048696	0.0001085	2.6975e-05	0.0007392	0.00011674	
