Zonotrichia_albicollis	Taeniopygia_guttata	Sturnus_vulgaris	Stachyridopsis_ruficeps	Serinus_canaria	Pseudopodoces_humilis	Pipra_filicauda	Passer_domesticus	Parus_major	Oriolus_oriolus	Neopelma_chrysocephalum	Molothrus_ater	Manacus_vitellinus	Malurus_cyaneus	Lonchura_Striata_domestica	Lepidothrix_coronata	Geospiza_fortis	Ficedula_albicollis	Erythrura_gouldiae	Empidonax_traillii	Cyanistes_caeruleus	Corvus_moneduloides	Corvus_brachyrhynchos	Corapipo_altera	Chiroxiphia_lanceolata	Catharus_ustulatus	Camarhynchus_parvulus	Acanthisitta_chloris	
0.00019239	1.8293e-05	2.7449e-07	8.1548e-06	1.4438e-06	0.00011613	0.020872	2.9868e-06	0.00029339	0.00020148	0.00013462	1.2517e-05	0.00057169	2.36e-07	3.7743e-05	0.01	0.01	0.1167	0.049353	0.00073629	0.0088103	0.011617	0.025607	2.0147e-05	3.2582e-05	4.7407e-06	0.01	0.00085673	
0.00019113	1.8084e-05	2.5983e-07	8.4437e-06	1.4997e-06	0.00011565	0.020888	2.9828e-06	0.00029468	0.00020251	0.00013252	1.2325e-05	0.00056962	2.0916e-07	3.7825e-05	0.01	0.01	0.11673	0.049355	0.00073863	0.0088102	0.011605	0.025576	2.0074e-05	3.2236e-05	4.8104e-06	0.01	0.00085088	
0.00018986	1.7869e-05	2.4301e-07	8.7197e-06	1.5518e-06	0.00011516	0.020903	2.9762e-06	0.00029596	0.00020349	0.0001304	1.2127e-05	0.00056754	1.8075e-07	3.7899e-05	0.01	0.01	0.11676	0.049356	0.00074092	0.00881	0.011593	0.025544	1.9988e-05	3.188e-05	4.8763e-06	0.01	0.00084496	
0.00018864	1.7664e-05	2.2674e-07	9.025e-06	1.6082e-06	0.00011468	0.020919	2.9733e-06	0.00029725	0.00020458	0.00012836	1.1938e-05	0.00056548	1.5421e-07	3.7981e-05	0.01	0.01	0.11679	0.049359	0.00074337	0.0088098	0.011581	0.025512	1.991e-05	3.1525e-05	4.9506e-06	0.01	0.00083935	
0.00018747	1.7466e-05	2.1092e-07	9.3609e-06	1.6689e-06	0.00011421	0.020935	2.9739e-06	0.00029857	0.00020578	0.00012638	1.1756e-05	0.00056343	1.2927e-07	3.8068e-05	0.01	0.01	0.11683	0.049363	0.00074597	0.0088097	0.011569	0.025481	1.9837e-05	3.1171e-05	5.0335e-06	0.01	0.00083402	
0.00018629	1.7263e-05	1.9296e-07	9.6832e-06	1.7258e-06	0.00011374	0.020951	2.972e-06	0.00029987	0.00020693	0.00012438	1.157e-05	0.00056137	1.0284e-07	3.8149e-05	0.01	0.01	0.11687	0.049367	0.00074852	0.0088095	0.011557	0.02545	1.9752e-05	3.0808e-05	5.1123e-06	0.01	0.00082863	
0.00018509	1.7055e-05	1.7291e-07	9.9928e-06	1.7789e-06	0.00011326	0.020967	2.9677e-06	0.00030116	0.00020804	0.00012236	1.1379e-05	0.0005593	1.1543e-07	3.8223e-05	0.01	0.01	0.11691	0.04937	0.00075103	0.0088094	0.011545	0.025419	1.9655e-05	3.0436e-05	5.1875e-06	0.01	0.00082317	
0.00018388	1.6842e-05	1.5078e-07	1.029e-05	1.8282e-06	0.00011278	0.020983	2.961e-06	0.00030244	0.00020909	0.00012033	1.1183e-05	0.00055723	1.2677e-07	3.829e-05	0.01	0.01	0.11695	0.049374	0.00075349	0.0088092	0.011533	0.025387	1.9545e-05	3.0055e-05	5.2589e-06	0.01	0.00081765	
0.00018266	1.6625e-05	1.9003e-07	1.0574e-05	1.8738e-06	0.00011229	0.020999	2.9519e-06	0.0003037	0.00022851	0.00011827	1.0982e-05	0.00055515	1.3687e-07	3.8351e-05	0.01	0.01	0.11699	0.049377	0.00075591	0.0088091	0.011521	0.025356	1.9423e-05	2.9665e-05	5.3267e-06	0.01	0.00081206	
0.00018148	1.6415e-05	2.3073e-07	1.089e-05	1.9239e-06	0.00011181	0.021015	2.9463e-06	0.00030499	0.00024873	0.00011629	1.0789e-05	0.00055308	1.476e-07	3.8418e-05	0.01	0.01	0.11703	0.049381	0.00075848	0.0088089	0.011509	0.025325	1.9308e-05	2.9275e-05	5.403e-06	0.01	0.00080676	
0.00018029	1.62e-05	2.6907e-07	1.1192e-05	1.97e-06	0.00011133	0.021031	2.9383e-06	0.00030626	0.00026876	0.00011429	1.0592e-05	0.000551	1.5705e-07	3.8478e-05	0.01	0.01	0.11707	0.049385	0.00076101	0.0088088	0.011497	0.025294	1.9179e-05	2.8877e-05	5.4754e-06	0.01	0.00080139	
0.00017909	1.598e-05	3.0504e-07	1.148e-05	2.0122e-06	0.00011084	0.021047	2.9277e-06	0.00030751	0.00028859	0.00011226	1.0389e-05	0.00054891	1.652e-07	3.8532e-05	0.01	0.01	0.11711	0.049389	0.00076348	0.0088086	0.011486	0.025263	1.9038e-05	2.8469e-05	5.5439e-06	0.01	0.00079595	
0.00017787	1.5769e-05	3.4263e-07	1.1801e-05	2.0506e-06	0.00011036	0.021063	2.9144e-06	0.00030879	0.00030928	0.00011031	1.0182e-05	0.00054684	1.7407e-07	3.8592e-05	0.01	0.01	0.11716	0.049394	0.00076612	0.0088085	0.011474	0.025232	1.8904e-05	2.8062e-05	5.6213e-06	0.01	0.0007908	
0.0001767	1.5565e-05	3.82e-07	1.2157e-05	2.0937e-06	0.0001099	0.021079	2.9047e-06	0.00031009	0.00033085	0.00010841	9.9824e-06	0.00054478	1.8371e-07	3.8658e-05	0.01	0.01	0.11721	0.049401	0.00076892	0.0088083	0.011462	0.025201	1.8777e-05	2.7656e-05	5.708e-06	0.01	0.00078593	
0.00017552	1.5356e-05	4.1895e-07	1.2499e-05	2.1329e-06	0.00010943	0.021096	2.8926e-06	0.00031138	0.00035221	0.0001065	9.7781e-06	0.00054272	1.9204e-07	3.8718e-05	0.01	0.01	0.11726	0.049407	0.00077167	0.0088082	0.01145	0.02517	1.8637e-05	2.7241e-05	5.7907e-06	0.01	0.00078099	
0.00017432	1.5142e-05	4.5358e-07	1.2828e-05	2.1683e-06	0.00010895	0.021112	2.878e-06	0.00031265	0.00037339	0.00010458	9.5693e-06	0.00054064	1.991e-07	3.8771e-05	0.01	0.01	0.11731	0.049413	0.00077437	0.008808	0.011439	0.02514	1.8484e-05	2.6817e-05	5.8696e-06	0.01	0.00077599	
0.00017311	1.4923e-05	4.8589e-07	1.3143e-05	2.2e-06	0.00010847	0.021128	2.8611e-06	0.00031391	0.00039439	0.00010263	9.3559e-06	0.00053856	2.049e-07	3.8818e-05	0.01	0.01	0.11736	0.049419	0.00077703	0.0088079	0.011427	0.025109	1.832e-05	2.6384e-05	5.9447e-06	0.01	0.00077093	
0.00017189	1.47e-05	5.1589e-07	1.3446e-05	2.2279e-06	0.00010798	0.021145	2.8419e-06	0.00031516	0.0004152	0.00010067	9.138e-06	0.00053647	2.0944e-07	3.8858e-05	0.01	0.01	0.11741	0.049425	0.00077964	0.0088077	0.011415	0.025078	1.8143e-05	2.7927e-05	6.0161e-06	0.01	0.00076581	
0.00017072	1.4484e-05	5.4762e-07	1.3783e-05	2.2604e-06	0.0001075	0.021161	2.8261e-06	0.00031643	0.0004369	9.8776e-05	8.9274e-06	0.0005344	2.1472e-07	3.8904e-05	0.01	0.01	0.11746	0.049432	0.00078242	0.0088076	0.011404	0.025048	1.7972e-05	2.9481e-05	6.0967e-06	0.01	0.00076096	
0.00016953	1.4263e-05	5.7693e-07	1.4105e-05	2.2889e-06	0.00010702	0.021178	2.8078e-06	0.00031769	0.00045838	9.686e-05	8.7121e-06	0.00053231	2.187e-07	3.8943e-05	0.01	0.01	0.11751	0.049438	0.00078514	0.0088075	0.011392	0.025017	1.7789e-05	3.1024e-05	6.1732e-06	0.01	0.00075604	
0.00016832	1.4037e-05	6.0382e-07	1.4413e-05	2.3136e-06	0.00010653	0.021194	2.787e-06	0.00031893	0.00047965	9.4927e-05	8.4919e-06	0.00053022	2.2136e-07	3.8976e-05	0.01	0.01	0.11756	0.049444	0.00078781	0.0088073	0.01138	0.024987	1.7593e-05	3.2557e-05	6.2456e-06	0.01	0.00075106	
0.0001671	1.3807e-05	6.283e-07	1.4707e-05	2.3343e-06	0.00010604	0.02121	2.7637e-06	0.00032016	0.00050072	9.2976e-05	8.267e-06	0.00052811	2.2272e-07	3.9002e-05	0.01	0.01	0.11761	0.04945	0.00079044	0.0088072	0.011369	0.024956	1.7385e-05	3.4079e-05	6.314e-06	0.01	0.00074602	
0.00016593	1.3583e-05	6.5457e-07	1.5037e-05	2.3595e-06	0.00010556	0.021227	2.7439e-06	0.00032141	0.00052268	9.1085e-05	8.0493e-06	0.00052603	2.2483e-07	3.9034e-05	0.01	0.01	0.11767	0.049458	0.00079322	0.008807	0.011357	0.024926	1.7183e-05	3.5612e-05	6.3916e-06	0.01	0.0007413	
0.00016475	1.3355e-05	6.784e-07	1.5351e-05	2.3808e-06	0.00010507	0.021243	2.7217e-06	0.00032264	0.00054442	8.9178e-05	7.8269e-06	0.00052393	2.2563e-07	3.9059e-05	0.01	0.01	0.11772	0.049465	0.00079596	0.0088069	0.011346	0.024895	1.6968e-05	3.7135e-05	6.4652e-06	0.01	0.00073651	
0.00016355	1.3122e-05	6.9989e-07	1.5652e-05	2.3984e-06	0.00010457	0.02126	2.697e-06	0.00032387	0.00056598	8.7253e-05	7.6e-06	0.00052182	2.2516e-07	3.9077e-05	0.01	0.01	0.11778	0.049472	0.00079865	0.0088067	0.011334	0.024865	1.6741e-05	3.8648e-05	6.5349e-06	0.01	0.00073167	
0.00016234	1.2884e-05	7.1904e-07	1.594e-05	2.4122e-06	0.00010407	0.021276	2.67e-06	0.00032508	0.00058735	8.5313e-05	7.3685e-06	0.00051971	2.2342e-07	3.9089e-05	0.01	0.01	0.11783	0.049478	0.0008013	0.0088066	0.011322	0.024835	1.6501e-05	4.0151e-05	6.6008e-06	0.01	0.00072975	
0.00016111	1.2641e-05	7.3586e-07	1.6215e-05	2.4223e-06	0.00010357	0.021293	2.6406e-06	0.00032628	0.00060853	8.3356e-05	7.1325e-06	0.00051759	2.2041e-07	3.9094e-05	0.01	0.01	0.11788	0.049485	0.0008039	0.0088064	0.011311	0.024804	1.625e-05	4.1644e-05	6.6629e-06	0.01	0.00072778	
0.00015988	1.2393e-05	7.5034e-07	1.6476e-05	2.4286e-06	0.00010306	0.021309	2.6088e-06	0.00032746	0.00062952	8.1383e-05	6.8919e-06	0.00051546	2.1614e-07	3.9093e-05	0.01	0.01	0.11793	0.049491	0.00080645	0.0088063	0.011299	0.024774	1.5986e-05	4.3128e-05	6.7213e-06	0.01	0.00072578	
0.00015862	1.2141e-05	7.625e-07	1.6725e-05	2.4311e-06	0.00010254	0.021325	2.5747e-06	0.00032864	0.00065034	7.9393e-05	6.6468e-06	0.00051332	2.1059e-07	3.9085e-05	0.01	0.01	0.11798	0.049497	0.00080896	0.0088061	0.011287	0.024743	1.571e-05	4.4601e-05	6.7759e-06	0.01	0.00072374	
0.00015736	1.1884e-05	7.7233e-07	1.696e-05	2.4299e-06	0.00010202	0.021342	2.5382e-06	0.0003298	0.00067097	7.7387e-05	6.3971e-06	0.00051118	2.0378e-07	3.907e-05	0.01	0.01	0.11803	0.049502	0.00081142	0.008806	0.011276	0.024713	1.5421e-05	4.6065e-05	6.8267e-06	0.01	0.00072165	
0.00015608	1.1622e-05	7.7982e-07	1.7182e-05	2.425e-06	0.00010149	0.021358	2.4993e-06	0.00033094	0.00069141	7.5364e-05	6.1428e-06	0.00050903	1.9569e-07	3.9049e-05	0.01	0.01	0.11807	0.049508	0.00081384	0.0088058	0.011264	0.024682	1.5121e-05	4.7519e-05	6.8737e-06	0.01	0.00071953	
0.00015485	1.1368e-05	7.8911e-07	1.6597e-05	2.4246e-06	0.00010097	0.021375	2.4639e-06	0.00033211	0.00071274	7.3404e-05	5.896e-06	0.00050689	1.8837e-07	3.9034e-05	0.01	0.01	0.11813	0.049514	0.00081642	0.0088056	0.011252	0.024652	1.4826e-05	4.8983e-05	6.6143e-06	0.01	0.00071757	
0.00015361	1.1108e-05	7.9605e-07	1.5996e-05	2.4205e-06	0.00010045	0.021391	2.4262e-06	0.00033327	0.00073387	7.1428e-05	5.6446e-06	0.00050474	1.7978e-07	3.9012e-05	0.01	0.01	0.11818	0.049521	0.00081896	0.0088055	0.011241	0.024622	1.452e-05	5.0437e-05	6.3493e-06	0.01	0.00071558	
0.00015241	1.0857e-05	8.0479e-07	1.5446e-05	2.4209e-06	9.9939e-05	0.021408	2.3919e-06	0.00033444	0.00075592	6.9512e-05	5.4005e-06	0.00050261	1.7193e-07	3.8997e-05	0.01	0.01	0.11823	0.049529	0.00082166	0.0088053	0.011229	0.024592	1.4219e-05	5.1903e-05	6.1025e-06	0.01	0.00071375	
0.00015126	1.0612e-05	8.1536e-07	1.4944e-05	2.4259e-06	9.9441e-05	0.021425	2.361e-06	0.00033564	0.00077903	6.7655e-05	5.1633e-06	0.00050049	1.6474e-07	3.8989e-05	0.01	0.01	0.1183	0.049538	0.00082452	0.0088052	0.011218	0.024562	1.3925e-05	5.3379e-05	5.8745e-06	0.01	0.00071208	
0.00015016	1.0375e-05	8.279e-07	1.4489e-05	2.4356e-06	9.8955e-05	0.021442	2.3334e-06	0.00033686	0.00080314	6.5857e-05	4.933e-06	0.00049838	1.5822e-07	3.8987e-05	0.01	0.01	0.11837	0.049548	0.00082755	0.0088051	0.011207	0.024532	1.3637e-05	5.4866e-05	5.6628e-06	0.01	0.00071056	
0.0001491	1.0145e-05	8.4244e-07	1.4076e-05	2.45e-06	9.8482e-05	0.021459	2.3091e-06	0.0003381	0.00082832	6.4116e-05	4.7094e-06	0.00049628	1.5231e-07	3.8992e-05	0.01	0.01	0.11845	0.04956	0.00083076	0.008805	0.011196	0.024503	1.3355e-05	5.6365e-05	5.4663e-06	0.01	0.00070921	
0.00014801	9.9102e-06	8.5451e-07	1.3647e-05	2.4605e-06	9.8003e-05	0.021476	2.2823e-06	0.00033933	0.00085325	6.2358e-05	4.4811e-06	0.00049418	1.4512e-07	3.899e-05	0.01	0.01	0.11853	0.049572	0.00083392	0.0088048	0.011184	0.024474	1.306e-05	5.7854e-05	5.2646e-06	0.01	0.00070781	
0.00014691	9.6702e-06	8.6412e-07	1.3202e-05	2.4642e-06	9.7517e-05	0.021494	2.2531e-06	0.00034054	0.00087794	6.0584e-05	4.669e-06	0.00049207	1.3666e-07	3.8981e-05	0.01	0.01	0.1186	0.049583	0.00083702	0.0088047	0.011173	0.024444	1.2752e-05	5.9332e-05	5.0576e-06	0.01	0.00070638	
0.00014585	9.437e-06	8.7568e-07	1.2798e-05	2.4724e-06	9.7043e-05	0.021511	2.2271e-06	0.00034178	0.00090369	5.8863e-05	4.8623e-06	0.00048997	1.2875e-07	3.8979e-05	0.01	0.01	0.11869	0.049596	0.0008403	0.0088046	0.011162	0.024415	1.245e-05	6.0822e-05	4.8649e-06	0.01	0.00070509	
0.00014484	9.2102e-06	8.8924e-07	1.2431e-05	2.4852e-06	9.6581e-05	0.021529	2.204e-06	0.00034304	0.00093054	5.7195e-05	5.0613e-06	0.00048789	1.2132e-07	3.8983e-05	0.01	0.01	0.11878	0.04961	0.00084375	0.0088045	0.011151	0.024386	1.2153e-05	6.2323e-05	4.6857e-06	0.01	0.00069844	
0.00014381	8.9788e-06	9.0043e-07	1.2051e-05	2.4943e-06	9.6113e-05	0.021546	2.1787e-06	0.00034428	0.00095716	5.5512e-05	5.2559e-06	0.00048579	1.1269e-07	3.898e-05	0.01	0.01	0.11887	0.049624	0.00084715	0.0088044	0.01114	0.024357	1.1845e-05	6.3814e-05	4.5019e-06	0.01	0.00069171	
0.00014282	8.7539e-06	9.1373e-07	1.1707e-05	2.5082e-06	9.5657e-05	0.021564	2.1565e-06	0.00034555	0.00098494	5.3882e-05	5.4565e-06	0.00048371	1.0453e-07	3.8984e-05	0.01	0.01	0.11896	0.049639	0.00085074	0.0088043	0.011129	0.024329	1.1541e-05	6.5317e-05	4.3312e-06	0.01	0.00068532	
0.00014183	8.5244e-06	9.2464e-07	1.135e-05	2.5183e-06	9.5195e-05	0.021582	2.132e-06	0.0003468	0.0010125	5.2237e-05	5.6528e-06	0.00048163	9.5163e-08	3.8982e-05	0.01	0.01	0.11906	0.049654	0.00085428	0.0088042	0.011119	0.0243	1.1226e-05	6.681e-05	4.1562e-06	0.01	0.00067886	
0.00014087	8.3013e-06	9.3772e-07	1.1027e-05	2.5332e-06	9.4745e-05	0.0216	2.1105e-06	0.00034808	0.0010412	5.0643e-05	5.8552e-06	0.00047955	8.6219e-08	3.8986e-05	0.01	0.01	0.11916	0.04967	0.000858	0.0088041	0.011108	0.024271	1.0915e-05	6.8315e-05	3.9935e-06	0.01	0.00067273	
0.00013996	8.0843e-06	9.5301e-07	1.0736e-05	2.553e-06	9.4306e-05	0.021618	2.0919e-06	0.00034938	0.0010712	4.9099e-05	6.0639e-06	0.00047749	7.7633e-08	3.8997e-05	0.01	0.01	0.11927	0.049688	0.00086191	0.008804	0.011097	0.024243	1.061e-05	6.9833e-05	3.8424e-06	0.01	0.0006669	
0.00013903	7.8629e-06	9.6589e-07	1.0434e-05	2.5691e-06	9.3862e-05	0.021637	2.0711e-06	0.00035066	0.001101	4.754e-05	6.2683e-06	0.00047542	6.7868e-08	3.9001e-05	0.01	0.01	0.11938	0.049706	0.00086577	0.0088039	0.011087	0.024215	1.0292e-05	7.134e-05	3.6872e-06	0.01	0.000661	
0.00013815	7.6474e-06	9.8105e-07	1.0161e-05	2.5901e-06	9.3429e-05	0.021655	2.0531e-06	0.00035197	0.0011321	4.6029e-05	6.4791e-06	0.00047336	5.8407e-08	3.9012e-05	0.01	0.01	0.1195	0.049725	0.00086982	0.0088038	0.011076	0.024187	9.9792e-06	7.286e-05	3.5431e-06	0.01	0.00065541	
0.0001373	7.4375e-06	9.9846e-07	9.9172e-06	2.616e-06	9.3008e-05	0.021674	2.038e-06	0.0003533	0.0011644	4.4564e-05	6.6965e-06	0.00047132	4.9161e-08	3.9029e-05	0.01	0.01	0.11962	0.049745	0.00087406	0.0088037	0.011066	0.024159	9.6706e-06	7.4393e-05	3.4091e-06	0.01	0.00065009	
0.00013644	7.2231e-06	1.0134e-06	9.6614e-06	2.6381e-06	9.2581e-05	0.021692	2.0206e-06	0.00035462	0.0011966	4.3086e-05	6.9095e-06	0.00046926	3.8758e-08	3.9039e-05	0.01	0.01	0.11975	0.049765	0.00087825	0.0088037	0.011055	0.024132	9.3501e-06	7.5915e-05	3.2712e-06	0.01	0.00064471	
0.00013557	7.0044e-06	1.026e-06	9.3935e-06	2.6563e-06	9.2147e-05	0.021711	2.0009e-06	0.00035592	0.0012284	4.1594e-05	7.1181e-06	0.0004672	2.7193e-08	3.9043e-05	0.01	0.01	0.11987	0.049785	0.0008824	0.0088036	0.011045	0.024104	9.0177e-06	7.7427e-05	3.1294e-06	0.01	0.00063928	
0.00013474	6.7913e-06	1.036e-06	9.1126e-06	2.6797e-06	9.1708e-05	0.02173	1.9841e-06	0.00035721	0.0012599	4.0086e-05	7.3336e-06	0.00046513	1.4431e-08	3.9054e-05	0.01	0.01	0.11999	0.049806	0.00088648	0.0088035	0.011034	0.024076	8.673e-06	7.8929e-05	2.9832e-06	0.01	0.00063377	
0.0001339	6.5738e-06	1.0436e-06	8.8196e-06	2.6993e-06	9.1263e-05	0.021748	1.9651e-06	0.00035849	0.0012912	3.8625e-05	7.5447e-06	0.00046308	1.4192e-08	3.9058e-05	0.01	0.01	0.12011	0.049827	0.00089077	0.0088034	0.011024	0.024048	8.3328e-06	8.0443e-05	2.833e-06	0.01	0.00062855	
0.00013305	6.3518e-06	1.0487e-06	8.5142e-06	2.715e-06	9.0812e-05	0.021767	1.9438e-06	0.00035976	0.0013221	3.7151e-05	7.7513e-06	0.00046101	1.2929e-08	3.9055e-05	0.01	0.01	0.12023	0.049848	0.000895	0.0088034	0.011013	0.02402	7.9807e-06	8.1948e-05	2.6788e-06	0.01	0.00062327	
0.00013223	6.1352e-06	1.0561e-06	8.2373e-06	2.7357e-06	9.0372e-05	0.021786	1.9253e-06	0.00036105	0.0013544	3.572e-05	7.9648e-06	0.00045896	1.1153e-08	3.9059e-05	0.01	0.01	0.12035	0.04987	0.00089943	0.0088033	0.011003	0.023993	7.6326e-06	8.3465e-05	2.5347e-06	0.01	0.00061826	
0.0001314	5.914e-06	1.061e-06	7.9475e-06	2.7524e-06	8.9927e-05	0.021805	1.9044e-06	0.00036232	0.0013864	3.4275e-05	8.1735e-06	0.0004569	2.3873e-08	3.9056e-05	0.01	0.01	0.12048	0.049892	0.00090381	0.0088032	0.010992	0.023965	7.2722e-06	8.4972e-05	2.3864e-06	0.01	0.00061318	
0.00013062	5.6983e-06	1.0682e-06	7.6854e-06	2.7743e-06	8.9492e-05	0.021824	1.8862e-06	0.00036362	0.0014198	3.2874e-05	8.3895e-06	0.00045485	3.6875e-08	3.9059e-05	0.01	0.01	0.12061	0.049916	0.00090838	0.0088031	0.010982	0.023937	6.9158e-06	8.6492e-05	2.248e-06	0.01	0.00060836	
0.00012982	5.4781e-06	1.0731e-06	7.4116e-06	2.7924e-06	8.9052e-05	0.021843	1.8658e-06	0.0003649	0.001453	3.1459e-05	8.601e-06	0.00045279	4.8701e-08	3.9056e-05	0.01	0.01	0.12074	0.049939	0.00091291	0.0088031	0.010972	0.02391	6.5477e-06	8.8001e-05	2.1058e-06	0.01	0.00060349	
0.00012906	5.2633e-06	1.0803e-06	7.1639e-06	2.8158e-06	8.8623e-05	0.021863	1.8481e-06	0.00036621	0.0014875	3.0087e-05	8.8199e-06	0.00045075	6.0876e-08	3.906e-05	0.01	0.01	0.12088	0.049963	0.00091765	0.008803	0.010962	0.023883	6.1833e-06	8.9524e-05	1.9729e-06	0.01	0.00059887	
0.00012828	5.0438e-06	1.0849e-06	6.9041e-06	2.8351e-06	8.8188e-05	0.021882	1.8282e-06	0.0003675	0.0015218	2.8701e-05	9.0341e-06	0.0004487	7.1829e-08	3.9057e-05	0.01	0.01	0.12102	0.049988	0.00092232	0.0088029	0.010951	0.023856	5.8069e-06	9.1037e-05	1.836e-06	0.01	0.00059419	
0.00012755	4.8295e-06	1.092e-06	6.669e-06	2.8598e-06	8.7764e-05	0.021902	1.8108e-06	0.00036882	0.0015576	2.7356e-05	9.2559e-06	0.00044666	8.3194e-08	3.906e-05	0.01	0.01	0.12117	0.050013	0.00092721	0.0088029	0.010941	0.023829	5.434e-06	9.2562e-05	1.708e-06	0.01	0.00058976	
0.00012684	4.6199e-06	1.1014e-06	6.4564e-06	2.8897e-06	8.735e-05	0.021922	1.796e-06	0.00037016	0.0015948	2.6051e-05	9.4853e-06	0.00044463	9.5021e-08	3.907e-05	0.01	0.01	0.12132	0.05004	0.00093232	0.0088028	0.010931	0.023802	5.0641e-06	9.4102e-05	1.5879e-06	0.01	0.00058556	
0.00012613	4.4058e-06	1.1083e-06	6.2323e-06	2.9156e-06	8.6931e-05	0.021941	1.7788e-06	0.00037149	0.0016318	2.4731e-05	9.7098e-06	0.00044259	1.056e-07	3.9073e-05	0.01	0.01	0.12148	0.050067	0.00093736	0.0088028	0.010921	0.023775	4.6822e-06	9.563e-05	1.4641e-06	0.01	0.0005813	
0.0001254	4.1872e-06	1.1126e-06	5.9966e-06	2.9374e-06	8.6506e-05	0.021961	1.7594e-06	0.0003728	0.0016684	2.3398e-05	9.9295e-06	0.00044055	1.1492e-07	3.9069e-05	0.01	0.01	0.12163	0.050094	0.00094234	0.0088027	0.010911	0.023748	4.2883e-06	9.7148e-05	1.3365e-06	0.01	0.00057698	
0.00012467	3.964e-06	1.1144e-06	5.7491e-06	2.9551e-06	8.6074e-05	0.021981	1.7377e-06	0.0003741	0.0017046	2.2051e-05	1.0144e-05	0.0004385	1.2299e-07	3.9058e-05	0.01	0.01	0.12178	0.05012	0.00094726	0.0088027	0.010901	0.023721	4.669e-06	9.8655e-05	1.2051e-06	0.01	0.00057261	
0.00012396	3.7458e-06	1.1187e-06	5.5245e-06	2.9783e-06	8.5654e-05	0.022	1.7186e-06	0.00037542	0.0017425	2.0744e-05	1.0367e-05	0.00043646	1.3159e-07	3.9053e-05	0.01	0.01	0.12194	0.050148	0.00095241	0.0088026	0.010891	0.023695	5.0529e-06	0.00010018	1.0818e-06	0.01	0.00056847	
0.00012325	3.523e-06	1.1203e-06	5.2883e-06	2.9974e-06	8.5227e-05	0.02202	1.6972e-06	0.00037673	0.00178	1.9424e-05	1.0585e-05	0.00043441	1.3893e-07	3.9042e-05	0.01	0.01	0.1221	0.050175	0.00095749	0.0088026	0.010881	0.023668	5.4247e-06	0.00010169	9.5463e-07	0.01	0.00056427	
0.00012252	3.2958e-06	1.1195e-06	5.041e-06	3.0124e-06	8.4795e-05	0.02204	1.6735e-06	0.00037802	0.0018171	1.8141e-05	1.0798e-05	0.00043237	1.4502e-07	3.9024e-05	0.01	0.01	0.12226	0.050203	0.00096279	0.0088025	0.010871	0.023641	5.7999e-06	0.00010321	8.2389e-07	0.01	0.00056031	
0.00012183	3.0736e-06	1.1212e-06	4.8162e-06	3.0333e-06	8.4373e-05	0.022061	1.6525e-06	0.00037934	0.001856	1.6897e-05	1.102e-05	0.00043035	1.5171e-07	3.9013e-05	0.01	0.01	0.12242	0.050231	0.00096833	0.0088025	0.010861	0.023615	6.179e-06	0.00010475	7.0107e-07	0.01	0.00055657	
0.00012118	2.8562e-06	1.1256e-06	4.6125e-06	3.0601e-06	8.3963e-05	0.022081	1.6341e-06	0.00038069	0.0018966	1.569e-05	1.125e-05	0.00042834	1.5905e-07	3.9009e-05	0.01	0.01	0.1226	0.050262	0.00097411	0.0088024	0.010852	0.023589	6.5625e-06	0.0001063	5.8566e-07	0.01	0.00055305	
0.00012056	2.6434e-06	1.1326e-06	4.4285e-06	3.093e-06	8.3565e-05	0.022102	1.6182e-06	0.00038206	0.001939	1.4519e-05	1.1489e-05	0.00042634	1.671e-07	3.9013e-05	0.01	0.01	0.12279	0.050293	0.00098015	0.0088024	0.010842	0.023563	6.9507e-06	0.00010787	4.7709e-07	0.01	0.00054974	
0.00011993	2.4258e-06	1.1369e-06	4.8558e-06	3.1214e-06	8.3159e-05	0.022123	1.6e-06	0.00038341	0.001981	1.3333e-05	1.1723e-05	0.00042433	1.738e-07	3.9008e-05	0.01	0.01	0.12298	0.050325	0.00098611	0.0088024	0.010832	0.023537	7.326e-06	0.00010943	3.6478e-07	0.01	0.00054636	
0.00011926	2.2032e-06	1.1382e-06	5.2657e-06	3.1448e-06	8.2747e-05	0.022144	1.5791e-06	0.00038475	0.0020224	1.2132e-05	1.1951e-05	0.00042231	1.7906e-07	3.8996e-05	0.01	0.01	0.12316	0.050356	0.00099198	0.0088024	0.010823	0.023511	7.6879e-06	0.00011097	2.4821e-07	0.01	0.00054292	
0.00011859	2.2876e-06	1.1366e-06	5.6593e-06	3.1634e-06	8.2347e-05	0.022164	1.5556e-06	0.00038612	0.0020634	1.2192e-05	1.2173e-05	0.00042028	1.8291e-07	3.897e-05	0.01	0.01	0.12334	0.050386	0.00099777	0.0088023	0.010813	0.023485	8.0365e-06	0.00011251	2.479e-07	0.01	0.00053941	
0.00011789	2.3678e-06	1.132e-06	6.0367e-06	3.1772e-06	8.194e-05	0.022185	1.5296e-06	0.00038747	0.0021038	1.2244e-05	1.2389e-05	0.00041824	1.8536e-07	3.8935e-05	0.01	0.01	0.12351	0.050417	0.0010035	0.0088023	0.010803	0.023458	8.3719e-06	0.00011403	2.4525e-07	0.01	0.00053582	
