Zootoca_vivipara	Trachemys_scripta	Thamnophis_sirtalis	Python_molurus	Pseudonaja_textilis	Podarcis_muralis	Pelodiscus_sinensis	Pantherophis_guttatus	Notechis_scutatus	Lacerta_agilis	Gopherus_agassizii	Gavialis_gangeticus	Crocodylus_porosus	Chrysemys_picta	Chelonoidis_abingdonii	Chelonia_mydas	Anolis_carolinensis	Alligator_sinensis	Alligator_mississippiensis	
3.1377e-05	9.2033e-05	0.00037143	0.0024529	0.03844	0.016768	1.506e-07	6.8559e-06	0.0086107	0.0002759	0.84364	0.0017946	1.6617e-05	0.0023503	0.0048317	7.4809e-05	1.0462e-07	1.6757e-05	2.2961e-05	
3.1131e-05	9.1937e-05	0.00037513	0.0023835	0.038483	0.01671	1.6039e-07	6.6156e-06	0.0086107	0.000255	0.84599	0.0017627	1.7221e-05	0.0023508	0.0049128	7.5966e-05	1.3416e-07	1.6757e-05	2.385e-05	
3.0832e-05	9.1829e-05	0.00037524	0.0023215	0.038527	0.016673	1.861e-07	6.3781e-06	0.0086107	0.0002319	0.84826	0.0017323	1.7887e-05	0.0023512	0.0049926	7.708e-05	1.4077e-07	1.6759e-05	2.478e-05	
3.0517e-05	9.1709e-05	0.00037528	0.002256	0.038571	0.016635	2.0749e-07	6.1321e-06	0.0086107	0.00020797	0.85047	0.0017011	1.8509e-05	0.0023516	0.0050712	7.8162e-05	1.4331e-07	1.6753e-05	2.568e-05	
3.0223e-05	9.1596e-05	0.00037544	0.0021974	0.038615	0.016599	2.3277e-07	5.887e-06	0.0086107	0.0001857	0.85279	0.0016714	1.9195e-05	0.0023521	0.0051525	7.9292e-05	1.5159e-07	1.6748e-05	2.6621e-05	
2.9949e-05	9.1491e-05	0.00037571	0.0021449	0.03866	0.016565	2.2247e-07	5.6429e-06	0.0086108	0.00016498	0.85524	0.001643	1.9949e-05	0.0023526	0.0052365	8.0472e-05	1.3972e-07	1.6745e-05	2.7605e-05	
2.966e-05	9.1373e-05	0.00037592	0.0020895	0.038704	0.01653	2.082e-07	5.3902e-06	0.0086108	0.00014353	0.85762	0.0016139	2.0657e-05	0.0023532	0.0053193	8.1618e-05	1.2296e-07	1.6734e-05	2.8557e-05	
2.9391e-05	9.1263e-05	0.00037625	0.0020401	0.038749	0.016498	1.9705e-07	5.1387e-06	0.0086108	0.0001236	0.86012	0.0015862	2.1438e-05	0.0023538	0.0054049	8.2816e-05	1.1324e-07	1.6724e-05	2.9555e-05	
2.9082e-05	9.1141e-05	0.00037671	0.0019962	0.038795	0.016462	1.8212e-07	4.888e-06	0.0086109	0.00012031	0.86255	0.0015579	2.2174e-05	0.0023543	0.0054893	8.3982e-05	1.1856e-07	1.6706e-05	3.0523e-05	
2.8719e-05	9.1027e-05	0.00037729	0.0019573	0.03884	0.016446	1.7019e-07	4.6383e-06	0.008611	0.00011665	0.86512	0.001531	2.2987e-05	0.002355	0.0055767	8.5201e-05	1.0914e-07	1.669e-05	3.1538e-05	
2.8385e-05	9.0921e-05	0.000378	0.0019227	0.038887	0.016431	1.608e-07	4.3894e-06	0.0086111	0.00010505	0.86782	0.0015052	2.3881e-05	0.0023557	0.0056672	8.6474e-05	7.3692e-08	1.6676e-05	3.26e-05	
2.8028e-05	9.0802e-05	0.00037846	0.0018861	0.038933	0.016416	1.477e-07	4.5614e-06	0.0086111	0.00010342	0.87043	0.0014789	2.4721e-05	0.0023564	0.0057562	8.7711e-05	7.3418e-08	1.6653e-05	3.3629e-05	
2.7691e-05	9.0671e-05	0.00037904	0.0018534	0.03898	0.016402	1.308e-07	4.7331e-06	0.0086112	0.00010193	0.87297	0.001452	2.551e-05	0.002357	0.0058437	8.8912e-05	7.6916e-08	1.6621e-05	3.4626e-05	
2.734e-05	9.0528e-05	0.00037956	0.0018189	0.039026	0.016388	1.5811e-07	4.897e-06	0.0086113	0.00010037	0.87544	0.0014488	2.6236e-05	0.0023576	0.0059299	9.008e-05	7.7333e-08	1.6579e-05	3.5592e-05	
2.701e-05	9.0373e-05	0.0003802	0.0017883	0.039073	0.016375	1.9424e-07	5.0607e-06	0.0086114	9.8953e-05	0.87783	0.0014458	2.7042e-05	0.0023581	0.0060148	9.1212e-05	8.1783e-08	1.654e-05	3.6606e-05	
2.6701e-05	9.0226e-05	0.00038098	0.0017611	0.039121	0.016364	1.9411e-07	5.2243e-06	0.0086115	9.7663e-05	0.88036	0.0014431	2.7934e-05	0.0023587	0.0061027	9.2397e-05	7.1246e-08	1.6503e-05	3.767e-05	
2.6377e-05	9.0066e-05	0.00038168	0.0017422	0.039168	0.016352	1.9032e-07	5.3801e-06	0.0086116	9.63e-05	0.88281	0.0014402	2.8771e-05	0.0023593	0.0061892	9.3547e-05	7.4904e-08	1.6458e-05	3.8701e-05	
2.6073e-05	8.9914e-05	0.00038254	0.0017255	0.039216	0.016341	1.8886e-07	5.5356e-06	0.0086117	9.5059e-05	0.88538	0.0014376	2.9694e-05	0.0023599	0.0062787	9.4749e-05	8.2618e-08	1.6414e-05	3.978e-05	
2.5755e-05	8.9751e-05	0.00038333	0.0017078	0.039263	0.01633	1.84e-07	5.6834e-06	0.0086118	9.3756e-05	0.88789	0.0014349	3.0567e-05	0.0023605	0.0063669	9.592e-05	8.7184e-08	1.6361e-05	4.0829e-05	
2.5424e-05	8.9576e-05	0.00038406	0.0016892	0.039311	0.016318	1.7588e-07	5.8237e-06	0.0086119	9.2394e-05	0.89034	0.0014321	3.1395e-05	0.0023611	0.006454	9.7062e-05	8.8903e-08	1.63e-05	4.185e-05	
2.5112e-05	8.9409e-05	0.00038473	0.0016693	0.039358	0.016308	1.699e-07	5.9564e-06	0.008612	9.1142e-05	0.89291	0.0014186	3.235e-05	0.0023617	0.0065439	9.8253e-05	9.5102e-08	1.6241e-05	4.2917e-05	
2.4787e-05	8.923e-05	0.00038534	0.0016485	0.039405	0.016297	1.6077e-07	6.0817e-06	0.0086121	8.9837e-05	0.89541	0.0014048	3.326e-05	0.0023623	0.0066328	9.9416e-05	9.8446e-08	1.6173e-05	4.3958e-05	
2.4479e-05	8.9058e-05	0.00038607	0.0016299	0.039453	0.016287	1.5353e-07	6.2063e-06	0.0086122	8.8637e-05	0.89804	0.0013916	3.4254e-05	0.002363	0.0067244	0.00010063	1.0583e-07	1.6107e-05	4.5044e-05	
2.4159e-05	8.8874e-05	0.00038674	0.0016103	0.0395	0.016277	1.4309e-07	6.3234e-06	0.0086123	8.7381e-05	0.9006	0.0013781	3.5198e-05	0.0023636	0.0068149	0.00010181	1.101e-07	1.6032e-05	4.61e-05	
2.3856e-05	8.8697e-05	0.00038734	0.0016006	0.039547	0.016268	1.3442e-07	6.4328e-06	0.0086124	8.6228e-05	0.90327	0.0013641	3.6068e-05	0.0023643	0.0069082	0.00010305	9.5769e-08	1.5959e-05	4.7207e-05	
2.3565e-05	8.8523e-05	0.00038804	0.0015919	0.039595	0.01626	1.2662e-07	6.5404e-06	0.0086125	8.515e-05	0.90603	0.0013506	3.7e-05	0.0023651	0.0070037	0.00010433	8.5268e-08	1.5887e-05	4.8349e-05	
2.3284e-05	8.8352e-05	0.00038881	0.0015841	0.039643	0.016253	1.1944e-07	6.6461e-06	0.0086126	8.4139e-05	0.90888	0.0013374	3.7992e-05	0.0023659	0.0071015	0.00010564	7.7676e-08	1.5814e-05	4.9526e-05	
2.3014e-05	8.8183e-05	0.00038967	0.001577	0.039691	0.016248	1.1275e-07	6.7496e-06	0.0086127	8.3191e-05	0.91181	0.0013247	3.9046e-05	0.0023668	0.0072014	0.00010699	7.2451e-08	1.574e-05	5.0736e-05	
2.2737e-05	8.8017e-05	0.0003906	0.0015706	0.03974	0.016241	1.0647e-07	6.8511e-06	0.0086128	8.2216e-05	0.91483	0.0013123	4.0165e-05	0.0023678	0.0073036	0.00010838	6.9365e-08	1.5665e-05	5.1981e-05	
2.2452e-05	8.7843e-05	0.00039162	0.001565	0.039789	0.016235	1.6308e-07	6.9505e-06	0.008613	8.1214e-05	0.91781	0.0012999	4.1254e-05	0.0023687	0.0074052	0.00010974	6.4363e-08	1.5584e-05	5.3209e-05	
2.2176e-05	8.7671e-05	0.00039271	0.00156	0.039838	0.016229	2.2422e-07	7.0478e-06	0.0086131	8.0271e-05	0.92087	0.0012878	4.2408e-05	0.0023697	0.0075089	0.00011115	6.1181e-08	1.5502e-05	5.4471e-05	
2.191e-05	8.7501e-05	0.00039389	0.0015556	0.039888	0.016224	2.9025e-07	7.1427e-06	0.0086132	7.9384e-05	0.92401	0.001276	4.3626e-05	0.0023707	0.0076148	0.00011258	5.9559e-08	1.5419e-05	5.5766e-05	
2.1653e-05	8.7333e-05	0.00039514	0.0015518	0.039937	0.01622	3.6194e-07	7.2355e-06	0.0086134	7.8552e-05	0.92723	0.0012646	4.4913e-05	0.0023718	0.007723	0.00011406	5.9631e-08	1.5335e-05	5.7096e-05	
2.1389e-05	8.7157e-05	0.00039637	0.0015479	0.039987	0.016216	4.3011e-07	7.3221e-06	0.0086136	7.7697e-05	0.93043	0.0012531	4.6174e-05	0.0023728	0.0078307	0.00011552	5.8126e-08	1.5244e-05	5.8411e-05	
2.1118e-05	8.6974e-05	0.00039757	0.0015438	0.040037	0.016212	4.9481e-07	7.4024e-06	0.0086137	7.6819e-05	0.93359	0.0012415	4.7407e-05	0.0023739	0.0079379	0.00011696	5.504e-08	1.5147e-05	5.971e-05	
2.0857e-05	8.6793e-05	0.00039885	0.0015402	0.040087	0.016209	5.6548e-07	7.4805e-06	0.0086139	7.5996e-05	0.93683	0.0012303	4.8711e-05	0.0023749	0.0080473	0.00011843	5.3447e-08	1.5049e-05	6.1044e-05	
2.0589e-05	8.6604e-05	0.0004001	0.0015365	0.040137	0.016205	6.3239e-07	7.5523e-06	0.008614	7.5149e-05	0.94004	0.001219	4.9986e-05	0.002376	0.0081562	0.0001199	5.0247e-08	1.6281e-05	6.221e-05	
2.0329e-05	8.6417e-05	0.00040143	0.0015334	0.040188	0.016202	7.0551e-07	7.6219e-06	0.0086142	7.4354e-05	0.94333	0.001208	5.1332e-05	0.0023771	0.0082674	0.00012139	4.8381e-08	1.7522e-05	6.3408e-05	
2.0078e-05	8.6231e-05	0.00040284	0.0015308	0.040238	0.0162	7.8576e-07	7.6893e-06	0.0086143	7.361e-05	0.94671	0.0011973	5.2755e-05	0.0023783	0.0083809	0.00012293	4.7816e-08	1.8772e-05	6.464e-05	
1.9835e-05	8.6048e-05	0.00040434	0.0015288	0.040289	0.016199	8.736e-07	7.7545e-06	0.0086145	7.2914e-05	0.95017	0.0011869	5.4256e-05	0.0023795	0.0084967	0.0001245	4.8459e-08	2.0031e-05	6.5906e-05	
1.9585e-05	8.5857e-05	0.00040581	0.0015266	0.04034	0.016198	9.5737e-07	7.8134e-06	0.0086147	7.2197e-05	0.9536	0.0011764	5.5727e-05	0.0023807	0.0086121	0.00012605	4.7588e-08	2.1283e-05	6.7156e-05	
1.9343e-05	8.5668e-05	0.00040736	0.0015249	0.040391	0.016197	1.0493e-06	7.8701e-06	0.0086149	7.1527e-05	0.95385	0.0011662	5.7279e-05	0.002382	0.0087298	0.00012765	4.7923e-08	2.2543e-05	6.844e-05	
1.9095e-05	8.5471e-05	0.00040888	0.001523	0.040442	0.016197	1.1368e-06	7.9205e-06	0.008615	7.0835e-05	0.9541	0.001156	5.8799e-05	0.0023832	0.008847	0.00012922	4.6698e-08	2.3794e-05	6.9708e-05	
1.884e-05	8.5267e-05	0.00041037	0.001521	0.040494	0.016196	1.22e-06	7.9645e-06	0.0086152	7.012e-05	0.95435	0.0011457	6.0286e-05	0.0023844	0.0089636	0.00013078	4.3908e-08	2.5038e-05	7.0958e-05	
1.8594e-05	8.5064e-05	0.00040701	0.0015196	0.040545	0.016195	1.312e-06	8.007e-06	0.0086154	6.9454e-05	0.95464	0.0011356	6.1859e-05	0.0023857	0.0090827	0.00013238	4.2373e-08	2.6291e-05	7.2245e-05	
1.8355e-05	8.4864e-05	0.00040377	0.0015186	0.040597	0.016196	1.4139e-06	8.0474e-06	0.0086156	6.8836e-05	0.95496	0.0011259	6.3524e-05	0.002387	0.0092043	0.00013401	4.202e-08	2.7554e-05	7.357e-05	
1.811e-05	8.4655e-05	0.00040065	0.0015071	0.040649	0.016197	1.511e-06	8.0858e-06	0.0086158	6.8196e-05	0.95528	0.0011161	6.5153e-05	0.0023883	0.0093254	0.00013563	4.0117e-08	2.8808e-05	7.4877e-05	
1.7874e-05	8.4449e-05	0.00039766	0.0014965	0.040701	0.016198	1.6189e-06	8.1223e-06	0.008616	6.7604e-05	0.95564	0.0011062	6.6748e-05	0.0023896	0.0094491	0.0001373	3.9409e-08	3.0054e-05	7.6167e-05	
1.7646e-05	8.4246e-05	0.00039479	0.0014868	0.040754	0.016201	1.7388e-06	8.157e-06	0.0086162	6.706e-05	0.95604	0.0010966	6.8439e-05	0.002391	0.0095755	0.00013901	3.9857e-08	3.131e-05	7.7496e-05	
1.7426e-05	8.4045e-05	0.00039203	0.0014779	0.040807	0.016204	1.8721e-06	8.1899e-06	0.0086164	6.6564e-05	0.95648	0.0010874	7.0235e-05	0.0023925	0.0097047	0.00014076	4.1533e-08	3.2578e-05	7.8867e-05	
1.7198e-05	8.3847e-05	0.00038905	0.0014688	0.04086	0.016207	1.8701e-06	9.4398e-06	0.0086166	6.604e-05	0.95695	0.0010784	7.215e-05	0.002394	0.009837	0.00014257	4.139e-08	3.3858e-05	8.0286e-05	
1.698e-05	8.3652e-05	0.00038619	0.0014604	0.04082	0.016211	1.8749e-06	1.0701e-05	0.0086168	6.5566e-05	0.95747	0.0010697	7.4188e-05	0.0023956	0.0099723	0.00014443	4.2609e-08	3.5151e-05	8.1752e-05	
1.6753e-05	8.3449e-05	0.00038328	0.0014518	0.04078	0.016215	1.8754e-06	1.1953e-05	0.0086171	6.5066e-05	0.95799	0.0010609	7.6174e-05	0.0023972	0.010107	0.00014626	4.2127e-08	3.6433e-05	8.3194e-05	
1.6537e-05	8.3249e-05	0.0003805	0.0014441	0.040739	0.01622	1.8834e-06	1.3217e-05	0.0086173	6.4618e-05	0.95855	0.0010525	7.8298e-05	0.0023988	0.010131	0.00014815	4.3155e-08	3.773e-05	8.4688e-05	
1.6311e-05	8.304e-05	0.00037767	0.001436	0.040699	0.016224	1.8862e-06	1.447e-05	0.0086175	6.414e-05	0.9591	0.0010439	8.0353e-05	0.0024004	0.010155	0.00015001	8.575e-08	3.9043e-05	8.6241e-05	
1.6078e-05	8.2822e-05	0.00037478	0.0014276	0.040659	0.016228	1.8842e-06	1.5712e-05	0.0086178	6.3633e-05	0.95964	0.0010352	8.2349e-05	0.002402	0.010179	0.00015185	3.5422e-07	4.0345e-05	8.7767e-05	
1.5854e-05	8.2607e-05	0.00037202	0.00142	0.040619	0.016233	1.8898e-06	1.6966e-05	0.008618	6.3178e-05	0.96023	0.0010268	8.4485e-05	0.0024036	0.010204	0.00015374	6.9875e-07	4.1634e-05	8.9262e-05	
1.5621e-05	8.2383e-05	0.0003692	0.001412	0.040579	0.016238	1.8903e-06	1.821e-05	0.0086182	6.2694e-05	0.96081	0.0010183	8.6557e-05	0.0024052	0.010228	0.0001556	1.0153e-06	4.2911e-05	9.0729e-05	
1.538e-05	8.215e-05	0.00036633	0.0014037	0.040539	0.016242	1.8856e-06	1.9442e-05	0.0086185	6.2178e-05	0.96138	0.0010097	8.8565e-05	0.0024068	0.010252	0.00015743	1.3064e-06	4.4176e-05	9.2168e-05	
1.5149e-05	8.1921e-05	0.00036359	0.0013963	0.040499	0.016247	1.825e-06	2.0688e-05	0.0086187	6.1718e-05	0.96199	0.0010009	9.0505e-05	0.0024084	0.010277	0.00015933	1.4022e-06	4.5429e-05	9.3577e-05	
1.4928e-05	8.1696e-05	0.00036099	0.0013898	0.040459	0.016253	1.7746e-06	2.1948e-05	0.0086189	6.1311e-05	0.96265	0.00099245	9.2591e-05	0.0024101	0.010302	0.0001613	1.5287e-06	4.6697e-05	9.5041e-05	
1.4717e-05	8.1475e-05	0.00035853	0.0013842	0.04042	0.016261	1.7339e-06	2.3224e-05	0.0086192	6.0959e-05	0.96336	0.00098434	9.4836e-05	0.0024119	0.010329	0.00016333	1.54e-06	4.798e-05	9.6565e-05	
1.4516e-05	8.1259e-05	0.0003562	0.0013793	0.040382	0.01627	1.7021e-06	2.4514e-05	0.0086195	6.0659e-05	0.96412	0.00097654	9.7248e-05	0.0024138	0.010357	0.00016542	1.4612e-06	4.928e-05	9.8148e-05	
1.4306e-05	8.1033e-05	0.00035381	0.0013741	0.040343	0.016278	1.6647e-06	2.5793e-05	0.0086197	6.0328e-05	0.96487	0.00096862	9.9584e-05	0.0024156	0.010384	0.00016748	1.3727e-06	5.0566e-05	9.97e-05	
1.4106e-05	8.0811e-05	0.00035155	0.0013698	0.040304	0.016288	1.6362e-06	2.7087e-05	0.00862	6.0051e-05	0.96567	0.00096102	0.0001021	0.0024175	0.010413	0.00016962	1.3091e-06	5.187e-05	0.00010132	
1.3918e-05	8.0579e-05	0.00034944	0.0013663	0.040266	0.016299	1.601e-06	2.84e-05	0.0086203	5.9833e-05	0.96645	0.00095326	0.00010452	0.0024193	0.010441	0.00017171	1.146e-06	5.3159e-05	0.00010289	
1.3719e-05	8.0336e-05	0.00034725	0.0013624	0.040228	0.016309	1.5587e-06	2.9698e-05	0.0086206	5.9578e-05	0.96722	0.00094587	0.00010716	0.0024211	0.010468	0.00017376	9.5572e-07	5.4468e-05	0.00010455	
1.3532e-05	8.01e-05	0.00034522	0.0013594	0.04019	0.016321	1.5283e-06	3.1018e-05	0.0086208	5.9388e-05	0.96805	0.00093882	0.00011004	0.002423	0.010497	0.00017359	8.2687e-07	5.5799e-05	0.00010628	
1.3358e-05	7.987e-05	0.00034334	0.0013573	0.040153	0.016334	1.5082e-06	3.2358e-05	0.0086211	5.9262e-05	0.96893	0.00093161	0.0001128	0.002425	0.010527	0.00017348	7.4546e-07	5.7113e-05	0.00010797	
1.3172e-05	7.9647e-05	0.00034138	0.0013547	0.040115	0.016347	1.4983e-06	3.3682e-05	0.0086214	5.9093e-05	0.96988	0.00092477	0.00011582	0.0024271	0.010558	0.00017341	6.4304e-07	5.845e-05	0.00010975	
1.2998e-05	7.9412e-05	0.00033956	0.001353	0.040078	0.016361	1.4806e-06	3.5027e-05	0.0086218	5.8988e-05	0.97081	0.00091826	0.00011912	0.0024291	0.010589	0.00017332	5.747e-07	5.981e-05	0.00011161	
1.2814e-05	7.9167e-05	0.00033789	0.0013489	0.040042	0.016375	1.4559e-06	3.6394e-05	0.0086221	5.8842e-05	0.97172	0.00091159	0.00012228	0.0024311	0.010619	0.00017319	4.9136e-07	6.1153e-05	0.00011343	
1.2641e-05	7.8928e-05	0.00033636	0.0013457	0.040005	0.01639	1.4415e-06	3.7786e-05	0.0086224	5.8761e-05	0.97269	0.00090527	0.00012574	0.0024332	0.010651	0.00017312	4.3693e-07	6.2519e-05	0.00011534	
1.2457e-05	7.8696e-05	0.00033496	0.0013444	0.03997	0.016404	1.3365e-06	3.9201e-05	0.0086228	5.8636e-05	0.97254	0.00089954	0.00012647	0.0024353	0.010684	0.0001731	3.4907e-07	6.391e-05	0.00011735	
1.2284e-05	7.847e-05	0.0003337	0.001344	0.039934	0.01642	1.2478e-06	4.0639e-05	0.0086231	5.8572e-05	0.97244	0.0008941	0.00012733	0.0024376	0.010718	0.00017313	2.889e-07	6.5325e-05	0.00011945	
1.2121e-05	7.8251e-05	0.00033255	0.0013444	0.039899	0.016437	1.1733e-06	4.2101e-05	0.0086235	5.8567e-05	0.97238	0.00088893	0.00012832	0.00244	0.010754	0.0001732	2.478e-07	6.6762e-05	0.00012165	
1.1949e-05	7.802e-05	0.00033134	0.0013443	0.039864	0.016454	1.0904e-06	4.3545e-05	0.0086239	5.8526e-05	0.97232	0.00088364	0.00012923	0.0024423	0.01079	0.00017325	1.9807e-07	6.8182e-05	0.0001238	
1.1787e-05	7.7795e-05	0.00033025	0.0013451	0.039829	0.016472	1.0211e-06	4.5014e-05	0.0086243	5.8546e-05	0.97229	0.00087863	0.0001303	0.0024447	0.010826	0.00017335	1.6442e-07	6.9575e-05	0.00012588	
1.1616e-05	7.7559e-05	0.0003291	0.0013455	0.039794	0.016489	9.4328e-07	4.6465e-05	0.0086246	5.8525e-05	0.97226	0.0008735	0.00013128	0.002447	0.010863	0.00017341	1.2287e-07	7.095e-05	0.0001279	
1.1455e-05	7.733e-05	0.00032807	0.0013468	0.03976	0.016508	8.7808e-07	4.7942e-05	0.008625	5.8568e-05	0.97228	0.00086864	0.00013242	0.0024495	0.0109	0.00017353	9.4934e-08	7.235e-05	0.00013003	
1.1283e-05	7.7107e-05	0.00032717	0.0013489	0.039726	0.016526	8.2504e-07	4.9444e-05	0.0086254	5.8569e-05	0.97234	0.00086362	0.0001335	0.002452	0.010939	0.00017369	5.4437e-08	7.3731e-05	0.0001321	
1.1122e-05	7.6891e-05	0.00032639	0.001352	0.039692	0.016546	7.8204e-07	5.0974e-05	0.0086259	5.8635e-05	0.97245	0.00085888	0.00013474	0.0024547	0.01098	0.00017391	2.6954e-08	7.5137e-05	0.00013428	
1.0979e-05	7.9309e-05	0.00032573	0.0013561	0.039659	0.016569	7.318e-07	5.253e-05	0.0086263	5.7389e-05	0.97255	0.000854	0.00013589	0.0024571	0.01102	0.00017409	1.0034e-08	7.6525e-05	0.00013639	
1.0825e-05	8.1755e-05	0.000325	0.0013596	0.039626	0.01659	6.9107e-07	5.4067e-05	0.0086267	5.6078e-05	0.97269	0.00084939	0.0001372	0.0024597	0.011062	0.00017433	3.8259e-09	7.7938e-05	0.00013862	
1.066e-05	8.4182e-05	0.0003242	0.0013625	0.039592	0.01661	6.4352e-07	5.5584e-05	0.0086271	5.4701e-05	0.97283	0.00084465	0.00013842	0.0024621	0.011103	0.00017453	3.9309e-09	7.9332e-05	0.00014078	
1.0506e-05	8.6636e-05	0.00032352	0.0013665	0.039559	0.016633	6.0478e-07	5.7129e-05	0.0086276	5.3437e-05	0.97301	0.00084017	0.00013981	0.0024647	0.011145	0.00017479	4.1873e-09	8.0752e-05	0.00014305	
1.0342e-05	8.9071e-05	0.00032296	0.0013714	0.039527	0.016654	5.5951e-07	5.8701e-05	0.008628	5.2113e-05	0.97318	0.00083548	0.00014108	0.0024672	0.011187	0.00017501	5.9824e-09	8.2198e-05	0.00014544	
1.0187e-05	9.1488e-05	0.00032251	0.0013774	0.039494	0.016677	5.0738e-07	6.0301e-05	0.0086285	5.0895e-05	0.97335	0.00083079	0.00014234	0.0024697	0.011228	0.0001752	8.4186e-09	8.3641e-05	0.00014783	
1.0043e-05	9.3931e-05	0.00032217	0.0013845	0.039463	0.016702	4.6368e-07	6.1929e-05	0.0086289	4.9776e-05	0.97355	0.0008261	0.00014359	0.0024723	0.011271	0.00017544	1.1818e-08	8.5079e-05	0.00015021	
9.8893e-06	9.6356e-05	0.00032195	0.0013929	0.039431	0.016726	4.1389e-07	6.3586e-05	0.0086294	4.8602e-05	0.97375	0.0008214	0.00014484	0.0024748	0.011313	0.00017565	1.3215e-08	8.6513e-05	0.00015258	
9.7454e-06	9.8808e-05	0.00032183	0.0014026	0.0394	0.016752	3.7187e-07	6.5273e-05	0.0086299	4.7526e-05	0.974	0.00081671	0.00014608	0.0024774	0.011357	0.00017591	1.5781e-08	8.7943e-05	0.00015495	
9.5918e-06	0.00010124	0.00032166	0.0014116	0.039369	0.016777	3.2405e-07	6.694e-05	0.0086304	4.6397e-05	0.97424	0.00081201	0.00014732	0.00248	0.0114	0.00017614	1.6413e-08	8.9369e-05	0.00015732	
9.4284e-06	0.00010366	0.00032142	0.0014201	0.039337	0.016801	3.4678e-07	6.8587e-05	0.0086309	4.5213e-05	0.97446	0.00080731	0.00014854	0.0024825	0.011442	0.00017633	1.5126e-08	9.0791e-05	0.00015968	
9.2551e-06	0.00010605	0.00032113	0.0014279	0.039306	0.016824	3.6496e-07	7.0216e-05	0.0086314	4.3973e-05	0.97468	0.00079484	0.00015076	0.0024849	0.011483	0.0001765	1.1882e-08	9.2241e-05	0.00016217	
9.0916e-06	0.00010847	0.00032094	0.001437	0.039275	0.016849	3.8798e-07	7.1873e-05	0.0086318	4.283e-05	0.97494	0.0007821	0.00015286	0.0024874	0.011527	0.00017671	9.8005e-09	9.3672e-05	0.00016459	
8.9375e-06	0.00011093	0.0003207	0.0014453	0.039244	0.016876	4.1635e-07	7.3512e-05	0.0086323	4.1779e-05	0.97525	0.00076993	0.00015518	0.0024901	0.011528	0.00017698	8.6086e-09	9.5129e-05	0.00016713	
8.7926e-06	0.0001134	0.00032056	0.0014549	0.039213	0.016905	4.5092e-07	7.518e-05	0.0086328	4.0815e-05	0.97561	0.00075833	0.00015774	0.0024928	0.01153	0.0001773	8.0835e-09	9.6613e-05	0.0001698	
8.6568e-06	0.00011591	0.00032054	0.0014659	0.039182	0.016936	4.9259e-07	7.6879e-05	0.0086333	3.9932e-05	0.97602	0.00074725	0.00016056	0.0024957	0.011533	0.00017767	8.1402e-09	9.8126e-05	0.0001726	
8.5117e-06	0.0001184	0.00032046	0.0014763	0.039152	0.016966	5.3039e-07	7.8559e-05	0.0086338	3.9004e-05	0.97642	0.00073595	0.00016326	0.0024985	0.011535	0.000178	6.5784e-09	9.9619e-05	0.00017533	
8.3755e-06	0.00012092	0.00032049	0.0014881	0.039123	0.016997	5.7583e-07	8.0269e-05	0.0086344	3.8154e-05	0.97686	0.00072516	0.00016622	0.0025013	0.011539	0.0001784	5.5352e-09	0.00010114	0.0001782	
8.2297e-06	0.00012341	0.00032046	0.0014992	0.039093	0.017028	6.1502e-07	8.1959e-05	0.0086349	3.7257e-05	0.9773	0.00071414	0.00016905	0.0025042	0.011542	0.00017875	2.8749e-09	0.00010264	0.00018099	
8.0771e-06	0.00012589	0.00032037	0.0015096	0.039063	0.017058	6.4828e-07	8.3629e-05	0.0086354	3.6313e-05	0.97772	0.00070289	0.00017175	0.002507	0.011544	0.00018502	4.4227e-09	0.00010413	0.00018373	
7.9327e-06	0.0001284	0.00032038	0.0015215	0.039034	0.01709	6.8912e-07	8.5329e-05	0.008636	3.5445e-05	0.97819	0.00069214	0.00017471	0.0025098	0.011548	0.0001915	6.2837e-09	0.00010564	0.00018659	
7.779e-06	0.00013088	0.00032034	0.0015326	0.039004	0.017121	7.2374e-07	8.7009e-05	0.0086365	3.4529e-05	0.97865	0.00068115	0.00017753	0.0025126	0.011551	0.00019788	6.5464e-09	0.00010713	0.00018938	
7.6156e-06	0.00013335	0.00032023	0.001543	0.038974	0.017151	7.5229e-07	8.8668e-05	0.008637	3.3565e-05	0.9791	0.00066991	0.00018021	0.0025154	0.011553	0.00020414	5.2126e-09	0.0001086	0.0001921	
7.9824e-06	0.00013585	0.00032023	0.001555	0.038945	0.01718	7.7296e-07	9.0359e-05	0.0086375	3.2539e-05	0.97901	0.00065836	0.00018275	0.0025183	0.011576	0.00020988	8.202e-09	0.00011011	0.00019496	
8.3861e-06	0.00013832	0.00032014	0.0015723	0.038916	0.017192	7.877e-07	9.1996e-05	0.0086381	3.1649e-05	0.97891	0.00064626	0.0002001	0.0025211	0.011598	0.00021551	8.8605e-09	0.00011159	0.00019775	
8.8059e-06	0.00014083	0.00032014	0.0015917	0.038887	0.017206	8.0906e-07	9.3662e-05	0.0086386	3.0828e-05	0.97886	0.00063468	0.00021888	0.002524	0.011622	0.00022134	1.0125e-08	0.0001131	0.00020067	
9.2135e-06	0.00014332	0.0003201	0.0016102	0.038858	0.017219	8.2517e-07	9.5309e-05	0.0086392	2.9967e-05	0.97879	0.00062288	0.00023704	0.0025268	0.011645	0.00022708	9.7508e-09	0.0001146	0.00020353	
