Urocitellus_parryii	Spermophilus_dauricus	Sciurus_vulgaris	Oryctolagus_cuniculus	Octodon_degus	Ochotona_princeps	Marmota_marmota	Ictidomys_tridecemlineatus	Heterocephalus_glaber	Fukomys_damarensis	Chinchilla_lanigera	Cavia_porcellus	Cavia_aperea	Castor_canadensis	
9.5182e-07	0.0013729	5.8917e-07	2.4982e-08	1.0475e-06	9.9448e-07	9.3623e-05	4.7993e-05	9.6866e-07	4.2199e-05	5.7041e-05	0.01	0.045016	6.5206e-10	
9.6015e-07	0.0013827	6.3244e-07	2.2911e-08	1.0423e-06	1.0479e-06	9.4423e-05	4.7959e-05	9.003e-07	4.3729e-05	5.7414e-05	0.01	0.045055	3.7606e-10	
9.6405e-07	0.0013925	6.8716e-07	1.1573e-08	1.0301e-06	1.1652e-06	9.517e-05	4.7915e-05	8.2273e-07	4.5176e-05	5.7748e-05	0.01	0.045093	1.0614e-09	
9.6823e-07	0.0014024	7.3628e-07	1.2429e-08	1.011e-06	1.2435e-06	9.6047e-05	4.788e-05	7.3554e-07	4.6545e-05	5.8041e-05	0.01	0.045131	4.9967e-10	
9.6798e-07	0.0014123	7.9524e-07	1.5954e-08	1.0039e-06	1.3959e-06	9.6868e-05	4.7835e-05	6.6923e-07	4.8123e-05	5.8433e-05	0.01	0.04517	9.4696e-10	
9.6803e-07	0.0014223	8.2853e-07	1.6952e-08	9.0123e-07	1.4924e-06	9.7824e-05	4.7799e-05	6.1977e-07	4.9936e-05	5.8934e-05	0.01	0.045209	2.1587e-10	
9.6837e-07	0.0014325	8.7396e-07	1.4014e-08	8.195e-07	1.4821e-06	9.8922e-05	4.777e-05	5.8408e-07	5.2012e-05	5.9546e-05	0.01	0.045248	1.038e-10	
9.6428e-07	0.0014427	9.1417e-07	2.2785e-08	7.2833e-07	1.437e-06	9.9961e-05	4.7732e-05	5.4186e-07	5.3985e-05	6.0112e-05	0.01	0.045288	3.7212e-10	
9.5696e-07	0.0014528	9.5279e-07	3.0671e-08	6.273e-07	1.3821e-06	0.00010099	4.7689e-05	4.9282e-07	5.5858e-05	6.0634e-05	0.01	0.045327	3.1671e-09	
9.4641e-07	0.0014629	9.898e-07	3.7671e-08	5.1593e-07	1.3174e-06	0.00010202	4.7642e-05	4.3664e-07	5.7636e-05	6.1112e-05	0.01	0.045366	4.5792e-09	
9.3263e-07	0.0014731	1.0252e-06	4.3785e-08	3.938e-07	1.2429e-06	0.00010304	4.759e-05	3.7299e-07	5.9321e-05	6.1547e-05	0.01	0.045405	4.0627e-09	
1.1323e-06	0.0014831	1.0556e-06	4.6917e-08	3.9696e-07	1.1362e-06	0.000104	4.7528e-05	3.9217e-07	6.0885e-05	6.1934e-05	0.01	0.045444	1.4928e-09	
1.3257e-06	0.0014931	1.0948e-06	5.6611e-08	3.4411e-07	1.0833e-06	0.0001049	4.7458e-05	4.2214e-07	6.2693e-05	6.2429e-05	0.01	0.045483	1.8024e-09	
1.5129e-06	0.0015031	1.1439e-06	5.4872e-08	3.018e-07	1.0786e-06	0.00010575	4.7379e-05	4.0758e-07	6.4806e-05	6.3037e-05	0.01	0.045523	2.9829e-10	
1.7064e-06	0.0015132	1.176e-06	4.9961e-08	2.5331e-07	1.044e-06	0.00010674	4.7307e-05	3.8799e-07	6.6814e-05	6.36e-05	0.01	0.045563	2.4685e-10	
1.8936e-06	0.0015232	1.2176e-06	5.072e-08	2.1403e-07	1.054e-06	0.00010767	4.7227e-05	3.7651e-07	6.9117e-05	6.428e-05	0.01	0.045603	8.9014e-10	
2.0874e-06	0.0015335	1.2529e-06	4.847e-08	1.6897e-07	1.0411e-06	0.00010875	4.7154e-05	3.6e-07	7.1333e-05	6.4913e-05	0.01	0.045643	3.3686e-10	
2.2882e-06	0.0015439	1.2979e-06	5.1671e-08	1.1727e-07	1.0727e-06	0.00010998	4.7089e-05	3.5134e-07	7.3895e-05	6.5486e-05	0.01	0.045683	5.1819e-10	
2.4966e-06	0.0015544	1.3539e-06	6.2676e-08	7.4223e-08	1.1545e-06	0.00011137	4.7032e-05	3.4967e-07	7.6824e-05	6.6179e-05	0.01	0.045723	2.4712e-09	
2.6982e-06	0.0015649	1.4041e-06	6.9871e-08	7.8328e-08	1.206e-06	0.0001127	4.6966e-05	3.4348e-07	7.9616e-05	6.6817e-05	0.01	0.045763	2.7104e-09	
2.9075e-06	0.0015756	1.4664e-06	6.7238e-08	8.4213e-08	1.1139e-06	0.0001142	4.6908e-05	3.4409e-07	8.2803e-05	6.7581e-05	0.01	0.045804	8.5289e-10	
3.125e-06	0.0015864	1.509e-06	8.0873e-08	8.6521e-08	1.1838e-06	0.00011588	4.6857e-05	3.4023e-07	8.5843e-05	6.8295e-05	0.01	0.045845	1.4104e-09	
3.3511e-06	0.0015974	1.5346e-06	9.0085e-08	9.8953e-08	1.2074e-06	0.00011777	4.6814e-05	3.0282e-07	9.1033e-05	6.8191e-05	0.01	0.045886	8.9457e-10	
3.57e-06	0.0016084	1.5736e-06	1.1347e-07	1.0756e-07	1.3029e-06	0.00011957	4.6762e-05	2.6375e-07	9.622e-05	6.8046e-05	0.01	0.045927	2.2281e-09	
3.782e-06	0.0016193	1.6064e-06	1.288e-07	1.1136e-07	2.029e-06	0.0001213	4.6701e-05	2.8507e-07	0.00010085	7.024e-05	0.01	0.045967	1.9947e-09	
4.0027e-06	0.0016303	1.6547e-06	1.6647e-07	1.114e-07	2.2758e-06	0.00012323	4.6648e-05	3.0168e-07	0.00010527	7.2339e-05	0.01	0.046008	5.4808e-09	
4.2163e-06	0.0016413	1.7152e-06	2.4127e-07	1.1385e-07	2.6533e-06	0.00012508	4.6586e-05	3.26e-07	0.0001103	7.4711e-05	0.01	0.046049	3.0162e-08	
4.4228e-06	0.0016523	1.7688e-06	3.0654e-07	1.1254e-07	2.9664e-06	0.00012686	4.6515e-05	3.4539e-07	0.00011511	7.6983e-05	0.01	0.04609	4.8428e-08	
6.7785e-06	0.0017934	2.5277e-06	5.0195e-07	1.0369e-07	8.5251e-06	0.00014844	4.5098e-05	8.3707e-07	0.00013678	0.00010989	0.01	0.046636	9.349e-08	
6.9467e-06	0.0018044	2.5724e-06	5.075e-07	9.7196e-08	8.8519e-06	0.0001502	4.4964e-05	8.6409e-07	0.0001384	0.00011108	0.01	0.046678	8.9075e-08	
7.1199e-06	0.0018155	2.613e-06	5.0905e-07	8.7738e-08	9.1387e-06	0.0001521	4.4834e-05	8.8714e-07	0.00013997	0.00011224	0.01	0.04672	8.0274e-08	
7.2882e-06	0.0018265	2.6497e-06	5.0673e-07	1.382e-07	9.3879e-06	0.00015396	4.4697e-05	9.0635e-07	0.00014148	0.00011336	0.01	0.046762	6.6222e-08	
7.4615e-06	0.0018377	2.6948e-06	5.1682e-07	1.9433e-07	9.7562e-06	0.00015597	4.4564e-05	9.3359e-07	0.00014318	0.0001146	0.01	0.046804	1.917e-08	
7.64e-06	0.001849	2.7487e-06	5.411e-07	2.5715e-07	1.0266e-05	0.00015812	4.4434e-05	9.6953e-07	0.00014507	0.00011597	0.01	0.046847	6.5816e-09	
7.8134e-06	0.0018603	2.8123e-06	5.8511e-07	3.2807e-07	1.0955e-05	0.00016023	4.4297e-05	1.0154e-06	0.00014716	0.00011748	0.01	0.046889	3.2149e-09	
7.9927e-06	0.0018717	2.8708e-06	6.2225e-07	3.9408e-07	1.1581e-05	0.0001625	4.4164e-05	1.0565e-06	0.00014919	0.00011894	0.01	0.046933	5.9255e-09	
8.1666e-06	0.001883	2.9697e-06	6.4008e-07	4.6977e-07	1.1909e-05	0.00016472	4.4024e-05	1.1091e-06	0.00015145	0.00012055	0.01	0.046976	5.1902e-09	
8.3354e-06	0.0018944	3.0636e-06	6.5301e-07	5.4032e-07	1.2192e-05	0.0001669	4.3878e-05	1.1568e-06	0.00015365	0.00012213	0.01	0.047019	1.5692e-08	
8.51e-06	0.0019058	3.1703e-06	6.8359e-07	6.2144e-07	1.262e-05	0.00016924	4.3734e-05	1.2168e-06	0.00015608	0.00012385	0.01	0.047063	1.7547e-08	
8.6793e-06	0.0019172	3.2719e-06	7.0841e-07	6.9717e-07	1.2999e-05	0.00017153	4.3584e-05	1.2716e-06	0.00015844	0.00012554	0.01	0.047107	5.7673e-08	
8.8435e-06	0.0019286	3.3683e-06	7.2781e-07	7.6757e-07	1.3329e-05	0.00017378	4.3428e-05	1.3213e-06	0.00016074	0.00012718	0.01	0.047151	8.6622e-08	
9.0139e-06	0.0019401	3.4631e-06	7.4635e-07	8.3582e-07	1.365e-05	0.00017621	4.3275e-05	1.3694e-06	0.00016303	0.00012881	0.01	0.047194	1.1496e-07	
9.1912e-06	0.0019518	3.5564e-06	7.6404e-07	9.0193e-07	1.3962e-05	0.00017883	4.3127e-05	1.4158e-06	0.00016531	0.00013044	0.01	0.047238	1.4269e-07	
9.3625e-06	0.0019634	3.6482e-06	7.8087e-07	9.6589e-07	1.4264e-05	0.00018139	4.2971e-05	1.4607e-06	0.00016759	0.00013207	0.01	0.047282	1.698e-07	
9.5421e-06	0.0019752	3.7385e-06	7.9685e-07	1.0277e-06	1.4557e-05	0.00018418	4.282e-05	1.5039e-06	0.00016986	0.00013369	0.01	0.047326	1.9631e-07	
9.715e-06	0.0019869	3.8273e-06	8.1197e-07	1.0874e-06	1.484e-05	0.00018689	4.2662e-05	1.5455e-06	0.00017212	0.00013531	0.01	0.047369	2.222e-07	
9.8977e-06	0.0019988	3.9145e-06	8.2624e-07	1.1449e-06	1.5115e-05	0.00018988	4.251e-05	1.5855e-06	0.00017438	0.00013692	0.01	0.047413	2.4749e-07	
1.0091e-05	0.0020109	4.0002e-06	8.3965e-07	1.2003e-06	1.5379e-05	0.00019317	4.2365e-05	1.6238e-06	0.00017663	0.00013853	0.01	0.047457	2.7216e-07	
1.0276e-05	0.002023	4.0844e-06	8.5221e-07	1.2536e-06	1.5635e-05	0.00019635	4.2212e-05	1.6606e-06	0.00017888	0.00014014	0.01	0.047501	2.9622e-07	
1.0454e-05	0.0020349	4.1671e-06	8.6391e-07	1.3047e-06	1.5881e-05	0.00019941	4.2049e-05	1.6957e-06	0.00018112	0.00014174	0.01	0.047545	3.1967e-07	
1.0643e-05	0.0020471	4.2482e-06	8.7475e-07	1.3536e-06	1.6117e-05	0.0002028	4.1894e-05	1.7292e-06	0.00018335	0.00014334	0.01	0.047589	3.4251e-07	
1.0823e-05	0.0020592	4.3278e-06	8.8475e-07	1.4005e-06	1.6344e-05	0.00020607	4.1729e-05	1.761e-06	0.00018557	0.00014493	0.01	0.047633	3.6474e-07	
1.1145e-05	0.0020619	4.4059e-06	8.9388e-07	1.4451e-06	1.6562e-05	0.00020697	4.181e-05	1.7913e-06	0.00018779	0.00014652	0.01	0.047677	3.8636e-07	
1.1457e-05	0.0020645	4.4825e-06	9.0216e-07	1.4877e-06	1.6771e-05	0.00020779	4.1882e-05	1.8199e-06	0.00019	0.00014811	0.01	0.047721	4.0737e-07	
1.1761e-05	0.0020671	4.5575e-06	9.0959e-07	1.5281e-06	1.697e-05	0.00020855	4.1945e-05	1.8469e-06	0.00019221	0.00014969	0.01	0.047765	4.2777e-07	
1.208e-05	0.0020698	4.631e-06	9.1616e-07	1.5663e-06	1.7159e-05	0.00020948	4.2015e-05	1.8723e-06	0.00019441	0.00015127	0.01	0.04781	4.4756e-07	
1.2396e-05	0.0020725	4.703e-06	9.2187e-07	1.6024e-06	1.734e-05	0.00021041	4.208e-05	1.896e-06	0.0001966	0.00015284	0.01	0.047854	4.6674e-07	
1.2709e-05	0.0020752	4.7735e-06	9.2673e-07	1.6364e-06	1.7511e-05	0.00021133	4.2141e-05	1.9182e-06	0.00019879	0.00015441	0.01	0.047898	4.853e-07	
1.3019e-05	0.0020779	4.8425e-06	9.3074e-07	1.6682e-06	1.7672e-05	0.00021225	4.2196e-05	1.9387e-06	0.00020097	0.00015598	0.01	0.047942	5.0326e-07	
1.3326e-05	0.0020805	4.9099e-06	9.3389e-07	1.6979e-06	1.7824e-05	0.00021316	4.2247e-05	1.9576e-06	0.00020314	0.00015754	0.01	0.047987	5.2061e-07	
1.363e-05	0.0020832	4.9758e-06	9.3618e-07	1.7255e-06	1.7967e-05	0.00021406	4.2293e-05	1.9748e-06	0.00020531	0.00015909	0.01	0.048031	5.3734e-07	
1.3932e-05	0.0020859	5.0402e-06	9.3762e-07	1.7509e-06	1.8101e-05	0.00021495	4.2335e-05	1.9905e-06	0.00020747	0.00016065	0.01	0.048075	5.5347e-07	
1.423e-05	0.0020885	5.103e-06	9.3821e-07	1.7741e-06	1.8225e-05	0.00021584	4.2371e-05	2.0045e-06	0.00020962	0.0001622	0.01	0.04812	5.6898e-07	
1.4526e-05	0.0020912	5.1643e-06	9.3794e-07	1.7952e-06	1.8339e-05	0.00021673	4.2403e-05	2.0169e-06	0.00021177	0.00016374	0.01	0.048164	5.8389e-07	
1.4819e-05	0.0020938	5.2241e-06	9.3681e-07	1.8142e-06	1.8444e-05	0.0002176	4.2429e-05	2.0277e-06	0.00021391	0.00016528	0.01	0.048209	5.9818e-07	
1.5109e-05	0.0020964	5.2824e-06	9.3483e-07	1.831e-06	1.854e-05	0.00021847	4.2451e-05	2.0368e-06	0.00021605	0.00016682	0.01	0.048253	6.1186e-07	
1.5396e-05	0.0020991	5.3392e-06	9.32e-07	1.8457e-06	1.8627e-05	0.00021933	4.2468e-05	2.0444e-06	0.00021817	0.00016835	0.01	0.048298	6.2494e-07	
1.568e-05	0.0021017	5.3944e-06	9.2831e-07	1.8583e-06	1.8704e-05	0.00022019	4.2481e-05	2.0503e-06	0.0002203	0.00016988	0.01	0.048342	6.374e-07	
1.5961e-05	0.0021043	5.4481e-06	9.2376e-07	1.8687e-06	1.8772e-05	0.00022104	4.2488e-05	2.0546e-06	0.00022241	0.0001714	0.01	0.048387	6.4925e-07	
1.624e-05	0.0021069	5.5003e-06	9.1836e-07	1.8769e-06	1.883e-05	0.00022188	4.2491e-05	2.0572e-06	0.00022452	0.00017293	0.01	0.048432	6.605e-07	
1.6515e-05	0.0021095	5.551e-06	9.1211e-07	1.883e-06	1.8879e-05	0.00022272	4.2489e-05	2.0583e-06	0.00022662	0.00017444	0.01	0.048477	6.7113e-07	
1.6788e-05	0.0021121	5.6002e-06	9.05e-07	1.887e-06	1.8919e-05	0.00022355	4.2482e-05	2.0577e-06	0.00022872	0.00017595	0.01	0.048521	6.8115e-07	
1.7058e-05	0.0021147	5.6478e-06	8.9703e-07	1.8888e-06	1.8949e-05	0.00022438	4.2471e-05	2.0555e-06	0.00023081	0.00017746	0.01	0.048566	6.9056e-07	
1.7325e-05	0.0021173	5.6939e-06	8.8821e-07	1.8885e-06	1.897e-05	0.00022519	4.2454e-05	2.0517e-06	0.00023289	0.00017897	0.01	0.048611	6.9936e-07	
1.7589e-05	0.0021198	5.7385e-06	8.7854e-07	1.8861e-06	1.8981e-05	0.000226	4.2433e-05	2.0462e-06	0.00023497	0.00018047	0.01	0.048656	7.0755e-07	
1.785e-05	0.0021224	5.7815e-06	8.68e-07	1.8815e-06	1.8983e-05	0.00022681	4.2407e-05	2.0392e-06	0.00023704	0.00018196	0.01	0.048701	7.1513e-07	
1.8108e-05	0.0021249	5.8231e-06	8.5662e-07	1.8748e-06	1.8976e-05	0.00022761	4.2376e-05	2.0305e-06	0.0002391	0.00018346	0.01	0.048746	7.221e-07	
1.8363e-05	0.0021275	5.8631e-06	8.4438e-07	1.8659e-06	1.8959e-05	0.0002284	4.234e-05	2.0202e-06	0.00024116	0.00018494	0.01	0.04879	7.2846e-07	
1.8616e-05	0.00213	5.9016e-06	8.3128e-07	1.8549e-06	1.8933e-05	0.00022918	4.23e-05	2.0083e-06	0.00024321	0.00018643	0.01	0.048835	7.3421e-07	
1.8865e-05	0.0021326	5.9385e-06	8.1733e-07	1.8417e-06	1.8898e-05	0.00022996	4.2254e-05	1.9947e-06	0.00024526	0.00018791	0.01	0.04888	7.3935e-07	
1.9131e-05	0.0021352	5.974e-06	8.0252e-07	1.8264e-06	1.8853e-05	0.00023093	4.2216e-05	1.9795e-06	0.00024729	0.00018938	0.01	0.048926	7.4388e-07	
1.9388e-05	0.0021378	6.0079e-06	7.8686e-07	1.809e-06	1.8799e-05	0.00023182	4.2169e-05	1.9627e-06	0.00024933	0.00019085	0.01	0.048971	7.478e-07	
1.9635e-05	0.0021404	6.0403e-06	7.7034e-07	1.7894e-06	1.8735e-05	0.00023264	4.2113e-05	1.9443e-06	0.00025135	0.00019232	0.01	0.049016	7.5111e-07	
1.9898e-05	0.002143	6.0712e-06	7.5297e-07	1.7676e-06	1.8662e-05	0.00023365	4.2064e-05	1.9243e-06	0.00025337	0.00019379	0.01	0.049061	7.5381e-07	
1.9722e-05	0.0021458	6.1005e-06	7.3474e-07	1.7438e-06	1.858e-05	0.00023486	4.2022e-05	1.9026e-06	0.00025538	0.00019525	0.01	0.049106	7.559e-07	
1.9536e-05	0.0021485	6.1284e-06	7.1566e-07	1.7177e-06	1.8488e-05	0.00023599	4.1971e-05	1.8793e-06	0.00025739	0.0001967	0.01	0.049151	7.5738e-07	
1.9342e-05	0.0021512	6.1547e-06	6.9572e-07	1.6896e-06	1.8387e-05	0.00023705	4.1912e-05	1.8544e-06	0.00025939	0.00019815	0.01	0.049197	7.5824e-07	
1.9138e-05	0.0021538	6.1795e-06	6.7493e-07	1.6593e-06	1.8276e-05	0.00023803	4.1843e-05	1.8279e-06	0.00026138	0.0001996	0.01	0.049242	7.585e-07	
1.8925e-05	0.0021564	6.2028e-06	6.5328e-07	1.6269e-06	1.8156e-05	0.00023894	4.1766e-05	1.7997e-06	0.00026337	0.00020104	0.01	0.049287	7.5815e-07	
1.8728e-05	0.0021591	6.2245e-06	6.3078e-07	1.5923e-06	1.8027e-05	0.00024004	4.1696e-05	1.77e-06	0.00026535	0.00020248	0.01	0.049333	7.5719e-07	
1.8521e-05	0.0021618	6.2447e-06	6.0742e-07	1.5555e-06	1.7889e-05	0.00024107	4.1616e-05	1.7386e-06	0.00026733	0.00020392	0.01	0.049378	7.5562e-07	
1.8329e-05	0.0021645	6.2634e-06	5.832e-07	1.5167e-06	1.7741e-05	0.0002423	4.1544e-05	1.7055e-06	0.00026929	0.00020535	0.01	0.049424	7.5343e-07	
1.8152e-05	0.0021674	6.2806e-06	5.5813e-07	1.4757e-06	1.7583e-05	0.00024374	4.1479e-05	1.6709e-06	0.00027126	0.00020678	0.01	0.049469	7.5064e-07	
1.7966e-05	0.0021702	6.2963e-06	5.322e-07	1.4325e-06	1.7416e-05	0.0002451	4.1405e-05	1.6346e-06	0.00027321	0.0002082	0.01	0.049515	7.4724e-07	
1.7794e-05	0.0021732	6.3104e-06	5.0542e-07	1.3872e-06	1.724e-05	0.00024668	4.1338e-05	1.5967e-06	0.00027516	0.00020962	0.01	0.04956	7.4322e-07	
1.7635e-05	0.0021762	6.323e-06	4.7779e-07	1.3398e-06	1.7055e-05	0.0002485	4.1278e-05	1.5572e-06	0.0002771	0.00021104	0.01	0.049606	7.386e-07	
1.7491e-05	0.0021794	6.3341e-06	4.4929e-07	1.2902e-06	1.686e-05	0.00025056	4.1225e-05	1.5161e-06	0.00027904	0.00021245	0.01	0.049652	7.3336e-07	
1.7337e-05	0.0021825	6.3437e-06	4.1995e-07	1.2385e-06	1.6655e-05	0.00025251	4.3145e-05	1.4734e-06	0.00028097	0.00021386	0.01	0.049697	7.2752e-07	
1.7175e-05	0.0021855	6.3517e-06	3.8974e-07	1.1846e-06	1.6442e-05	0.00025439	4.505e-05	1.429e-06	0.00028289	0.00021526	0.01	0.049743	7.2107e-07	
1.7026e-05	0.0021887	6.3583e-06	3.5868e-07	1.1286e-06	1.6219e-05	0.0002565	4.6986e-05	1.383e-06	0.00028481	0.00021666	0.01	0.049789	7.14e-07	
1.6869e-05	0.0021918	6.3633e-06	3.2677e-07	1.0704e-06	1.5986e-05	0.00025852	4.8908e-05	1.3354e-06	0.00028672	0.00021805	0.01	0.049834	7.0633e-07	
1.6723e-05	0.0021951	6.3668e-06	2.94e-07	1.0101e-06	1.5744e-05	0.00026079	5.0859e-05	1.2861e-06	0.00028862	0.00021944	0.01	0.04988	6.9804e-07	
1.6571e-05	0.0021982	6.3687e-06	2.6037e-07	9.477e-07	1.5493e-05	0.00026297	5.2796e-05	1.2352e-06	0.00029052	0.00022083	0.01	0.049926	6.8915e-07	
1.6429e-05	0.0022015	6.3692e-06	2.2589e-07	8.8312e-07	1.5233e-05	0.00026539	5.4761e-05	1.1828e-06	0.00029241	0.00022222	0.01	0.049972	6.7964e-07	
1.6298e-05	0.0022049	6.3681e-06	1.9055e-07	8.164e-07	1.4963e-05	0.00026806	5.6755e-05	1.1286e-06	0.0002943	0.00022359	0.01	0.050018	6.6952e-07	
1.7078e-05	0.0022083	6.3655e-06	1.5436e-07	7.4753e-07	1.4683e-05	0.00027064	5.8736e-05	1.0729e-06	0.00029617	0.00022497	0.01	0.050064	6.588e-07	
1.7848e-05	0.0022116	6.3614e-06	1.1731e-07	6.7652e-07	1.4394e-05	0.00027317	6.0706e-05	1.0155e-06	0.00029805	0.00022634	0.01	0.05011	6.4746e-07	
1.8641e-05	0.002215	6.3698e-06	7.9406e-08	6.1488e-07	1.4096e-05	0.00027589	6.2698e-05	9.6909e-07	0.00030016	0.00022787	0.01	0.050156	6.7813e-07	
1.9426e-05	0.0022183	6.3736e-06	3.6733e-08	5.4868e-07	1.3756e-05	0.00027856	6.4681e-05	9.1838e-07	0.00030221	0.00022936	0.01	0.050203	6.9769e-07	
6.2361e-05	0.0024104	3.5348e-06	1.3447e-08	1.5015e-05	0.00036501	0.00042896	0.00017905	1.7836e-07	0.00082394	0.00023775	0.01	0.053246	2.0647e-07	
6.303e-05	0.0024135	3.463e-06	1.6049e-08	1.6046e-05	0.00037942	0.0004316	0.00018087	1.9412e-07	0.00082716	0.00023674	0.01	0.053299	1.4699e-07	
6.3682e-05	0.0024166	3.3827e-06	1.6577e-08	1.7005e-05	0.00039212	0.00043412	0.00018266	2.0581e-07	0.00083018	0.00023566	0.01	0.053351	4.5684e-08	
6.4374e-05	0.0024197	3.3471e-06	2.3399e-08	1.7894e-05	0.00039808	0.00043697	0.0001845	2.0423e-07	0.00084197	0.00023448	0.01	0.053404	3.1195e-08	
6.5049e-05	0.0024228	3.3035e-06	2.6857e-08	1.8682e-05	0.00043174	0.00043971	0.00018631	2.7248e-07	0.00085249	0.00023682	0.01	0.053456	5.3588e-09	
6.5763e-05	0.002426	3.2747e-06	3.5505e-08	1.9658e-05	0.00048061	0.00044279	0.00018817	3.5951e-07	0.00086449	0.00023949	0.01	0.053509	1.6272e-09	
6.6461e-05	0.0024292	3.2388e-06	4.102e-08	2.0564e-05	0.00052381	0.00044575	0.00019	4.3754e-07	0.00087596	0.00024204	0.01	0.053562	2.078e-09	
6.7199e-05	0.0024325	3.242e-06	4.3054e-08	2.1405e-05	0.00055884	0.00044908	0.00019188	5.0707e-07	0.00088693	0.00024447	0.01	0.053614	7.5761e-09	
6.792e-05	0.0024357	3.2599e-06	5.0954e-08	2.2449e-05	0.00060979	0.00045227	0.00019373	5.995e-07	0.00088965	0.00024725	0.01	0.053583	9.0446e-09	
6.8683e-05	0.0024391	3.2703e-06	5.5552e-08	2.3418e-05	0.00065481	0.00045585	0.00019563	6.822e-07	0.00089216	0.00024991	0.01	0.053552	8.0892e-09	
6.9489e-05	0.0024426	3.2954e-06	4.9507e-08	2.4386e-05	0.00072255	0.00045986	0.00019756	7.633e-07	0.00089466	0.00025256	0.01	0.053521	6.4959e-09	
7.0277e-05	0.002446	3.4699e-06	3.8916e-08	2.5353e-05	0.0007764	0.00046371	0.00019948	8.4278e-07	0.00089716	0.0002552	0.01	0.053489	1.7985e-09	
7.1109e-05	0.0024496	3.6766e-06	3.483e-08	2.6318e-05	0.00085488	0.000468	0.00020144	9.2065e-07	0.00089966	0.00025785	0.01	0.053458	1.3153e-09	
7.1987e-05	0.0024532	3.8667e-06	2.7786e-08	2.7282e-05	0.00092398	0.00047276	0.00020343	9.9691e-07	0.00090215	0.00026049	0.01	0.053427	1.9228e-10	
7.2913e-05	0.002457	4.0344e-06	1.739e-08	2.8246e-05	0.00098433	0.00047804	0.00020547	1.0716e-06	0.00090464	0.00026313	0.01	0.053396	1.1067e-10	
7.3889e-05	0.002461	4.2368e-06	1.3033e-08	2.9208e-05	0.0010073	0.00047876	0.00020755	1.1446e-06	0.00090712	0.00026577	0.01	0.053364	1.6576e-10	
7.4916e-05	0.002465	4.4155e-06	6.1583e-09	3.0168e-05	0.0010273	0.00047974	0.00020967	1.216e-06	0.0009096	0.0002684	0.01	0.053333	1.0716e-09	
7.5923e-05	0.002469	4.7013e-06	3.7488e-09	3.1128e-05	0.0010358	0.00048062	0.00021177	1.2858e-06	0.00091207	0.00027103	0.01	0.053302	5.1794e-10	
7.6983e-05	0.0024732	5.0363e-06	2.6823e-09	3.2086e-05	0.0010376	0.00048177	0.00021392	1.354e-06	0.00091454	0.00027366	0.01	0.053271	1.1488e-09	
7.8098e-05	0.0024774	5.4384e-06	2.5123e-09	3.3043e-05	0.0010349	0.0004832	0.0002161	1.4206e-06	0.000917	0.00027628	0.01	0.05324	2.2534e-10	
7.9271e-05	0.0024818	5.9245e-06	2.8943e-09	3.3999e-05	0.001034	0.00048491	0.00021834	1.4856e-06	0.00091946	0.0002789	0.01	0.053209	8.9362e-11	
8.0503e-05	0.0024863	6.4898e-06	3.9877e-09	3.4954e-05	0.0010348	0.00048693	0.00022061	1.549e-06	0.00092191	0.00028152	0.01	0.053178	7.2501e-11	
8.1733e-05	0.0024908	6.7631e-06	7.6448e-09	3.5907e-05	0.0010395	0.00048895	0.00022289	1.6108e-06	0.00092436	0.00028414	0.01	0.053147	1.7274e-10	
8.2961e-05	0.0024953	7.0863e-06	1.4658e-08	3.686e-05	0.0010471	0.00049096	0.00022516	1.6709e-06	0.00092681	0.00028675	0.01	0.053116	6.9178e-10	
8.4188e-05	0.0024998	7.466e-06	2.8952e-08	3.7811e-05	0.0010483	0.00049296	0.00022743	1.7295e-06	0.00092925	0.00028936	0.01	0.053085	4.2331e-09	
8.5477e-05	0.0025045	7.9226e-06	5.9851e-08	3.8761e-05	0.001045	0.00049529	0.00022974	1.7864e-06	0.00093169	0.00029196	0.01	0.053055	4.8485e-09	
8.683e-05	0.0025092	8.4555e-06	1.1962e-07	3.9709e-05	0.0010435	0.00049795	0.0002321	1.8418e-06	0.00093412	0.00029457	0.01	0.053024	2.8677e-09	
8.8251e-05	0.0025141	9.076e-06	2.3534e-07	4.0657e-05	0.0010437	0.00050097	0.00023451	1.8955e-06	0.00093655	0.00029717	0.01	0.052993	4.4569e-09	
8.9743e-05	0.0025192	9.8039e-06	4.6125e-07	4.1532e-05	0.0010457	0.00050438	0.00023697	2.2205e-06	0.00093778	0.00029964	0.01	0.052962	3.5732e-09	
9.1308e-05	0.0025243	1.0654e-05	9.0031e-07	4.2331e-05	0.0010498	0.0005082	0.00023947	2.6408e-06	0.0009396	0.00030195	0.01	0.052931	6.7249e-09	
9.2845e-05	0.0025294	1.146e-05	1.2562e-06	4.3068e-05	0.0010531	0.00051187	0.00024196	3.0264e-06	0.00094123	0.00030414	0.01	0.0529	3.9828e-08	
9.4356e-05	0.0025345	1.2205e-05	1.5406e-06	4.3994e-05	0.0010557	0.0005154	0.00024442	3.5194e-06	0.00094342	0.00030668	0.01	0.052869	3.6017e-07	
9.5941e-05	0.0025397	1.3069e-05	2.0888e-06	4.5147e-05	0.0010603	0.00051935	0.00024693	4.1478e-06	0.00094619	0.00030958	0.01	0.052839	6.8019e-07	
