Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
1.5196e-08	1.4433e-06	0.000166	0.0098364	0.01	0.0099359	8.5427e-05	1.5331e-05	0.9146	9.3495e-05	0.00014296	1.7746e-05	3.3483e-08	0.10367	2.2161e-05	0.00016926	1.7119e-06	0.00022603	
1.1365e-08	1.4336e-06	0.00016696	0.0098364	0.01	0.009936	8.4957e-05	1.8472e-05	0.91473	9.3085e-05	0.00014447	2.1578e-05	2.8395e-08	0.10457	2.2358e-05	0.00017596	1.453e-06	0.00022469	
2.0687e-08	1.415e-06	0.00016786	0.0098364	0.01	0.009936	8.4454e-05	2.1176e-05	0.91482	9.2659e-05	0.0001468	2.4839e-05	2.746e-08	0.1054	2.2483e-05	0.00018142	1.1399e-06	0.00022333	
1.7978e-08	1.4057e-06	0.00016886	0.0098365	0.01	0.009936	8.4011e-05	2.5085e-05	0.91503	9.2257e-05	0.00014986	2.97e-05	1.4758e-08	0.10641	2.2785e-05	0.00019049	9.3739e-07	0.00022199	
1.5927e-08	1.4057e-06	0.00016998	0.0098365	0.01	0.009936	8.3626e-05	2.6433e-05	0.91538	9.1879e-05	0.00015055	3.1395e-05	7.0802e-09	0.10673	2.3311e-05	0.00019366	8.0838e-07	0.00022067	
1.5015e-08	1.4155e-06	0.00017121	0.0098365	0.01	0.009936	8.3207e-05	2.6849e-05	0.91589	9.1483e-05	0.00015103	3.1941e-05	8.4197e-09	0.10682	2.4156e-05	0.00019451	7.3809e-07	0.00021938	
3.0283e-08	1.4167e-06	0.00017238	0.0098365	0.01	0.009936	8.2754e-05	2.7219e-05	0.91634	9.1068e-05	0.0001515	3.2426e-05	8.5887e-09	0.10689	2.4864e-05	0.00019518	6.4549e-07	0.00021806	
4.3759e-08	1.4091e-06	0.00017349	0.0098366	0.01	0.009936	8.2296e-05	2.7587e-05	0.91679	9.065e-05	0.00015183	3.2909e-05	6.6715e-09	0.10695	2.5568e-05	0.00019558	5.291e-07	0.00021673	
5.3417e-08	1.3925e-06	0.00017453	0.0098366	0.01	0.009936	8.1806e-05	2.7911e-05	0.91718	9.0215e-05	0.00015199	3.3336e-05	1.3188e-08	0.10701	2.6148e-05	0.00020177	3.8594e-07	0.00021538	
4.566e-08	1.3723e-06	0.00017556	0.0098366	0.01	0.009936	8.1375e-05	2.8233e-05	0.91758	8.9804e-05	0.00015249	3.3761e-05	1.2113e-08	0.1071	2.6724e-05	0.00020797	2.3986e-07	0.00021402	
4.129e-08	1.3618e-06	0.0001767	0.0098366	0.01	0.009936	8.0911e-05	2.8138e-05	0.91813	8.9376e-05	0.00015285	3.3712e-05	8.7619e-09	0.10705	2.7639e-05	0.00021004	1.5085e-07	0.00021268	
6.6832e-08	1.3427e-06	0.00017778	0.0098367	0.01	0.009936	8.0416e-05	2.7985e-05	0.91862	8.8933e-05	0.00015304	3.3596e-05	1.4697e-08	0.10698	2.8405e-05	0.00021167	4.1663e-08	0.00021133	
8.4117e-08	1.3335e-06	0.00017898	0.0098367	0.01	0.0099361	7.9888e-05	2.797e-05	0.91925	8.8472e-05	0.00015309	3.3642e-05	1.7994e-08	0.10689	2.959e-05	0.00021168	2.2872e-08	0.00020999	
1.5682e-07	1.3207e-06	0.00018017	0.0098367	0.01	0.0099361	7.9326e-05	2.7953e-05	0.91988	8.7995e-05	0.00015296	3.3523e-05	5.0126e-08	0.10672	3.449e-05	0.00021169	2.2417e-08	0.00020865	
2.193e-07	1.2994e-06	0.00018129	0.0098367	0.01	0.0099361	7.8731e-05	2.7903e-05	0.92045	8.7501e-05	0.00015268	3.3363e-05	7.5119e-08	0.10654	3.8698e-05	0.00021155	1.7691e-08	0.0002073	
3.0341e-07	1.2872e-06	0.00018253	0.0098368	0.01	0.0099361	7.8198e-05	2.8002e-05	0.92118	8.7032e-05	0.00015273	3.3383e-05	1.1657e-07	0.10639	4.0137e-05	0.00021215	1.513e-08	0.00020596	
3.6671e-07	1.2861e-06	0.0001839	0.0098368	0.01	0.0099361	7.7633e-05	2.7694e-05	0.9221	8.6546e-05	0.00015265	3.2925e-05	1.4915e-07	0.10621	4.2359e-05	0.00021135	2.9834e-08	0.00020464	
4.2029e-07	1.5439e-06	0.00018519	0.0098368	0.01	0.0099361	7.7035e-05	2.7312e-05	0.92296	8.6044e-05	0.00015242	3.2365e-05	1.7404e-07	0.106	4.4255e-05	0.00021017	3.8513e-08	0.00020331	
4.7212e-07	1.7985e-06	0.00018661	0.0098369	0.01	0.0099361	7.6432e-05	2.6928e-05	0.92382	8.5538e-05	0.0001522	3.1804e-05	1.9779e-07	0.1058	4.6149e-05	0.00020898	5.2217e-08	0.00020199	
5.222e-07	2.0498e-06	0.00018816	0.0098369	0.01	0.0099361	7.5824e-05	2.6542e-05	0.92468	8.5027e-05	0.00015196	3.124e-05	2.204e-07	0.10559	4.8041e-05	0.00020779	7.3637e-08	0.0002007	
5.7054e-07	2.2978e-06	0.00018985	0.0098369	0.01	0.0099361	7.521e-05	2.6154e-05	0.92555	8.4512e-05	0.00015173	3.0675e-05	2.4186e-07	0.10539	4.9931e-05	0.0002066	1.1346e-07	0.00019942	
6.1714e-07	2.5426e-06	0.00019146	0.009837	0.01	0.0099361	7.4591e-05	2.5765e-05	0.92641	8.3992e-05	0.00015148	3.0108e-05	2.6218e-07	0.10518	5.1819e-05	0.0002054	1.4282e-07	0.00019813	
6.62e-07	2.7842e-06	0.000193	0.009837	0.01	0.0099362	7.3967e-05	2.5373e-05	0.92728	8.3467e-05	0.00015124	2.9539e-05	2.8136e-07	0.10498	5.3706e-05	0.00020421	1.5557e-07	0.00019682	
7.0511e-07	3.0224e-06	0.00019468	0.009837	0.01	0.0099362	7.3337e-05	2.498e-05	0.92814	8.2939e-05	0.00015098	2.8969e-05	2.994e-07	0.10478	5.559e-05	0.00020301	1.3427e-07	0.00019553	
7.4648e-07	3.2575e-06	0.00019629	0.0098371	0.01	0.0099362	7.2702e-05	2.4585e-05	0.92901	8.2405e-05	0.00015073	2.8397e-05	3.1629e-07	0.10457	5.7473e-05	0.00020181	1.7637e-07	0.00019422	
7.861e-07	3.4892e-06	0.00019803	0.0098371	0.01	0.0099362	7.2062e-05	2.4188e-05	0.92988	8.1868e-05	0.00015046	2.7823e-05	3.3204e-07	0.10437	5.9354e-05	0.0002006	2.4248e-07	0.00019294	
8.2398e-07	3.7177e-06	0.0001997	0.0098371	0.01	0.0099362	7.1417e-05	2.3789e-05	0.93075	8.1326e-05	0.0001502	2.7248e-05	3.4664e-07	0.10417	6.1234e-05	0.00019939	2.9362e-07	0.00019163	
8.6012e-07	3.943e-06	0.00020151	0.0098372	0.01	0.0099362	7.0766e-05	2.3388e-05	0.93163	8.0779e-05	0.00014992	2.667e-05	3.601e-07	0.10396	6.3111e-05	0.00019819	3.768e-07	0.00019034	
8.9452e-07	4.165e-06	0.00020325	0.0098372	0.01	0.0099362	7.011e-05	2.2986e-05	0.9325	8.0228e-05	0.00014964	2.6091e-05	3.7242e-07	0.10376	6.4987e-05	0.00019697	4.4162e-07	0.00018904	
9.2717e-07	4.3837e-06	0.00020513	0.0098373	0.01	0.0099363	6.9448e-05	2.2582e-05	0.93337	7.9672e-05	0.00014936	2.5511e-05	3.836e-07	0.10356	6.6861e-05	0.00019576	5.4676e-07	0.00018776	
9.5808e-07	4.5992e-06	0.00020694	0.0098373	0.01	0.0099363	6.8781e-05	2.2175e-05	0.93425	7.9112e-05	0.00014907	2.4928e-05	3.9363e-07	0.10336	6.8733e-05	0.00019454	6.325e-07	0.00018646	
9.8725e-07	4.8114e-06	0.0002087	0.0098373	0.01	0.0099363	6.8109e-05	2.1767e-05	0.93513	7.8547e-05	0.00014878	2.4344e-05	4.0252e-07	0.10315	7.0604e-05	0.00019332	7.0136e-07	0.00018514	
1.0147e-06	5.0204e-06	0.00021057	0.0098374	0.01	0.0099363	6.7431e-05	2.1357e-05	0.93601	7.7978e-05	0.00014848	2.3758e-05	4.1027e-07	0.10295	7.2473e-05	0.0001921	9.6785e-07	0.00018384	
1.0404e-06	5.2261e-06	0.00021257	0.0098374	0.01	0.0099363	6.6749e-05	2.0946e-05	0.93689	7.7405e-05	0.00014817	2.3171e-05	4.1687e-07	0.10275	7.434e-05	0.00019088	1.2315e-06	0.00018255	
1.0643e-06	5.4286e-06	0.00021451	0.0098375	0.01	0.0099363	6.606e-05	2.0532e-05	0.93778	7.6827e-05	0.00014787	2.2581e-05	4.2233e-07	0.10255	7.6205e-05	0.00018965	1.4924e-06	0.00018125	
1.0865e-06	5.6278e-06	0.0002164	0.0098375	0.01	0.0099363	6.5367e-05	2.0116e-05	0.93867	7.6244e-05	0.00014755	2.199e-05	4.2665e-07	0.10235	7.8068e-05	0.00018842	1.7505e-06	0.00017994	
1.1069e-06	5.8237e-06	0.00021839	0.0098375	0.01	0.0099364	6.4668e-05	1.9699e-05	0.93956	7.5657e-05	0.00014723	2.1397e-05	4.2982e-07	0.10214	7.993e-05	0.00018719	2.0058e-06	0.00017864	
1.1256e-06	6.0164e-06	0.00022048	0.0098376	0.01	0.0099364	6.3964e-05	1.928e-05	0.94045	7.5066e-05	0.00014691	2.0803e-05	4.3185e-07	0.10194	8.179e-05	0.00018596	2.2583e-06	0.00017735	
1.1426e-06	6.2059e-06	0.00022253	0.0098376	0.01	0.0099364	6.3254e-05	1.8859e-05	0.94134	7.447e-05	0.00014658	2.0207e-05	4.3274e-07	0.10174	8.3648e-05	0.00018472	2.508e-06	0.00017604	
1.1578e-06	6.392e-06	0.00022467	0.0098377	0.01	0.0099364	6.2539e-05	1.8436e-05	0.94224	7.3869e-05	0.00014624	1.9609e-05	4.3248e-07	0.10154	8.5504e-05	0.00018348	2.7549e-06	0.00017475	
1.1713e-06	6.575e-06	0.00022678	0.0098377	0.01	0.0099364	6.1819e-05	1.8011e-05	0.94314	7.3264e-05	0.0001459	1.9009e-05	4.3109e-07	0.10134	8.7359e-05	0.00018224	2.999e-06	0.00017345	
1.183e-06	6.7546e-06	0.00022898	0.0098378	0.01	0.0099364	6.1094e-05	1.7585e-05	0.94404	7.2655e-05	0.00014556	1.8407e-05	4.2854e-07	0.10114	8.9211e-05	0.000181	3.2403e-06	0.00017215	
1.193e-06	6.9311e-06	0.00023114	0.0098378	0.01	0.0099365	6.0363e-05	1.7156e-05	0.94494	7.2041e-05	0.00014521	1.7804e-05	4.2486e-07	0.10094	9.1062e-05	0.00017975	3.4787e-06	0.00017084	
1.2013e-06	7.1042e-06	0.0002334	0.0098378	0.01	0.0099365	5.9627e-05	1.6726e-05	0.94585	7.1422e-05	0.00014485	1.7199e-05	4.2003e-07	0.10074	9.2912e-05	0.0001785	3.7144e-06	0.00016955	
1.2078e-06	7.2741e-06	0.00023562	0.0098379	0.01	0.0099365	5.8885e-05	1.6294e-05	0.94676	7.0799e-05	0.00014449	1.6593e-05	4.1406e-07	0.10054	9.4759e-05	0.00017725	3.9473e-06	0.00016824	
1.2126e-06	7.4408e-06	0.0002378	0.0098379	0.01	0.0099365	5.8138e-05	1.5859e-05	0.94768	7.0172e-05	0.00014413	1.5984e-05	4.0695e-07	0.10034	9.6605e-05	0.000176	4.1774e-06	0.00016692	
1.2156e-06	7.6042e-06	0.00023993	0.009838	0.01	0.0099365	5.7386e-05	1.5424e-05	0.94859	6.954e-05	0.00014376	1.5374e-05	3.9869e-07	0.10014	9.8449e-05	0.00017474	4.4047e-06	0.00016558	
1.2169e-06	7.7644e-06	0.000242	0.009838	0.01	0.0099365	5.6629e-05	1.4986e-05	0.94951	6.8904e-05	0.00014338	1.4762e-05	3.8929e-07	0.099936	0.00010029	0.00017348	4.6292e-06	0.00016423	
1.2164e-06	7.9213e-06	0.00024403	0.0098381	0.01	0.0099366	5.5866e-05	1.4546e-05	0.95044	6.8263e-05	0.000143	1.4149e-05	3.7875e-07	0.099737	0.00010213	0.00017222	4.851e-06	0.00016705	
1.2142e-06	8.0749e-06	0.00024617	0.0098381	0.01	0.0099366	5.5097e-05	1.4105e-05	0.95136	6.7617e-05	0.00014261	1.3533e-05	3.6706e-07	0.099537	0.00010397	0.00017096	5.0699e-06	0.0001699	
1.2103e-06	8.2253e-06	0.00024453	0.0098382	0.01	0.0099366	5.4324e-05	1.3661e-05	0.9523	6.6967e-05	0.00014222	1.2916e-05	3.5423e-07	0.099338	0.00010581	0.00016969	5.286e-06	0.00017277	
1.2046e-06	8.3725e-06	0.00024282	0.0098382	0.01	0.0099366	5.3545e-05	1.3216e-05	0.95323	6.6313e-05	0.00014182	1.2297e-05	3.4026e-07	0.099138	0.00010764	0.00016843	5.4993e-06	0.00017562	
1.1971e-06	8.5163e-06	0.00024125	0.0098383	0.01	0.0099366	5.2761e-05	1.2769e-05	0.95417	6.5654e-05	0.00014142	1.1677e-05	3.2515e-07	0.098939	0.00010948	0.00016716	5.7098e-06	0.0001785	
1.188e-06	8.657e-06	0.0002396	0.0098383	0.01	0.0099366	5.1971e-05	1.232e-05	0.95511	6.4991e-05	0.00014102	1.1054e-05	3.0889e-07	0.09874	0.00011131	0.00016588	5.9175e-06	0.00018137	
1.177e-06	8.7944e-06	0.00023809	0.0098383	0.01	0.0099367	5.1176e-05	1.1869e-05	0.95606	6.4323e-05	0.0001406	1.043e-05	2.9149e-07	0.098542	0.00011314	0.00016461	6.1225e-06	0.00018426	
1.1644e-06	8.9285e-06	0.00023671	0.0098384	0.01	0.0099367	5.0376e-05	1.1417e-05	0.95701	6.3651e-05	0.00014019	9.8046e-06	2.7294e-07	0.098343	0.00011497	0.00016333	6.3246e-06	0.00018719	
1.15e-06	9.0594e-06	0.00023546	0.0098385	0.01	0.0099367	4.957e-05	1.0962e-05	0.95796	6.2974e-05	0.00013976	9.177e-06	2.5325e-07	0.098145	0.00011679	0.00016205	6.5239e-06	0.00019015	
1.1338e-06	9.187e-06	0.00023415	0.0098385	0.01	0.0099367	4.8759e-05	1.0506e-05	0.95892	6.2292e-05	0.00013934	8.5478e-06	2.3242e-07	0.097946	0.00011862	0.00016076	6.7205e-06	0.00019309	
1.1159e-06	9.3114e-06	0.0002389	0.0098386	0.01	0.0099367	4.7943e-05	1.0048e-05	0.95988	6.1606e-05	0.0001389	7.9167e-06	2.1045e-07	0.097748	0.00012044	0.00015948	6.9142e-06	0.00019617	
1.0963e-06	9.4325e-06	0.00024352	0.0098386	0.01	0.0099367	4.7121e-05	9.5875e-06	0.96085	6.0916e-05	0.00013847	7.284e-06	1.8733e-07	0.09755	0.00012226	0.00015819	7.1052e-06	0.00019922	
1.0749e-06	9.5504e-06	0.00024841	0.0098387	0.01	0.0099368	4.6294e-05	9.1255e-06	0.96182	6.0221e-05	0.00013802	6.6494e-06	1.6307e-07	0.097352	0.00012408	0.0001569	7.2933e-06	0.00020232	
1.0518e-06	9.665e-06	0.00025318	0.0098387	0.01	0.0099368	4.5462e-05	8.6616e-06	0.9628	5.9522e-05	0.00013758	6.0132e-06	1.3767e-07	0.097155	0.0001259	0.00015561	7.4787e-06	0.00020539	
1.0269e-06	9.7764e-06	0.00025783	0.0098388	0.01	0.0099368	4.4624e-05	8.1959e-06	0.96378	5.8818e-05	0.00013712	5.3752e-06	1.1112e-07	0.096957	0.00012772	0.00015431	7.6613e-06	0.00020843	
1.0003e-06	9.8845e-06	0.00026275	0.0098388	0.01	0.0099368	4.3781e-05	7.7284e-06	0.96476	5.811e-05	0.00013666	4.7354e-06	8.3427e-08	0.09676	0.00012953	0.00015301	7.991e-06	0.00021152	
9.7199e-07	9.9894e-06	0.00026754	0.0098389	0.01	0.0099368	4.2932e-05	7.2589e-06	0.96575	5.7397e-05	0.0001362	4.0939e-06	5.4592e-08	0.096562	0.00013134	0.00015171	8.2547e-06	0.00021458	
9.419e-07	1.0091e-05	0.00027261	0.0098389	0.01	0.0099369	4.2079e-05	6.7876e-06	0.96675	5.6679e-05	0.00013573	3.4506e-06	2.4614e-08	0.096365	0.00013316	0.00015041	8.6905e-06	0.00021767	
9.3064e-07	1.0226e-05	0.00027798	0.009839	0.01	0.0099369	4.1282e-05	6.4772e-06	0.96643	5.5985e-05	0.00013558	3.0287e-06	6.8666e-09	0.096209	0.00013348	0.00014983	8.772e-06	0.00022081	
9.106e-07	1.0342e-05	0.0002832	0.009839	0.01	0.0099369	4.0455e-05	6.1251e-06	0.96607	5.5275e-05	0.00013526	2.5526e-06	5.1434e-09	0.096044	0.00013811	0.00014911	8.8108e-06	0.00022392	
1.0315e-06	1.0441e-05	0.0002883	0.0098391	0.01	0.0099369	3.9596e-05	5.7169e-06	0.96568	5.4549e-05	0.00013479	2.0009e-06	1.0604e-08	0.095856	0.00014213	0.00014816	8.8125e-06	0.00022701	
1.0785e-06	1.0577e-05	0.00029368	0.0098391	0.01	0.0099369	3.8705e-05	4.5152e-06	0.96541	5.3807e-05	0.00013417	4.3288e-07	1.3609e-08	0.095794	0.00014817	0.00014494	9.0577e-06	0.00023013	
1.154e-06	1.0685e-05	0.00029894	0.0098392	0.01	0.009937	3.7872e-05	4.3597e-06	0.96506	5.3088e-05	0.00013388	1.9768e-07	1.896e-08	0.095764	0.00015321	0.00014509	9.0343e-06	0.00023323	
1.8637e-06	8.1042e-06	0.00084517	0.0098446	0.01	0.0099389	2.5129e-05	9.6969e-07	0.91449	9.3592e-05	0.00014763	3.0263e-06	8.842e-07	0.084557	3.774e-05	1.2929e-05	2.3631e-06	0.0005361	
1.6089e-06	7.876e-06	0.00084978	0.0098446	0.01	0.009939	2.5548e-05	9.9036e-07	0.91399	9.4706e-05	0.00014831	3.3671e-06	7.7794e-07	0.08453	3.6897e-05	1.2844e-05	1.7519e-06	0.00053865	
1.3126e-06	7.8991e-06	0.00085473	0.0098447	0.01	0.009939	2.5945e-05	9.9856e-07	0.91345	9.58e-05	0.00014885	3.6529e-06	6.4655e-07	0.08449	3.5889e-05	1.2554e-05	1.6884e-06	0.00054125	
1.2172e-06	7.9503e-06	0.00086005	0.0098447	0.01	0.009939	2.632e-05	9.2286e-07	0.91305	9.6873e-05	0.00014921	3.717e-06	6.4525e-07	0.084371	3.5265e-05	1.2468e-05	1.7443e-06	0.00054389	
1.2726e-06	7.986e-06	0.0008652	0.0098448	0.01	0.009939	2.6673e-05	8.2948e-07	0.9126	9.7926e-05	0.0001494	3.7566e-06	7.7213e-07	0.084239	3.4508e-05	1.2312e-05	1.7785e-06	0.00054651	
1.3201e-06	8.006e-06	0.0008702	0.0098448	0.01	0.009939	2.706e-05	7.1626e-07	0.9121	9.9015e-05	0.00014993	3.7724e-06	8.081e-07	0.084093	3.3667e-05	1.2079e-05	1.7913e-06	0.0005491	
1.7407e-06	6.7436e-06	0.0010187	0.0098462	0.01	0.0099395	4.2392e-05	9.8603e-07	0.89537	0.00013669	0.00016105	2.6993e-06	1.1531e-06	0.079306	3.0027e-06	1.3119e-06	3.5305e-07	0.00062652	
1.7267e-06	6.6453e-06	0.0010233	0.0098462	0.01	0.0099395	4.2898e-05	9.536e-07	0.89479	0.00013794	0.00016133	2.6197e-06	1.1463e-06	0.079153	2.9476e-06	8.6908e-07	2.5185e-07	0.00062893	
1.7108e-06	6.5381e-06	0.0010279	0.0098463	0.01	0.0099396	4.3398e-05	9.1379e-07	0.89419	0.00013918	0.0001616	2.5276e-06	1.1384e-06	0.079001	2.8773e-06	3.7911e-07	1.3879e-07	0.00063132	
1.6933e-06	6.4044e-06	0.0010323	0.0098463	0.01	0.0099396	4.3893e-05	8.9679e-07	0.89381	0.00014042	0.00016187	2.482e-06	1.1293e-06	0.078848	2.4749e-06	3.2397e-07	1.3508e-07	0.0006337	
1.674e-06	6.2931e-06	0.001037	0.0098464	0.01	0.0099396	4.4383e-05	8.9692e-07	0.89356	0.00014166	0.00016213	2.4702e-06	1.1191e-06	0.078696	2.181e-06	2.9351e-07	1.3866e-07	0.00063611	
1.653e-06	6.2037e-06	0.0010421	0.0098464	0.01	0.0099396	4.4867e-05	9.1508e-07	0.89342	0.00014289	0.00016239	2.4924e-06	1.1078e-06	0.078544	1.9711e-06	2.8216e-07	1.5018e-07	0.00063856	
1.6303e-06	6.1481e-06	0.0010475	0.0098465	0.01	0.0099396	4.5345e-05	9.2114e-07	0.89323	0.00014412	0.00016264	2.495e-06	1.0953e-06	0.078392	1.7178e-06	1.9777e-07	1.2517e-07	0.00064105	
1.6058e-06	6.0672e-06	0.0010527	0.0098465	0.01	0.0099396	4.5818e-05	9.5002e-07	0.89317	0.00014535	0.00016289	2.54e-06	1.0818e-06	0.07824	1.5522e-06	2.1263e-07	1.5697e-07	0.00064351	
1.5796e-06	6.0186e-06	0.0010583	0.0098465	0.01	0.0099397	4.6285e-05	9.6621e-07	0.89305	0.00014657	0.00016313	2.5644e-06	1.0671e-06	0.078088	1.3503e-06	1.7851e-07	1.5091e-07	0.00064602	
1.5517e-06	5.9526e-06	0.0010638	0.0098466	0.01	0.0099397	4.6746e-05	1.0128e-06	0.89321	0.00014779	0.00016337	2.6439e-06	1.0513e-06	0.077936	7.7007e-07	2.3008e-07	2.2567e-07	0.00064851	
1.5221e-06	6.0182e-06	0.0010697	0.0098466	0.01	0.0099397	4.7202e-05	1.0409e-06	0.89316	0.000149	0.0001636	2.6933e-06	1.0343e-06	0.077784	6.8721e-07	2.3964e-07	2.4995e-07	0.00065104	
1.4907e-06	6.0695e-06	0.0010754	0.0098467	0.01	0.0099397	4.7653e-05	1.0561e-06	0.89305	0.00015021	0.00016383	2.7215e-06	1.0163e-06	0.077633	5.8267e-07	2.3627e-07	2.6394e-07	0.00065354	
1.4576e-06	6.1059e-06	0.0010809	0.0098467	0.01	0.0099397	4.8098e-05	1.0586e-06	0.89288	0.00015142	0.00016405	2.7294e-06	9.971e-07	0.077481	4.5404e-07	3.7376e-07	2.7083e-07	0.00065602	
1.4227e-06	6.1667e-06	0.0010868	0.0098468	0.01	0.0099397	4.8537e-05	1.086e-06	0.89286	0.00015262	0.00016427	2.7832e-06	9.768e-07	0.07733	3.6935e-07	4.0748e-07	3.0084e-07	0.00065854	
1.3862e-06	6.2131e-06	0.0010925	0.0098468	0.01	0.0099398	4.897e-05	1.1003e-06	0.89278	0.00015382	0.00016448	2.8154e-06	9.5538e-07	0.077179	2.7176e-07	4.2464e-07	3.1843e-07	0.00066104	
5.6597e-07	6.3249e-06	0.0011809	0.0098476	0.01	0.00994	5.515e-05	8.4739e-07	0.89038	0.00017247	0.00016717	2.7234e-06	4.5989e-07	0.074774	1.1653e-07	2.5128e-08	1.1512e-07	0.00070003	
5.0001e-07	6.2915e-06	0.0011862	0.0098476	0.01	0.0099401	5.5489e-05	8.0088e-07	0.89016	0.00017361	0.0001673	2.679e-06	4.1937e-07	0.074624	1.4328e-07	2.1249e-08	1.3715e-07	0.0007024	
4.3232e-07	6.2815e-06	0.001192	0.0098477	0.01	0.0099401	5.5822e-05	7.7802e-07	0.89009	0.00017474	0.00016742	2.6786e-06	3.7774e-07	0.074475	1.2969e-07	2.0024e-08	1.2438e-07	0.00070482	
3.6289e-07	6.8321e-06	0.0011975	0.0098477	0.01	0.0099401	5.615e-05	7.4281e-07	0.88995	0.00017587	0.00016753	2.6574e-06	3.3498e-07	0.074326	1.9291e-07	1.1277e-08	1.775e-07	0.00070721	
3.8096e-07	7.3458e-06	0.0012028	0.0098478	0.01	0.0099401	5.645e-05	6.9449e-07	0.88975	0.00017697	0.0001675	2.6151e-06	2.8004e-07	0.07416	6.6192e-07	2.0797e-08	2.276e-07	0.00070958	
4.1035e-07	7.9326e-06	0.0012086	0.0098478	0.01	0.0099401	5.6798e-05	6.6931e-07	0.88969	0.00017812	0.00016781	2.5705e-06	2.4875e-07	0.074031	1.1276e-06	3.5143e-08	3.1027e-07	0.00071199	
4.537e-07	8.6044e-06	0.0012148	0.0098479	0.01	0.0099401	5.7194e-05	6.6372e-07	0.88979	0.00017931	0.00016848	2.5698e-06	2.3308e-07	0.073931	1.8461e-06	2.6778e-08	4.4438e-07	0.00071445	
4.6612e-07	9.2336e-06	0.0012208	0.0098479	0.01	0.0099402	5.764e-05	6.4729e-07	0.88982	0.00018055	0.00016957	2.5488e-06	1.734e-07	0.07394	2.5004e-06	5.0888e-08	8.6526e-07	0.00071689	
5.028e-07	9.9524e-06	0.0012272	0.009848	0.01	0.0099402	5.8057e-05	6.4913e-07	0.88999	0.00018176	0.00017045	2.5697e-06	1.7526e-07	0.07384	2.7099e-06	4.6838e-08	1.0362e-06	0.00071937	
5.0905e-07	1.063e-05	0.0012334	0.009848	0.01	0.0099402	5.8524e-05	6.406e-07	0.89011	0.00018302	0.00017178	2.5709e-06	1.5243e-07	0.073847	2.8945e-06	3.4411e-08	1.12e-06	0.00072182	
5.0855e-07	1.1264e-05	0.0012395	0.0098481	0.01	0.0099402	5.8963e-05	6.2154e-07	0.89016	0.00018426	0.00017292	2.5698e-06	1.2226e-07	0.073846	3.0756e-06	5.795e-08	1.2008e-06	0.00072425	
5.1888e-07	1.199e-05	0.001246	0.0098481	0.01	0.0099402	5.9452e-05	6.2044e-07	0.89036	0.00018554	0.00017452	2.5664e-06	1.0505e-07	0.073866	3.2531e-06	5.2243e-08	1.2787e-06	0.00072672	
5.2235e-07	1.2674e-05	0.0012523	0.0098482	0.01	0.0099402	5.9913e-05	6.0915e-07	0.89049	0.0001868	0.00017592	2.5607e-06	8.1825e-08	0.073877	3.4271e-06	3.7842e-08	1.3536e-06	0.00072917	
5.211e-07	1.3316e-05	0.0012584	0.0098482	0.01	0.0099403	6.0345e-05	5.874e-07	0.89057	0.00018803	0.00017713	2.5527e-06	5.1722e-08	0.073879	3.5975e-06	6.1255e-08	1.4255e-06	0.00073159	
5.3137e-07	1.4053e-05	0.001265	0.0098483	0.01	0.0099403	6.083e-05	5.837e-07	0.89079	0.00018931	0.00017882	2.5424e-06	3.3535e-08	0.073741	3.7644e-06	5.5002e-08	1.4945e-06	0.00073406	
5.3037e-07	1.4741e-05	0.0012713	0.0098483	0.01	0.0099403	6.1285e-05	5.6972e-07	0.89095	0.00019057	0.00018029	2.5299e-06	1.1663e-08	0.073808	3.9278e-06	1.0357e-07	1.5605e-06	0.0007365	
5.61e-07	1.553e-05	0.0012782	0.0098484	0.01	0.0099403	6.1711e-05	5.7303e-07	0.89126	0.0001918	0.00018153	2.515e-06	9.9194e-09	0.073786	4.0876e-06	1.8332e-07	1.6236e-06	0.000739	
6.385e-07	1.6436e-05	0.0012855	0.0098484	0.01	0.0099403	6.2107e-05	5.9412e-07	0.89172	0.00019301	0.00018252	2.4978e-06	1.9021e-08	0.073661	4.2438e-06	1.9806e-07	1.6837e-06	0.00074154	
6.7038e-07	1.7284e-05	0.0012926	0.0098485	0.01	0.0099404	6.2554e-05	6.0463e-07	0.89211	0.00019426	0.00018398	2.4784e-06	1.8756e-08	0.073648	4.3966e-06	3.9244e-07	1.7409e-06	0.00074405	
7.2509e-07	1.813e-05	0.0013002	0.0098485	0.01	0.0099404	6.297e-05	6.3426e-07	0.89266	0.00019548	0.00018516	2.5011e-06	3.7368e-08	0.073495	4.6535e-06	5.828e-07	1.8647e-06	0.00074661	
7.7806e-07	1.8972e-05	0.0013077	0.0098486	0.01	0.0099404	6.3356e-05	6.879e-07	0.89337	0.00019668	0.00018635	2.571e-06	5.4826e-08	0.073341	4.6659e-06	7.6914e-07	1.8756e-06	0.00074916	
