Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Odobenus_rosmarus	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
0.01	0.00017848	0.0066432	0.0065846	0.0065846	0.030709	0.0011487	0.00019224	2.9342e-05	1.4894e-05	0.02568	0.00020245	0.0057872	0.0034091	0.00040675	0.00016949	0.0017309	0.00043157	8.59e-06	
0.01	0.00017941	0.0066435	0.0065849	0.0065849	0.030667	0.0011432	0.00019062	2.9187e-05	1.4809e-05	0.025716	0.00020607	0.0057864	0.0034023	0.00040558	0.00016811	0.0017337	0.00043455	8.531e-06	
0.01	0.00018032	0.0066438	0.0065851	0.0065851	0.030624	0.0011376	0.00018898	2.9025e-05	1.4718e-05	0.025751	0.00020968	0.0057855	0.0033954	0.00040441	0.00016671	0.0017365	0.00043752	8.4674e-06	
0.01	0.00018127	0.0066442	0.0065854	0.0065854	0.030583	0.0011322	0.00018739	2.8867e-05	1.463e-05	0.025787	0.00021333	0.0057847	0.0033886	0.00040324	0.00016537	0.0017394	0.0004405	8.4066e-06	
0.01	0.00018227	0.0066445	0.0065858	0.0065858	0.030541	0.001127	0.00018583	2.8714e-05	1.4547e-05	0.025824	0.00021702	0.0057839	0.0033819	0.00040209	0.00016409	0.0017422	0.00044349	8.3489e-06	
0.01	0.0001833	0.0066449	0.0065861	0.0065861	0.030501	0.001122	0.00018431	2.8566e-05	1.4469e-05	0.025861	0.00022076	0.0057832	0.0033753	0.00040093	0.00016288	0.0017451	0.00044649	8.2942e-06	
0.01	0.00018433	0.0066453	0.0065864	0.0065864	0.03046	0.001117	0.00018278	2.8411e-05	1.4384e-05	0.025898	0.00022448	0.0057825	0.0033686	0.00039978	0.00016164	0.0017479	0.00044949	8.235e-06	
0.01	0.00018534	0.0066457	0.0065868	0.0065868	0.030419	0.0011119	0.00018123	2.8249e-05	1.4292e-05	0.025935	0.00022819	0.0057817	0.0033619	0.00039862	0.00016039	0.0017508	0.00045248	8.1711e-06	
0.01	0.00018639	0.0066461	0.0065871	0.0065871	0.030379	0.001107	0.00017973	2.808e-05	1.4194e-05	0.025973	0.00023195	0.005781	0.0033553	0.00039746	0.00015912	0.0017537	0.00045547	8.1103e-06	
0.01	0.00018742	0.0066465	0.0065875	0.0065875	0.030338	0.0011021	0.00017821	2.7905e-05	1.4089e-05	0.02601	0.0002357	0.0057802	0.0033487	0.0003963	0.00015783	0.0017565	0.00045846	8.045e-06	
0.01	0.00018851	0.0066469	0.0065879	0.0065879	0.030298	0.0010974	0.00017673	2.7734e-05	1.3989e-05	0.026048	0.00023949	0.0057795	0.0033421	0.00039515	0.0001566	0.0017594	0.00046147	7.9827e-06	
0.01	0.00018957	0.0066473	0.0065882	0.0065882	0.030258	0.0010926	0.00017524	2.7557e-05	1.3882e-05	0.026086	0.00024326	0.0057788	0.0033355	0.000394	0.00015535	0.0017623	0.00046446	7.9158e-06	
0.01	0.00019069	0.0066477	0.0065886	0.0065886	0.030219	0.001088	0.00017379	2.7384e-05	1.378e-05	0.026124	0.00024709	0.0057781	0.003329	0.00039285	0.00015416	0.0017651	0.00046746	7.852e-06	
0.01	0.00019178	0.0066482	0.006589	0.006589	0.030179	0.0010834	0.00017232	2.7204e-05	1.3671e-05	0.026162	0.0002509	0.0057774	0.0033225	0.00039169	0.00015295	0.001768	0.00047046	7.7835e-06	
0.01	0.00019293	0.0066486	0.0065895	0.0065895	0.03014	0.0010789	0.0001709	2.703e-05	1.3568e-05	0.026201	0.00025476	0.0057768	0.0033161	0.00039054	0.00015181	0.0017709	0.00047347	7.7185e-06	
0.01	0.00019406	0.0066491	0.0065899	0.0065899	0.030101	0.0010745	0.00016946	2.6849e-05	1.3457e-05	0.02624	0.00025861	0.0057761	0.0033096	0.00038939	0.00015065	0.0017738	0.00047647	7.6485e-06	
0.01	0.00019517	0.0066495	0.0065903	0.0065903	0.030062	0.0010699	0.000168	2.666e-05	1.3338e-05	0.026278	0.00026243	0.0057755	0.0033031	0.00038824	0.00014945	0.0017766	0.00047946	7.5731e-06	
0.01	0.00019634	0.00665	0.0065907	0.0065907	0.030023	0.0010656	0.00016659	2.6461e-05	1.3211e-05	0.026317	0.00026632	0.0057748	0.0032967	0.00038709	0.00014823	0.0017795	0.00048247	7.5026e-06	
0.01	0.00019758	0.0066505	0.0065911	0.0065911	0.029984	0.0010612	0.00016516	2.6272e-05	1.3093e-05	0.026356	0.00027018	0.0057742	0.0032903	0.00038593	0.00014709	0.0017824	0.00048546	7.4519e-06	
0.01	0.00019879	0.0066509	0.0065915	0.0065915	0.029945	0.0010567	0.0001637	2.6074e-05	1.2966e-05	0.026395	0.00027402	0.0057735	0.0032839	0.00038477	0.00014593	0.0017853	0.00048844	7.395e-06	
0.01	0.00019998	0.0066513	0.0065919	0.0065919	0.029906	0.0010522	0.00016222	2.7218e-05	1.2817e-05	0.026434	0.00027783	0.0057729	0.0032774	0.0003836	0.00014472	0.0017882	0.00049141	7.332e-06	
0.01	0.00020123	0.0066518	0.0065924	0.0065924	0.029867	0.0010478	0.0001608	2.8388e-05	1.2678e-05	0.026473	0.00028171	0.0057723	0.003271	0.00038244	0.0001436	0.0017911	0.0004944	7.2743e-06	
0.01	0.00020256	0.0066523	0.0065928	0.0065928	0.02983	0.0010438	0.00015943	2.9585e-05	1.2547e-05	0.026513	0.00028566	0.0057718	0.0032647	0.0003813	0.00014256	0.0017941	0.00049741	7.2219e-06	
0.01	0.00020386	0.0066528	0.0065933	0.0065933	0.029792	0.0010396	0.00015804	3.075e-05	1.3343e-05	0.026553	0.00028958	0.0057712	0.0032583	0.00038014	0.00014149	0.001797	0.0005004	7.1633e-06	
0.01	0.00020524	0.0066533	0.0065937	0.0065937	0.029753	0.0010358	0.0001567	3.1945e-05	1.4169e-05	0.026594	0.00029358	0.0057708	0.0032521	0.000379	0.00014051	0.0017999	0.00050342	7.0969e-06	
0.01	0.00020659	0.0066537	0.0065942	0.0065942	0.029715	0.0010318	0.00015534	3.3125e-05	1.498e-05	0.026634	0.00029755	0.0057703	0.0032459	0.00037785	0.00013949	0.0018029	0.00050642	7.0241e-06	
0.01	0.00020802	0.0066542	0.0065946	0.0065946	0.029677	0.0010281	0.00015403	3.429e-05	1.5777e-05	0.026676	0.0003016	0.0057698	0.0032397	0.00037671	0.00013843	0.0018058	0.00050944	6.957e-06	
0.01	0.00020941	0.0066547	0.0065951	0.0065951	0.029639	0.0010243	0.0001527	3.5441e-05	1.6559e-05	0.026716	0.00030562	0.0057692	0.0032335	0.00037556	0.00013734	0.0018088	0.00051245	6.8835e-06	
0.01	0.00021089	0.0066553	0.0065956	0.0065956	0.029602	0.0010208	0.00015143	3.662e-05	1.7368e-05	0.026758	0.00030971	0.0057687	0.0032274	0.00037442	0.00013633	0.0018118	0.00051548	6.8156e-06	
0.01	0.00021233	0.0066558	0.0065961	0.0065961	0.029565	0.0010171	0.00015013	3.7784e-05	1.8163e-05	0.0268	0.00031378	0.0057682	0.0032213	0.00037328	0.00013529	0.0018147	0.0005185	7.1819e-06	
0.01	0.00021373	0.0066563	0.0065965	0.0065965	0.029527	0.0010134	0.0001488	3.8934e-05	1.8943e-05	0.026841	0.00031781	0.0057677	0.0032151	0.00037213	0.00013421	0.0018177	0.0005215	7.5398e-06	
0.01	0.00021511	0.0066567	0.006597	0.006597	0.02949	0.0010096	0.00014745	4.0069e-05	1.9709e-05	0.026882	0.00032182	0.0057672	0.0032089	0.00037097	0.0001331	0.0018206	0.00052449	7.8892e-06	
0.01	0.00021645	0.0066572	0.0065974	0.0065974	0.029452	0.0010057	0.00014608	4.1235e-05	2.0504e-05	0.026923	0.0003258	0.0057667	0.0032027	0.00036981	0.00013207	0.0018235	0.00052747	8.2302e-06	
0.01	0.00021776	0.0066577	0.0065978	0.0065978	0.029414	0.0010017	0.00014469	4.2386e-05	2.1285e-05	0.026964	0.00032974	0.0057662	0.0031964	0.00036864	0.00013101	0.0018264	0.00053043	8.5628e-06	
0.01	0.00021914	0.0066581	0.0065982	0.0065982	0.029376	0.00099796	0.00014334	4.3569e-05	2.2097e-05	0.027005	0.00033377	0.0057658	0.0031902	0.00036748	0.00013004	0.0018293	0.00053342	8.9082e-06	
0.01	0.00022062	0.0066587	0.0065987	0.0065987	0.029339	0.00099448	0.00014206	4.4784e-05	2.2941e-05	0.027047	0.00033788	0.0057655	0.0031842	0.00036633	0.00012915	0.0018323	0.00053642	9.2682e-06	
0.01	0.00022206	0.0066592	0.0065992	0.0065992	0.029303	0.00099092	0.00014075	4.5984e-05	2.3769e-05	0.027089	0.00034195	0.0057651	0.0031781	0.00036517	0.00012823	0.0018352	0.00053942	9.6195e-06	
0.01	0.00022359	0.0066597	0.0065997	0.0065997	0.029266	0.00098762	0.00013949	4.7217e-05	2.463e-05	0.027132	0.00034612	0.0057649	0.0031721	0.00036403	0.00012739	0.0018382	0.00054243	9.986e-06	
0.01	0.00022509	0.0066603	0.0066003	0.0066003	0.02923	0.00098423	0.00013821	4.8435e-05	2.5476e-05	0.027173	0.00034757	0.0057646	0.0031716	0.00036287	0.00012652	0.0018411	0.00054543	1.0343e-05	
0.01	0.00022668	0.0066608	0.0066007	0.0066007	0.029193	0.00098074	0.00013691	4.9636e-05	2.6305e-05	0.027213	0.000349	0.0057642	0.0031711	0.00036171	0.00012561	0.0018441	0.00054842	1.0692e-05	
0.01	0.00022836	0.0066614	0.0066013	0.0066013	0.029158	0.00097751	0.00013566	5.0869e-05	2.7166e-05	0.027255	0.00035048	0.005764	0.0031707	0.00036057	0.00012478	0.0018471	0.00055143	1.1055e-05	
0.01	0.00023014	0.006662	0.0066019	0.0066019	0.029122	0.00097452	0.00013446	5.2087e-05	2.8011e-05	0.027297	0.00035201	0.0057637	0.0031704	0.00035943	0.00012391	0.0018502	0.00055446	1.1434e-05	
0.01	0.00023188	0.0066626	0.0066024	0.0066024	0.029087	0.00097145	0.00013324	5.3288e-05	2.884e-05	0.027339	0.00035351	0.0057634	0.00317	0.00035828	0.00012302	0.0018532	0.00055748	1.1803e-05	
0.01	0.00023373	0.0066632	0.006603	0.006603	0.029052	0.00096863	0.00013208	5.4524e-05	2.9704e-05	0.027381	0.00035506	0.0057632	0.0031698	0.00035715	0.0001222	0.0018563	0.00056053	1.219e-05	
0.01	0.00023553	0.0066638	0.0066036	0.0066036	0.029017	0.00096573	0.00013089	5.5744e-05	3.0551e-05	0.027424	0.00035659	0.0057629	0.0031694	0.00035601	0.00012135	0.0018593	0.00056355	1.2567e-05	
0.01	0.00023743	0.0066645	0.0066043	0.0066043	0.028983	0.00096305	0.00012975	5.6948e-05	3.1382e-05	0.027467	0.00035817	0.0057626	0.0031692	0.00035488	0.00012046	0.0018624	0.0005666	1.2959e-05	
0.01	0.00023929	0.0066652	0.0066049	0.0066049	0.028949	0.00096061	0.00012866	5.8184e-05	3.2246e-05	0.027511	0.00035979	0.0057624	0.0031691	0.00035376	0.00011965	0.0018654	0.00056968	1.3343e-05	
0.01	0.00024112	0.0066658	0.0066055	0.0066055	0.028914	0.0009581	0.00012754	5.9405e-05	3.3093e-05	0.027555	0.0003614	0.0057622	0.0031689	0.00035264	0.00011881	0.0018685	0.00057274	1.3717e-05	
0.01	0.00024304	0.0066665	0.0066061	0.0066061	0.02888	0.00095581	0.00012648	6.066e-05	3.3976e-05	0.0276	0.00036305	0.005762	0.0031688	0.00035152	0.00011804	0.0018715	0.00057582	1.4108e-05	
0.01	0.00024493	0.0066671	0.0066068	0.0066068	0.028846	0.00095345	0.00012539	6.1899e-05	3.4843e-05	0.027644	0.00036468	0.0057619	0.0031687	0.0003504	0.00011725	0.0018746	0.00057889	1.449e-05	
0.01	0.00024692	0.0066678	0.0066074	0.0066074	0.028813	0.0009513	0.00012435	6.3171e-05	3.5742e-05	0.02769	0.00036636	0.0057618	0.0031686	0.00034929	0.00011652	0.0018777	0.00058198	1.4887e-05	
0.01	0.00024901	0.0066686	0.0066081	0.0066081	0.02878	0.00094937	0.00012336	6.448e-05	3.668e-05	0.027736	0.00036809	0.0057617	0.0031686	0.00034819	0.00011587	0.0018808	0.0005851	1.5303e-05	
0.01	0.00025106	0.0066693	0.0066088	0.0066088	0.028747	0.00094737	0.00012235	6.5772e-05	3.76e-05	0.027782	0.0003698	0.0057617	0.0031686	0.00034708	0.00011518	0.0018839	0.0005882	1.5709e-05	
0.01	0.00025308	0.00667	0.0066095	0.0066095	0.028714	0.00094566	0.00012131	6.7047e-05	3.8504e-05	0.027828	0.00037155	0.0057616	0.0031687	0.00034596	0.00011447	0.0018869	0.00059129	1.6106e-05	
0.01	0.00025519	0.0066707	0.0066102	0.0066102	0.028681	0.00094417	0.00012032	6.8306e-05	3.939e-05	0.027876	0.00037335	0.0057615	0.0031689	0.00034486	0.00011372	0.00189	0.0005944	1.652e-05	
0.01	0.00025727	0.0066715	0.006611	0.006611	0.028649	0.00094259	0.0001193	6.9549e-05	4.026e-05	0.027923	0.00037513	0.0057614	0.003169	0.00034374	0.00011294	0.0018931	0.00059749	1.6924e-05	
0.01	0.00025945	0.0066723	0.0066117	0.0066117	0.028617	0.00094122	0.00011833	7.0826e-05	4.1164e-05	0.027971	0.00037696	0.0057613	0.0031692	0.00034264	0.00011223	0.0018963	0.00060061	1.7345e-05	
0.01	0.00026159	0.006673	0.0066124	0.0066124	0.028584	0.00093976	0.00011741	7.2086e-05	4.2052e-05	0.028019	0.00037877	0.0057613	0.0031694	0.00034155	0.00011149	0.0018994	0.00060375	1.7759e-05	
0.01	0.00026384	0.0066738	0.0066132	0.0066132	0.028553	0.0009385	0.00011652	7.3381e-05	4.2975e-05	0.028068	0.00038063	0.0057613	0.0031696	0.00034047	0.00011081	0.0019025	0.00060692	1.819e-05	
0.01	0.0002662	0.0066746	0.006614	0.006614	0.028521	0.00093745	0.00011567	7.4659e-05	4.3882e-05	0.028118	0.00038254	0.0057612	0.0031699	0.0003394	0.00011011	0.0019057	0.0006101	1.8651e-05	
0.01	0.00026853	0.0066754	0.0066147	0.0066147	0.028489	0.00093633	0.00011481	7.5922e-05	4.4772e-05	0.028167	0.00038442	0.0057612	0.0031703	0.00033832	0.00010937	0.0019088	0.00061328	1.9103e-05	
0.01	0.00027081	0.0066761	0.0066155	0.0066155	0.028457	0.00093514	0.00011393	7.7171e-05	4.5647e-05	0.028216	0.00038629	0.0057611	0.0031705	0.00033723	0.00010861	0.0019119	0.00061644	1.9545e-05	
0.01	0.00027307	0.0066769	0.0066162	0.0066162	0.028425	0.00093388	0.00011308	7.8405e-05	4.6507e-05	0.028265	0.00038814	0.005761	0.0031708	0.00033616	0.00010782	0.0019151	0.00061962	1.9979e-05	
0.01	0.00027529	0.0066776	0.0066169	0.0066169	0.028393	0.00093256	0.00011223	7.9627e-05	4.7356e-05	0.028314	0.00038997	0.0057608	0.003171	0.00033507	0.00010701	0.0019182	0.0006228	2.0404e-05	
0.01	0.00027749	0.0066783	0.0066176	0.0066176	0.02836	0.0009312	0.00011135	8.0839e-05	4.8193e-05	0.028363	0.00039178	0.0057607	0.0031712	0.00033399	0.00010618	0.0019213	0.00062596	2.0823e-05	
0.01	0.00027966	0.006679	0.0066183	0.0066183	0.028328	0.0009298	0.00011047	8.2041e-05	4.9021e-05	0.028412	0.00039358	0.0057605	0.0031714	0.0003329	0.00010533	0.0019244	0.00062911	2.1236e-05	
0.01	0.00028191	0.0066798	0.006619	0.006619	0.028296	0.00092854	0.00010961	8.3266e-05	4.9871e-05	0.028461	0.00039542	0.0057604	0.0031717	0.00033181	0.00010452	0.0019275	0.00063228	2.1661e-05	
0.01	0.00028424	0.0066805	0.0066197	0.0066197	0.028264	0.00092742	0.00010877	8.4513e-05	5.0745e-05	0.028511	0.00039729	0.0057604	0.003172	0.00033073	0.00010376	0.0019306	0.00063546	2.2098e-05	
0.01	0.00028664	0.0066813	0.0066205	0.0066205	0.028233	0.00092642	0.00010796	8.5783e-05	5.1642e-05	0.028561	0.00039919	0.0057604	0.0031723	0.00032966	0.00010304	0.0019337	0.00063866	2.2547e-05	
0.01	0.00028902	0.0066821	0.0066212	0.0066212	0.028202	0.00092539	0.00010714	8.7044e-05	5.253e-05	0.028612	0.00040107	0.0057604	0.0031727	0.00032858	0.00010231	0.0019369	0.00064185	2.2991e-05	
0.01	0.00029147	0.0066829	0.006622	0.006622	0.028171	0.00092448	0.00010634	8.8325e-05	5.3439e-05	0.028663	0.00040299	0.0057604	0.0031731	0.0003275	0.00010162	0.00194	0.00064505	2.3445e-05	
0.01	0.00029391	0.0066837	0.0066228	0.0066228	0.02814	0.00092353	0.00010553	8.9598e-05	5.434e-05	0.028714	0.0004049	0.0057604	0.0031734	0.00032643	0.0001009	0.0019432	0.00064824	2.3894e-05	
0.01	0.00029641	0.0066845	0.0066236	0.0066236	0.02811	0.00092271	0.00010474	9.0892e-05	5.5262e-05	0.028765	0.00040683	0.0057605	0.0031739	0.00032535	0.00010023	0.0019463	0.00065145	2.4355e-05	
0.01	0.00029889	0.0066854	0.0066244	0.0066244	0.028079	0.00092185	0.00010394	9.2177e-05	5.6176e-05	0.028816	0.00040876	0.0057606	0.0031743	0.00032428	9.9543e-05	0.0019495	0.00065465	2.481e-05	
0.01	0.00030136	0.0066862	0.0066252	0.0066252	0.028049	0.00092096	0.00010313	9.3454e-05	5.708e-05	0.028868	0.00041067	0.0057606	0.0031747	0.00032319	0.0001031	0.0019526	0.00065784	2.5259e-05	
0.01	0.0003039	0.006687	0.006626	0.006626	0.028018	0.0009202	0.00010235	9.4754e-05	5.8009e-05	0.02892	0.00041262	0.0057607	0.0031751	0.00032212	0.00010677	0.0019558	0.00066104	2.5721e-05	
0.01	0.00030643	0.0066878	0.0066268	0.0066268	0.027988	0.00091941	0.00010155	9.6044e-05	5.8928e-05	0.028971	0.00041455	0.0057607	0.0031755	0.00032104	0.00011041	0.0019589	0.00066424	2.6177e-05	
0.01	0.00030893	0.0066887	0.0066276	0.0066276	0.027958	0.00091858	0.00010074	9.7327e-05	5.9839e-05	0.029023	0.00041647	0.0057608	0.003176	0.00031995	0.00011403	0.001962	0.00066742	2.6627e-05	
0.01	0.00031141	0.0066895	0.0066284	0.0066284	0.027928	0.00091772	9.9919e-05	9.86e-05	6.074e-05	0.029075	0.00041838	0.0057608	0.0031764	0.00031886	0.00011762	0.0019652	0.0006706	2.7071e-05	
0.01	0.00031397	0.0066903	0.0066292	0.0066292	0.027897	0.00091698	9.912e-05	9.9865e-05	6.1632e-05	0.029127	0.00042032	0.0057608	0.0031768	0.00031778	0.00012119	0.0019683	0.0006738	2.7531e-05	
0.01	0.00031651	0.0066911	0.00663	0.00663	0.027867	0.0009162	9.8311e-05	0.00010112	6.2515e-05	0.029179	0.00042225	0.0057608	0.0031773	0.00031669	0.00012472	0.0019715	0.00067698	2.7986e-05	
0.01	0.00031903	0.0066919	0.0066308	0.0066308	0.027836	0.0009154	9.7491e-05	0.00010237	6.3389e-05	0.029231	0.00042417	0.0057608	0.0031777	0.00031559	0.00012824	0.0019746	0.00068016	2.8434e-05	
0.01	0.00032163	0.0066927	0.0066316	0.0066316	0.027806	0.00091472	9.6692e-05	0.00010364	6.4287e-05	0.029284	0.00042611	0.0057609	0.0031782	0.0003145	0.00013187	0.0019777	0.00068335	2.8896e-05	
0.01	0.0003243	0.0066936	0.0066324	0.0066324	0.027777	0.00091416	9.5916e-05	0.00010493	6.521e-05	0.029337	0.0004281	0.005761	0.0031787	0.00031342	0.00013562	0.0019809	0.00068656	2.9371e-05	
0.01	0.00032696	0.0066944	0.0066332	0.0066332	0.027747	0.00091357	9.5129e-05	0.00010622	6.6124e-05	0.02939	0.00043007	0.0057611	0.0031792	0.00031233	0.00013935	0.0019841	0.00068975	2.984e-05	
0.01	0.0003297	0.0066953	0.0066341	0.0066341	0.027718	0.0009131	9.4362e-05	0.00010752	6.706e-05	0.029444	0.00043207	0.0057612	0.0031798	0.00031125	0.00014319	0.0019872	0.00069296	3.0322e-05	
0.01	0.00033241	0.0066961	0.0066349	0.0066349	0.027688	0.0009126	9.3585e-05	0.00010882	6.7988e-05	0.029498	0.00043406	0.0057613	0.0031803	0.00031016	0.000147	0.0019904	0.00069616	3.0798e-05	
0.01	0.00033511	0.006697	0.0066358	0.0066358	0.027659	0.00091206	9.2797e-05	0.00011011	6.8907e-05	0.029551	0.00043604	0.0057615	0.0031808	0.00030907	0.00015079	0.0019936	0.00069936	3.1268e-05	
0.01	0.00033788	0.0066979	0.0066366	0.0066366	0.02763	0.00091164	9.2029e-05	0.00011142	6.9849e-05	0.029606	0.00043805	0.0057616	0.0031814	0.00030799	0.0001547	0.0019967	0.00070257	3.1751e-05	
0.01	0.00034064	0.0066988	0.0066375	0.0066375	0.027601	0.00091119	9.125e-05	0.00011273	7.0782e-05	0.02966	0.00044004	0.0057618	0.003182	0.00030689	0.00015858	0.0019999	0.00070577	3.2248e-05	
0.01	0.00034337	0.0066997	0.0066384	0.0066384	0.027572	0.00091071	9.0461e-05	0.00011402	7.1705e-05	0.029714	0.00044203	0.0057619	0.0031825	0.0003058	0.00016243	0.0020031	0.00070896	3.274e-05	
0.01	0.00034619	0.0067006	0.0066393	0.0066393	0.027544	0.00091035	8.9693e-05	0.00011534	7.2655e-05	0.029769	0.00044405	0.0057621	0.0031832	0.00030471	0.00016642	0.0020062	0.00071216	3.3247e-05	
0.01	0.00034899	0.0067015	0.0066402	0.0066402	0.027516	0.00090996	8.8914e-05	0.00011665	7.3595e-05	0.029823	0.00044606	0.0057623	0.0031837	0.00030361	0.00017037	0.0020094	0.00071536	3.3747e-05	
0.01	0.00035188	0.0067024	0.0066411	0.0066411	0.027488	0.00090969	8.8156e-05	0.00011798	7.4562e-05	0.029878	0.0004481	0.0057624	0.0031844	0.00030252	0.0001743	0.0020126	0.00071857	3.4262e-05	
0.01	0.00035485	0.0067034	0.006642	0.006642	0.02746	0.00090954	8.7419e-05	0.00011934	7.5555e-05	0.029934	0.00045017	0.0057626	0.0031851	0.00030144	0.00017835	0.0020158	0.0007218	3.4793e-05	
0.01	0.0003578	0.0067043	0.006643	0.006643	0.027432	0.00090937	8.6672e-05	0.00012069	7.654e-05	0.02999	0.00045224	0.0057628	0.0031858	0.00030035	0.00018238	0.002019	0.00072502	3.5317e-05	
0.01	0.00036084	0.0067053	0.0066439	0.0066439	0.027405	0.00090931	8.5944e-05	0.00012207	7.7551e-05	0.030046	0.00045434	0.005763	0.0031865	0.00029927	0.00018655	0.0020222	0.00072825	3.5857e-05	
0.01	0.00036398	0.0067063	0.0066449	0.0066449	0.027378	0.00090939	8.5237e-05	0.00012347	7.8591e-05	0.030103	0.00045647	0.0057633	0.0031873	0.00029819	0.00019086	0.0020254	0.0007315	3.6413e-05	
0.01	0.0003672	0.0067074	0.006646	0.006646	0.027352	0.00090957	8.4547e-05	0.0001249	7.9657e-05	0.030161	0.00045864	0.0057637	0.0031881	0.00029711	0.0001953	0.0020287	0.00073476	3.6984e-05	
0.01	0.00037051	0.0067084	0.006647	0.006647	0.027326	0.00090987	8.3876e-05	0.00012635	8.075e-05	0.030219	0.00046084	0.005764	0.003189	0.00029604	0.00019989	0.0020319	0.00073804	3.757e-05	
0.01	0.00037392	0.0067095	0.0066481	0.0066481	0.0273	0.00091028	8.3221e-05	0.00012782	8.1872e-05	0.030278	0.00046308	0.0057645	0.0031899	0.00029498	0.00020463	0.0020352	0.00074132	3.8173e-05	
0.01	0.0003773	0.0067106	0.0066491	0.0066491	0.027274	0.00091067	8.2557e-05	0.00012929	8.2983e-05	0.030337	0.0004653	0.0057649	0.0031908	0.00029391	0.00020933	0.0020385	0.00074461	3.8769e-05	
0.01	0.00038066	0.0067116	0.0066502	0.0066502	0.027248	0.00091102	8.1882e-05	0.00013074	8.4084e-05	0.030395	0.00046751	0.0057653	0.0031917	0.00029283	0.000214	0.0020417	0.00074788	3.9358e-05	
0.01	0.00038412	0.0067127	0.0066513	0.0066513	0.027222	0.0009115	8.1227e-05	0.00013223	8.5216e-05	0.030455	0.00046976	0.0057658	0.0031926	0.00029176	0.00021883	0.002045	0.00075117	3.9965e-05	
0.01	0.00038755	0.0067139	0.0066524	0.0066524	0.027197	0.0009121	8.059e-05	0.00013374	8.638e-05	0.030515	0.00047205	0.0057663	0.0031936	0.0002907	0.00022383	0.0020483	0.00075447	4.059e-05	
0.01	0.00039108	0.006715	0.0066535	0.0066535	0.027172	0.00091267	7.9944e-05	0.00013525	8.7534e-05	0.030574	0.00047432	0.0057668	0.0031946	0.00028963	0.0002288	0.0020516	0.00075776	4.1209e-05	
0.01	0.00039472	0.0067161	0.0066546	0.0066546	0.027147	0.00091336	7.9315e-05	0.00013678	8.8718e-05	0.030635	0.00047663	0.0057673	0.0031956	0.00028856	0.00023393	0.0020549	0.00076107	4.1845e-05	
0.01	0.00039832	0.0067172	0.0066558	0.0066558	0.027122	0.00091402	7.8675e-05	0.0001383	8.9892e-05	0.030695	0.00047893	0.0057679	0.0031966	0.00028749	0.00023902	0.0020581	0.00076438	4.2474e-05	
0.01	0.00040191	0.0067184	0.0066569	0.0066569	0.027097	0.00091464	7.8025e-05	0.00013981	9.1055e-05	0.030756	0.00048121	0.0057684	0.0031976	0.00028642	0.00024408	0.0020614	0.00076767	4.3096e-05	
0.01	0.00040559	0.0067195	0.006658	0.006658	0.027072	0.00091539	7.7392e-05	0.00014135	9.2248e-05	0.030817	0.00048353	0.0057689	0.0031987	0.00028535	0.0002493	0.0020647	0.00077098	4.3736e-05	
0.01	0.00040939	0.0067207	0.0066591	0.0066591	0.027048	0.00091626	7.6778e-05	0.00014292	9.3476e-05	0.030878	0.00048589	0.0057696	0.0031997	0.00028429	0.00025471	0.002068	0.0007743	4.44e-05	
0.01	0.00041316	0.0067218	0.0066603	0.0066603	0.027023	0.0009171	7.6154e-05	0.00014447	9.4693e-05	0.03094	0.00048824	0.0057702	0.0032008	0.00028322	0.00026009	0.0020714	0.00077762	4.5058e-05	
0.01	0.0004169	0.0067229	0.0066614	0.0066614	0.026998	0.00091791	7.5519e-05	0.00014602	9.59e-05	0.031001	0.00049057	0.0057708	0.0032019	0.00028215	0.00026542	0.0020747	0.00078092	4.5708e-05	
0.01	0.00042076	0.0067241	0.0066625	0.0066625	0.026974	0.00091884	7.4903e-05	0.00014755	9.7087e-05	0.031064	0.00049294	0.0057714	0.003203	0.00028108	0.00027094	0.002078	0.00078425	4.6378e-05	
0.01	0.0004246	0.0067252	0.0066637	0.0066637	0.02695	0.00091974	7.4276e-05	0.00014907	9.8263e-05	0.031126	0.0004953	0.0057721	0.0032041	0.00028001	0.00027643	0.0020813	0.00078756	4.7041e-05	
0.01	0.00042854	0.0067264	0.0066648	0.0066648	0.026925	0.00092077	7.3666e-05	0.00015062	9.9471e-05	0.031188	0.0004977	0.0057728	0.0032053	0.00027894	0.0002821	0.0020846	0.00079089	4.7724e-05	
0.01	0.00043246	0.0067275	0.006666	0.006666	0.026901	0.00092176	7.3046e-05	0.00015215	0.00010067	0.031251	0.00050009	0.0057734	0.0032064	0.00027787	0.00028772	0.0020879	0.00079422	4.8399e-05	
0.01	0.00043634	0.0067287	0.0066671	0.0066671	0.026877	0.00092271	7.2415e-05	0.00015368	0.00010185	0.031314	0.00050246	0.0057741	0.0032076	0.00027679	0.00029331	0.0020913	0.00079753	4.9066e-05	
0.01	0.00044035	0.0067299	0.0066683	0.0066683	0.026853	0.00092379	7.1801e-05	0.00015524	0.00010307	0.031377	0.00050487	0.0057748	0.0032088	0.00027572	0.00029909	0.0020946	0.00080086	4.9754e-05	
