Vicugna_pacos	Tursiops_truncatus	Sus_scrofa	Physeter_catodon	Phocoena_sinus	Ovis_aries	Orcinus_orca	Odocoileus_virginianus	Monodon_monoceros	Lipotes_vexillifer	Lagenorhynchus_obliquidens	Globicephala_melas	Delphinapterus_leucas	Capra_hircus	Camelus_ferus	Camelus_dromedarius	Camelus_bactrianus	Bubalus_bubalis	Bos_taurus	Bos_mutus	Bison_bison	Balaenoptera_musculus	Balaenoptera_acutorostrata	
0.00013267	0.020566	0.0008377	9.6001e-06	3.6022e-05	0.0049699	0.0077865	3.3372e-08	0.01	6.3334e-05	0.00089881	0.0050982	0.01	3.1662e-05	0.00049205	0.0010237	0.0093613	0.00010021	0.01	5.1177e-05	0.00047058	2.4102e-05	0.94172	
0.00013288	0.020491	0.00089369	8.9782e-06	3.587e-05	0.0049631	0.0077864	1.1081e-07	0.01	6.4288e-05	0.00090219	0.0050979	0.01	3.184e-05	0.00049067	0.0010246	0.0093613	0.00010041	0.01	5.0865e-05	0.00046926	2.3047e-05	0.94259	
0.00013315	0.020419	0.00079755	8.4017e-06	3.5731e-05	0.0049566	0.0077863	1.2852e-07	0.01	6.5269e-05	0.00090579	0.0050977	0.01	3.2024e-05	0.0004893	0.0010257	0.0093612	0.00010071	0.01	5.0539e-05	0.00046793	2.2024e-05	0.94354	
0.00013339	0.020346	0.00066479	7.8005e-06	3.5585e-05	0.0049501	0.0077862	1.4201e-07	0.01	6.6234e-05	0.0009093	0.0050975	0.01	3.2202e-05	0.00048793	0.0010266	0.0093612	0.00010101	0.01	5.0202e-05	0.00046659	2.0985e-05	0.94447	
0.00013369	0.020275	0.00059703	7.2426e-06	3.5452e-05	0.0049437	0.0077861	1.5457e-07	0.01	6.7226e-05	0.00091304	0.0050973	0.01	3.2385e-05	0.00048657	0.0010277	0.0093611	0.00010132	0.01	4.9873e-05	0.00046526	1.9977e-05	0.94547	
0.00013396	0.020204	0.00079543	6.6611e-06	3.5311e-05	0.0049373	0.007786	1.6291e-07	0.01	6.8201e-05	0.0009167	0.0050971	0.01	3.2562e-05	0.00048521	0.0010287	0.0093611	0.00010162	0.01	4.9531e-05	0.00046393	1.8953e-05	0.94646	
0.00013429	0.020134	0.0011197	6.1188e-06	3.5182e-05	0.0049311	0.0077859	1.7029e-07	0.01	6.9203e-05	0.00092057	0.005097	0.01	3.2744e-05	0.00048386	0.0010298	0.0093611	0.00010195	0.01	4.9197e-05	0.00046261	1.7959e-05	0.94751	
0.00013458	0.020065	0.0013841	5.5538e-06	3.5046e-05	0.0049248	0.0077858	1.7344e-07	0.01	7.0189e-05	0.00092436	0.0050968	0.01	3.292e-05	0.00048251	0.0010309	0.009361	0.00010226	0.01	4.8851e-05	0.00046128	1.6949e-05	0.94855	
0.00013484	0.019994	0.0015938	5.6707e-06	3.4903e-05	0.0049185	0.0077858	2.7937e-07	0.01	7.1158e-05	0.00092807	0.0050966	0.01	3.309e-05	0.00048114	0.0010319	0.009361	0.00010255	0.01	5.078e-05	0.00045995	1.6968e-05	0.94938	
0.00013506	0.019923	0.0017645	5.7737e-06	3.4753e-05	0.0049121	0.0077857	3.8003e-07	0.01	7.2113e-05	0.00093172	0.0050964	0.01	3.3255e-05	0.00047977	0.0010329	0.0093609	0.00010283	0.01	5.2695e-05	0.00045861	1.6979e-05	0.9502	
0.00013534	0.019854	0.0020233	5.8867e-06	3.4612e-05	0.0049058	0.0077856	4.8345e-07	0.01	7.3087e-05	0.00093553	0.0050963	0.01	3.3423e-05	0.00047841	0.001034	0.0093609	0.00010312	0.01	5.4629e-05	0.00045728	1.6995e-05	0.95107	
0.00013558	0.019784	0.0022479	5.9874e-06	3.4466e-05	0.0048995	0.0077855	5.8214e-07	0.01	7.4049e-05	0.00093929	0.0050961	0.01	3.3586e-05	0.00047704	0.001035	0.0093608	0.0001034	0.01	5.6552e-05	0.00045594	1.7003e-05	0.95194	
0.00013587	0.019716	0.0025691	6.0966e-06	3.4328e-05	0.0048934	0.0077854	6.8321e-07	0.01	7.5028e-05	0.00094321	0.0050959	0.01	3.3752e-05	0.00047569	0.0010361	0.0093608	0.0001037	0.01	5.8491e-05	0.00045461	1.7016e-05	0.95286	
0.00013619	0.019649	0.0030154	6.214e-06	3.4197e-05	0.0048874	0.0077854	7.8677e-07	0.01	7.6024e-05	0.00094727	0.0050958	0.01	3.392e-05	0.00047435	0.0010373	0.0093608	0.00010401	0.01	6.0447e-05	0.0004533	1.7032e-05	0.95382	
0.0001365	0.019582	0.003419	6.3197e-06	3.4061e-05	0.0048814	0.0077853	8.8573e-07	0.01	7.7009e-05	0.00095129	0.0050957	0.01	3.4084e-05	0.000473	0.0010384	0.0093607	0.00010432	0.01	6.2392e-05	0.00045198	1.7041e-05	0.95478	
0.00013677	0.019516	0.0039833	6.4342e-06	3.3933e-05	0.0048755	0.0077853	9.8745e-07	0.01	7.8011e-05	0.00095546	0.0050957	0.01	3.425e-05	0.00047164	0.0010395	0.0093607	0.00010463	0.01	6.4354e-05	0.00045067	1.7054e-05	0.95578	
0.00013709	0.019452	0.0047537	6.557e-06	3.3811e-05	0.0048697	0.0077853	1.0919e-06	0.01	7.903e-05	0.00095978	0.0050956	0.01	3.4418e-05	0.0004703	0.0010406	0.0093607	0.00010496	0.01	6.6333e-05	0.00044937	1.707e-05	0.95684	
0.00013738	0.019387	0.005462	6.6682e-06	3.3685e-05	0.0048639	0.0077852	1.1918e-06	0.01	8.0038e-05	0.00096406	0.0050956	0.01	3.4582e-05	0.00046895	0.0010417	0.0093607	0.00010528	0.01	6.8301e-05	0.00044806	1.708e-05	0.95789	
0.00013771	0.019324	0.0064273	6.7878e-06	3.3566e-05	0.0048583	0.0077852	1.2946e-06	0.01	8.1063e-05	0.00096849	0.0050956	0.01	3.4749e-05	0.00046761	0.0010429	0.0093606	0.00010562	0.01	7.0286e-05	0.00044677	1.7093e-05	0.95898	
0.00013808	0.019261	0.0077407	6.9162e-06	3.3454e-05	0.0048527	0.0077853	1.4005e-06	0.01	8.2104e-05	0.00097308	0.0050956	0.01	3.4917e-05	0.00046628	0.0010441	0.0093606	0.00010596	0.01	7.2288e-05	0.00044548	1.7109e-05	0.96013	
0.00013829	0.019199	0.0089535	7.0329e-06	3.3337e-05	0.0048472	0.0077853	1.5018e-06	0.01	8.3135e-05	0.00097762	0.0050956	0.01	3.5081e-05	0.00046496	0.0010454	0.0093606	0.0001063	0.01	7.4278e-05	0.00044419	1.7119e-05	0.96126	
0.00013854	0.019138	0.010624	7.1592e-06	3.3227e-05	0.0048417	0.0077853	1.6065e-06	0.01	8.4183e-05	0.00098232	0.0050957	0.01	3.5248e-05	0.00046365	0.0010467	0.0093606	0.00010665	0.01	7.6287e-05	0.00044291	1.7132e-05	0.96245	
0.00013882	0.019078	0.012931	7.2953e-06	3.3125e-05	0.0048364	0.0077853	1.7152e-06	0.01	8.525e-05	0.00098719	0.0050957	0.01	3.5417e-05	0.00046235	0.001048	0.0093606	0.00010702	0.01	7.8315e-05	0.00044164	1.7149e-05	0.96369	
0.00013909	0.01902	0.035494	7.4195e-06	3.3018e-05	0.0048313	0.0077854	1.8189e-06	0.01	8.6306e-05	0.00099223	0.0050959	0.01	3.5589e-05	0.00046105	0.0010494	0.0093606	0.00010738	0.01	8.0331e-05	0.00044036	1.7159e-05	0.96492	
0.00013933	0.018961	0.056583	7.532e-06	3.2906e-05	0.0048261	0.0077855	1.9178e-06	0.01	8.7351e-05	0.00099722	0.005096	0.01	3.5756e-05	0.00045974	0.0010507	0.0093606	0.00010772	0.01	8.2336e-05	0.00043908	1.7163e-05	0.96614	
0.00013962	0.018903	0.085904	7.6542e-06	3.2801e-05	0.0048211	0.0077855	2.0207e-06	0.01	8.8414e-05	0.0010024	0.0050961	0.01	3.5926e-05	0.00045845	0.001052	0.0093606	0.00010808	0.01	8.4359e-05	0.00043781	1.717e-05	0.96742	
0.00013988	0.018846	0.11341	7.7649e-06	3.2691e-05	0.004816	0.0077856	2.1188e-06	0.01	8.9467e-05	0.0010075	0.0050963	0.01	3.6092e-05	0.00045714	0.0010534	0.0093606	0.00010843	0.01	8.6372e-05	0.00043654	1.717e-05	0.96869	
0.00014012	0.018788	0.13927	7.8642e-06	3.2577e-05	0.0048109	0.0077857	2.2122e-06	0.01	9.051e-05	0.0010126	0.0050964	0.01	3.6253e-05	0.00045583	0.0010547	0.0093606	0.00010877	0.01	8.8374e-05	0.00043525	1.7164e-05	0.96995	
0.00014039	0.018731	0.17381	7.9724e-06	3.2469e-05	0.0048059	0.0077857	2.3092e-06	0.01	9.1569e-05	0.0010178	0.0050966	0.01	3.6417e-05	0.00045454	0.0010561	0.0093607	0.00010913	0.01	9.0393e-05	0.00043398	1.7161e-05	0.97126	
0.00014065	0.018674	0.20633	8.0691e-06	3.2357e-05	0.0048009	0.0077858	2.4016e-06	0.01	9.2618e-05	0.001023	0.0050967	0.01	3.6576e-05	0.00045323	0.0010574	0.0093607	0.00010947	0.01	9.2401e-05	0.0004327	1.7151e-05	0.97256	
0.00014094	0.018618	0.24974	8.1749e-06	3.2252e-05	0.004796	0.0077859	2.4976e-06	0.01	9.3684e-05	0.0010284	0.0050969	0.01	3.6737e-05	0.00045194	0.0010588	0.0093607	0.00010982	0.01	9.4427e-05	0.00043144	1.7144e-05	0.97392	
0.00014126	0.018564	0.30818	8.2904e-06	3.2152e-05	0.0047913	0.007786	2.5978e-06	0.01	9.4768e-05	0.0010339	0.0050972	0.01	3.6901e-05	0.00045065	0.0010602	0.0093607	0.00011019	0.01	9.647e-05	0.00043018	1.7141e-05	0.97532	
0.00014157	0.01851	0.3627	8.416e-06	3.2059e-05	0.0047865	0.0077862	2.6933e-06	0.01	9.587e-05	0.0010396	0.0050974	0.01	3.706e-05	0.00044936	0.0010617	0.0093607	0.00011055	0.01	9.8503e-05	0.00042891	1.7141e-05	0.97676	
0.00014185	0.018456	0.414	8.5299e-06	3.1962e-05	0.0047817	0.0077863	2.784e-06	0.01	9.6962e-05	0.0010453	0.0050977	0.01	3.7216e-05	0.00044807	0.0010631	0.0093607	0.0001109	0.01	0.00010053	0.00042764	1.7134e-05	0.97821	
0.00014212	0.018402	0.46229	8.6324e-06	3.186e-05	0.0047768	0.0077864	2.8699e-06	0.01	9.8043e-05	0.0010509	0.0050979	0.01	3.7366e-05	0.00044677	0.0010645	0.0093608	0.00011124	0.01	0.00010254	0.00042637	1.7121e-05	0.97965	
0.00014236	0.018349	0.50774	8.7198e-06	3.1765e-05	0.004772	0.0077865	2.9506e-06	0.01	9.9143e-05	0.0010567	0.0050982	0.01	3.7513e-05	0.00044546	0.0010658	0.0093608	0.0001116	0.01	0.00010457	0.00042511	1.7101e-05	0.98108	
0.00014258	0.018296	0.55055	8.7957e-06	3.1665e-05	0.0047671	0.0077867	3.0265e-06	0.01	0.00010023	0.0010624	0.0050985	0.01	3.7655e-05	0.00044415	0.0010672	0.0093608	0.00011195	0.01	0.00010659	0.00042384	1.7074e-05	0.98251	
0.00014284	0.018244	0.60763	8.8812e-06	3.1572e-05	0.0047623	0.0077868	3.1065e-06	0.01	0.00010134	0.0010683	0.0050988	0.01	3.78e-05	0.00044285	0.0010686	0.0093608	0.00011231	0.01	0.00010863	0.00042257	1.705e-05	0.98399	
0.00014313	0.018193	0.68436	8.977e-06	3.1485e-05	0.0047577	0.007787	3.1907e-06	0.01	0.00010247	0.0010744	0.0050991	0.01	3.7947e-05	0.00044156	0.00107	0.0093608	0.00011269	0.01	0.00011068	0.00042132	1.703e-05	0.98551	
0.00014341	0.018142	0.75662	9.0611e-06	3.1393e-05	0.004753	0.0077872	3.2702e-06	0.01	0.00010358	0.0010805	0.0050994	0.01	3.8089e-05	0.00044026	0.0010714	0.0093608	0.00011305	0.01	0.00011273	0.00042007	1.7003e-05	0.98703	
0.00014366	0.018091	0.8247	9.1336e-06	3.1297e-05	0.0047483	0.0077873	3.3448e-06	0.01	0.00010469	0.0010865	0.0050997	0.01	3.8227e-05	0.00043896	0.0010729	0.0093609	0.0001134	0.01	0.00011476	0.0004188	1.697e-05	0.98855	
0.00014389	0.01804	0.87891	9.2164e-06	3.1208e-05	0.0047437	0.0077875	3.4239e-06	0.01	0.00010581	0.0010927	0.0051001	0.01	3.8368e-05	0.00043765	0.0010743	0.0093609	0.00011377	0.01	0.00011682	0.00041755	1.694e-05	0.99011	
0.00014416	0.017991	0.89096	9.3098e-06	3.1124e-05	0.0047393	0.0077877	3.5076e-06	0.01	0.00010696	0.0010991	0.0051005	0.01	3.8511e-05	0.00043636	0.0010757	0.0093609	0.00011416	0.01	0.00011889	0.00041631	1.6913e-05	0.99173	
0.00014446	0.017943	0.90713	9.4139e-06	3.1047e-05	0.0047349	0.0077879	3.5961e-06	0.01	0.00010812	0.0011057	0.0051009	0.01	3.8656e-05	0.00043507	0.0010772	0.009361	0.00011456	0.01	0.00012098	0.00041507	1.6889e-05	0.99339	
0.00014474	0.017894	0.92232	9.5061e-06	3.0966e-05	0.0047306	0.0077881	3.6796e-06	0.01	0.00010927	0.0011122	0.0051013	0.01	3.8797e-05	0.00043378	0.0010786	0.009361	0.00011495	0.01	0.00012306	0.00041384	1.6859e-05	0.99505	
0.00014507	0.017847	0.92623	9.6101e-06	3.0891e-05	0.0047262	0.0077883	3.7574e-06	0.01	0.00011045	0.0011189	0.0051018	0.01	3.8934e-05	0.00043249	0.0010802	0.009361	0.00011532	0.01	0.00012513	0.00041259	1.6837e-05	0.99526	
0.00014543	0.017801	0.93157	9.7256e-06	3.0822e-05	0.0047219	0.0077885	3.8403e-06	0.01	0.00011164	0.0011259	0.0051022	0.01	3.9073e-05	0.00043122	0.0010817	0.0093611	0.00011572	0.01	0.00012722	0.00041136	1.6819e-05	0.9955	
0.00014577	0.017754	0.93659	9.8294e-06	3.0749e-05	0.0047176	0.0077888	3.9182e-06	0.01	0.00011283	0.0011327	0.0051027	0.01	3.9208e-05	0.00042994	0.0010833	0.0093611	0.0001161	0.01	0.0001293	0.00041011	1.6794e-05	0.99575	
0.00014615	0.017709	0.94335	9.9441e-06	3.0682e-05	0.0047135	0.007789	4.001e-06	0.01	0.00011403	0.0011398	0.0051032	0.01	3.9345e-05	0.00042867	0.0010848	0.0093612	0.00011649	0.01	0.0001314	0.00040888	1.6772e-05	0.99603	
0.00014656	0.017664	0.94469	1.007e-05	3.062e-05	0.0047094	0.0077893	4.0889e-06	0.01	0.00011526	0.0011471	0.0051038	0.01	3.9484e-05	0.00042741	0.0010865	0.0093612	0.00011691	0.01	0.00013352	0.00040766	1.6753e-05	0.99634	
0.00014696	0.017619	0.94594	1.0184e-05	3.0555e-05	0.0047053	0.0077896	4.1718e-06	0.01	0.00011647	0.0011543	0.0051043	0.01	3.9619e-05	0.00042615	0.0010881	0.0093613	0.00011731	0.01	0.00013563	0.00040643	1.6727e-05	0.99667	
0.00014739	0.017575	0.94773	1.031e-05	3.0495e-05	0.0047014	0.0077898	4.2599e-06	0.01	0.0001177	0.0011618	0.0051049	0.01	3.9757e-05	0.00042489	0.0010897	0.0093613	0.00011772	0.01	0.00013776	0.00040521	1.6705e-05	0.99703	
0.00014786	0.017532	0.95022	1.0447e-05	3.0441e-05	0.0046975	0.0077901	4.3534e-06	0.01	0.00011896	0.0011694	0.0051055	0.01	3.9897e-05	0.00042364	0.0010914	0.0093614	0.00011815	0.01	0.0001399	0.000404	1.6686e-05	0.99741	
0.00014836	0.01749	0.95364	1.0597e-05	3.0394e-05	0.0046937	0.0077905	4.4412e-06	0.01	0.00012024	0.0011773	0.0051061	0.01	4.0032e-05	0.0004224	0.0010932	0.0093615	0.00011858	0.01	0.00014204	0.00040279	1.6671e-05	0.99721	
0.00014885	0.017448	0.95687	1.0735e-05	3.0342e-05	0.0046898	0.0077908	4.524e-06	0.01	0.0001215	0.0011851	0.0051068	0.01	4.0164e-05	0.00042116	0.0010949	0.0093615	0.00011899	0.01	0.00014417	0.00040157	1.665e-05	0.99702	
0.00014932	0.017406	0.95991	1.0861e-05	3.0285e-05	0.0046859	0.0077911	4.6018e-06	0.01	0.00012276	0.0011929	0.0051074	0.01	4.0291e-05	0.00041991	0.0010966	0.0093616	0.00011939	0.01	0.00014628	0.00040034	1.6622e-05	0.99686	
0.00014982	0.017364	0.96032	1.1e-05	3.0235e-05	0.0046821	0.0077914	4.6852e-06	0.01	0.00012404	0.0012008	0.005108	0.01	4.042e-05	0.00041868	0.0010984	0.0093617	0.0001198	0.01	0.00014842	0.00039912	1.6598e-05	0.99671	
0.00015031	0.017322	0.96069	1.1127e-05	3.0181e-05	0.0046782	0.0077917	4.7637e-06	0.01	0.0001253	0.0012088	0.0051087	0.01	4.0546e-05	0.00041743	0.0011001	0.0093618	0.0001202	0.01	0.00015054	0.0003979	1.6567e-05	0.99659	
0.00015083	0.017282	0.96136	1.1266e-05	3.0132e-05	0.0046745	0.0077921	4.8478e-06	0.01	0.00012659	0.0012169	0.0051094	0.01	4.0673e-05	0.0004162	0.0011019	0.0093618	0.00012062	0.01	0.00015269	0.00039669	1.6539e-05	0.99649	
0.00015133	0.017241	0.96198	1.1393e-05	3.0079e-05	0.0046708	0.0077924	4.9269e-06	0.01	0.00012787	0.0012251	0.00511	0.01	4.0797e-05	0.00041496	0.0011037	0.0093619	0.00012103	0.01	0.00015483	0.00039547	1.6504e-05	0.99641	
0.00015187	0.017201	0.96295	1.1533e-05	3.0032e-05	0.0046672	0.0077927	5.0118e-06	0.01	0.00012917	0.0012334	0.0051107	0.01	4.0923e-05	0.00041373	0.0011055	0.009362	0.00012146	0.01	0.00015698	0.00039426	1.6473e-05	0.99635	
0.00015239	0.017161	0.96386	1.1662e-05	2.998e-05	0.0046636	0.0077931	5.0917e-06	0.01	0.00013046	0.0012417	0.0051114	0.01	4.1044e-05	0.00041249	0.0011073	0.0093621	0.00012187	0.01	0.00015913	0.00039305	1.6435e-05	0.99631	
0.00015288	0.017121	0.96521	1.1803e-05	2.9935e-05	0.00466	0.0077934	5.1775e-06	0.01	0.00013177	0.0012502	0.0051122	0.01	4.1168e-05	0.00041125	0.0011091	0.0093622	0.0001223	0.01	0.0001613	0.00039184	1.64e-05	0.9963	
0.00015335	0.017082	0.96647	1.1932e-05	2.9885e-05	0.0046565	0.0077938	5.2583e-06	0.01	0.00013307	0.0012587	0.0051129	0.01	4.1288e-05	0.00041	0.0011109	0.0093622	0.00012272	0.01	0.00016345	0.00039063	1.6358e-05	0.9963	
0.00015379	0.017042	0.96765	1.205e-05	2.9831e-05	0.0046529	0.0077941	5.3342e-06	0.01	0.00013436	0.0012671	0.0051136	0.01	4.1404e-05	0.00040875	0.0011126	0.0093623	0.00012313	0.01	0.0001656	0.00038941	1.6311e-05	0.99632	
0.00015427	0.017004	0.96931	1.218e-05	2.9782e-05	0.0046495	0.0077945	5.4158e-06	0.01	0.00013568	0.0012757	0.0051143	0.01	4.1522e-05	0.00040751	0.0011144	0.0093624	0.00012356	0.01	0.00016776	0.0003882	1.6265e-05	0.99637	
0.00015474	0.016965	0.97087	1.2298e-05	2.9729e-05	0.004646	0.0077949	5.4924e-06	0.01	0.00013698	0.0012843	0.0051151	0.01	4.1635e-05	0.00040626	0.0011162	0.0093625	0.00012397	0.01	0.00016992	0.00038699	1.6214e-05	0.99643	
0.00015518	0.016926	0.97235	1.2404e-05	2.9672e-05	0.0046425	0.0077952	5.564e-06	0.01	0.00013827	0.0012929	0.0051158	0.01	4.1745e-05	0.00040501	0.001118	0.0093626	0.00012437	0.01	0.00017206	0.00038577	1.6155e-05	0.9965	
0.0001556	0.016887	0.97373	1.2498e-05	2.9611e-05	0.0046391	0.0077956	5.6417e-06	0.01	0.00013955	0.0013014	0.0051165	0.01	4.1856e-05	0.00040375	0.0011197	0.0093626	0.00012479	0.01	0.00017423	0.00038456	1.6091e-05	0.9966	
0.00015606	0.016848	0.97565	1.2606e-05	2.9555e-05	0.0046358	0.0077959	5.7255e-06	0.01	0.00014085	0.0013101	0.0051173	0.01	4.197e-05	0.0004025	0.0011215	0.0093627	0.00012522	0.01	0.00017642	0.00038336	1.6029e-05	0.99672	
0.00015648	0.016811	0.97828	1.2726e-05	2.9505e-05	0.0046326	0.0077963	5.8157e-06	0.01	0.00014218	0.001319	0.005118	0.01	4.2087e-05	0.00040125	0.0011233	0.0093628	0.00012567	0.01	0.00017863	0.00038217	1.5972e-05	0.99612	
0.00015688	0.016773	0.98076	1.2835e-05	2.9451e-05	0.0046294	0.0077967	5.9007e-06	0.01	0.00014349	0.001328	0.0051188	0.01	4.2199e-05	0.00039999	0.0011251	0.0093629	0.00012611	0.01	0.00018083	0.00038097	1.5908e-05	0.99553	
0.00015726	0.016736	0.98415	1.2958e-05	2.9402e-05	0.0046264	0.0077971	5.9926e-06	0.01	0.00014483	0.0013371	0.0051196	0.01	4.2314e-05	0.00039873	0.0011268	0.009363	0.00012657	0.01	0.00018305	0.00037978	1.5847e-05	0.99498	
0.00015762	0.0167	0.98735	1.3068e-05	2.935e-05	0.0046233	0.0077975	6.0792e-06	0.01	0.00014616	0.0013462	0.0051204	0.01	4.2425e-05	0.00039746	0.0011286	0.009363	0.00012701	0.01	0.00018526	0.00037859	1.578e-05	0.99444	
0.00015802	0.016663	0.98798	1.3192e-05	2.9303e-05	0.0046203	0.0077979	6.1725e-06	0.01	0.00014751	0.0013556	0.0051213	0.01	4.2538e-05	0.0003962	0.0011303	0.0093631	0.00012747	0.01	0.00018749	0.0003774	1.5715e-05	0.99393	
0.00015839	0.016627	0.98858	1.3304e-05	2.9251e-05	0.0046173	0.0077983	6.2606e-06	0.01	0.00014885	0.0013649	0.0051221	0.01	4.2647e-05	0.00039493	0.0011321	0.0093632	0.00012792	0.01	0.00018971	0.00037621	1.5644e-05	0.99343	
0.00015881	0.016592	0.98943	1.343e-05	2.9206e-05	0.0046144	0.0077987	6.3555e-06	0.01	0.00015022	0.0013744	0.0051229	0.01	4.2758e-05	0.00039367	0.0011339	0.0093633	0.00012839	0.01	0.00019195	0.00037503	1.5576e-05	0.99297	
0.0001592	0.016556	0.99024	1.3544e-05	2.9156e-05	0.0046115	0.0077992	6.4452e-06	0.01	0.00015157	0.0013839	0.0051238	0.01	4.2865e-05	0.00039241	0.0011357	0.0093634	0.00012884	0.01	0.00019419	0.00037384	1.5502e-05	0.99251	
0.00015957	0.01652	0.99101	1.3645e-05	2.9101e-05	0.0046085	0.0077996	6.5296e-06	0.01	0.00015291	0.0013934	0.0051246	0.01	4.2967e-05	0.00039114	0.0011375	0.0093635	0.00012929	0.01	0.00019641	0.00037264	1.542e-05	0.99206	
0.00015992	0.016484	0.99173	1.3734e-05	2.9042e-05	0.0046055	0.0078	6.6088e-06	0.01	0.00015424	0.0014027	0.0051254	0.01	4.3066e-05	0.00038987	0.0011392	0.0093636	0.00012972	0.01	0.00019862	0.00037145	1.5332e-05	0.99163	
0.00016025	0.016448	0.99242	1.3811e-05	2.8979e-05	0.0046025	0.0078004	6.6828e-06	0.01	0.00015556	0.0014121	0.0051263	0.01	4.316e-05	0.00038859	0.001141	0.0093636	0.00013014	0.01	0.00020082	0.00037024	1.5238e-05	0.9912	
0.00016056	0.016413	0.99306	1.3798e-05	2.8922e-05	0.0045995	0.0078008	6.7514e-06	0.01	0.00015691	0.0014217	0.0051271	0.01	4.3249e-05	0.00038731	0.0011427	0.0093637	0.00013056	0.01	0.00020301	0.00036903	1.6208e-05	0.99065	
0.0001609	0.016379	0.99397	1.3801e-05	2.8871e-05	0.0045966	0.0078012	6.8271e-06	0.01	0.00015828	0.0014315	0.005128	0.01	4.3342e-05	0.00038603	0.0011445	0.0093638	0.00013098	0.01	0.00020522	0.00036783	1.7195e-05	0.99013	
0.00016129	0.016345	0.99405	1.3818e-05	2.8826e-05	0.0045938	0.0078017	6.9103e-06	0.01	0.00015967	0.0014417	0.0051289	0.01	4.3437e-05	0.00038477	0.0011463	0.0093639	0.00013143	0.01	0.00020745	0.00036664	1.8199e-05	0.98964	
0.00016166	0.016311	0.99411	1.3822e-05	2.8777e-05	0.004591	0.0078021	6.9881e-06	0.01	0.00016106	0.0014518	0.0051298	0.01	4.3527e-05	0.0003835	0.0011481	0.009364	0.00013186	0.01	0.00020968	0.00036544	1.9193e-05	0.98916	
0.00016207	0.016278	0.9943	1.3841e-05	2.8733e-05	0.0045883	0.0078026	7.0735e-06	0.01	0.00016247	0.0014621	0.0051308	0.01	4.3621e-05	0.00038224	0.0011499	0.0093641	0.00013232	0.01	0.00021193	0.00036425	2.0206e-05	0.98872	
0.00016245	0.016245	0.99447	1.3848e-05	2.8685e-05	0.0045856	0.0078031	7.1535e-06	0.01	0.00016387	0.0014724	0.0051317	0.01	4.371e-05	0.00038097	0.0011518	0.0093642	0.00013276	0.01	0.00021417	0.00036306	2.1209e-05	0.98828	
0.00016288	0.016213	0.99477	1.3869e-05	2.8643e-05	0.0045829	0.0078035	7.2411e-06	0.01	0.00016529	0.001483	0.0051327	0.01	4.3802e-05	0.00037971	0.0011537	0.0093643	0.00013321	0.01	0.00021643	0.00036187	2.223e-05	0.98788	
0.00016334	0.016181	0.99523	1.3904e-05	2.8606e-05	0.0045804	0.007804	7.336e-06	0.01	0.00016674	0.0014939	0.0051337	0.01	4.3896e-05	0.00037846	0.0011556	0.0093644	0.00013369	0.01	0.00021871	0.00036069	2.3268e-05	0.98751	
0.00016385	0.016151	0.99513	1.3952e-05	2.8575e-05	0.004578	0.0078046	7.4387e-06	0.01	0.00016822	0.001505	0.0051348	0.01	4.3993e-05	0.00037722	0.0011576	0.0093645	0.00013418	0.01	0.00022102	0.00035952	2.4323e-05	0.98718	
0.00016434	0.01612	0.99503	1.3989e-05	2.854e-05	0.0045756	0.0078051	7.5361e-06	0.01	0.00016968	0.0015161	0.0051358	0.01	4.4085e-05	0.00037597	0.0011595	0.0093646	0.00013466	0.01	0.00022332	0.00035835	2.537e-05	0.98686	
0.00016486	0.016089	0.99503	1.404e-05	2.851e-05	0.0045733	0.0078056	7.6415e-06	0.01	0.00017118	0.0015275	0.0051369	0.01	4.418e-05	0.00037474	0.0011615	0.0093647	0.00013516	0.01	0.00022564	0.00035718	2.6435e-05	0.98656	
0.00016537	0.016059	0.99502	1.4079e-05	2.8476e-05	0.004571	0.0078061	7.7416e-06	0.01	0.00017266	0.0015388	0.0051379	0.01	4.4271e-05	0.00037349	0.0011635	0.0093649	0.00013564	0.01	0.00022795	0.00035601	2.7492e-05	0.98628	
0.00016592	0.016029	0.99512	1.4132e-05	2.8447e-05	0.0045688	0.0078066	7.8496e-06	0.01	0.00017416	0.0015505	0.005139	0.01	4.4364e-05	0.00037226	0.0011655	0.009365	0.00013614	0.01	0.00023029	0.00035485	2.8567e-05	0.98603	
0.00016651	0.015999	0.99519	1.4172e-05	2.8415e-05	0.0045665	0.0078072	7.9521e-06	0.01	0.00017566	0.001562	0.0051401	0.01	4.4453e-05	0.00037103	0.0011676	0.0093651	0.00013664	0.01	0.00023261	0.00035368	2.9633e-05	0.98579	
0.00016707	0.015969	0.99525	1.42e-05	2.8377e-05	0.0045643	0.0078077	8.0493e-06	0.01	0.00017715	0.0015735	0.0051412	0.01	4.4538e-05	0.0003698	0.0011697	0.0093652	0.00013712	0.01	0.00023493	0.0003525	3.069e-05	0.98556	
0.00016768	0.01594	0.99541	1.4243e-05	2.8346e-05	0.0045621	0.0078083	8.1548e-06	0.01	0.00017866	0.0015853	0.0051423	0.01	4.4625e-05	0.00036858	0.0011718	0.0093654	0.00013762	0.01	0.00023727	0.00035134	3.1766e-05	0.98537	
